,NSSEC1_change_pct,Highest_Level_change_pct,inc_change_pct,hse_change,white_change_pct,scenario1_PCA1,scenario1_PCA2,scenario1_PCA3,scenario1_PCA_total,scenario1_PCA_total_zscore,scenario1_status,LSOA21CD
161,0.5611500500643685,0.5988023952095809,0.5063110264348654,0.2281765980740442,0.5978214132148487,0.2610619290684582,0.124024488654157,0.0839432058720301,0.4690296235946453,3.171239002909162,ascent,E01034200
162,0.5946216564153912,0.5746199907876555,0.5520361990950226,0.2073418683111021,0.6187473125985381,0.2847690828328233,0.1103590493957128,0.0376401571613703,0.4327682893899064,2.9260660936880294,ascent,E01034482
168,0.4645973394364182,0.4767388300322431,0.7120743034055728,0.2330920302969368,0.4143614734126417,0.0877921826672341,0.1846173423092752,-0.1702726900617858,0.10213683491472347,0.6905753884645748,ascent,E01033868
171,0.5213846373909312,0.5829111008751728,0.5663253155513217,0.2481734700717206,0.5774688261430414,0.2375614209484395,0.1199812289049881,0.0192013625479515,0.3767440124013791,2.5472704625418174,ascent,E01033870
175,0.5046488342154198,0.5900506678949793,0.5563229340319124,0.2527537591885068,0.5711623907123405,0.2280382180983538,0.1214434861379013,0.0289387079696949,0.37842041220595,2.558605065256206,ascent,E01033884
178,0.536690030038621,0.512666973744818,0.3772326744462967,0.2272828831244274,0.418374659595815,0.0595701873265323,0.2159210646461688,0.1640329422264336,0.4395241941991347,2.971744634558792,ascent,E01034156
180,0.6099270490630812,0.5363887609396591,0.6868301976661109,0.2443751815358491,0.3633366776551527,0.1571323055462305,0.3094123623412767,-0.1287936967849519,0.33775097110255536,2.2836277261594637,ascent,E01034154
181,0.3783435846087827,0.4207738369415016,0.6551559895213146,0.2644837679022276,0.5019349290526014,0.0517300922901956,0.0547737493945852,-0.1202851006694517,-0.013781258984670891,-0.09317890342711278,ascent,E01035660
183,0.7217851523387211,0.7157991708889913,0.7039771374136699,0.2325893156377773,0.5675791887630787,0.4412236675469737,0.270091205026745,-0.0725217426065352,0.6387931299671834,4.3190570203580645,ascent,E01035703
186,0.5764554427120583,0.5548134500230308,0.7039771374136699,0.2325893156377773,0.5152644403038555,0.2446168476893101,0.1826621195146179,-0.1249605366695393,0.30231843053438867,2.044058519931582,ascent,E01035706
187,0.893148333571735,0.8590511285122062,0.6191950464396284,0.2432584847063029,0.8899240361186758,0.7757689486142794,0.1414798202534153,0.0938371223961387,1.0110858912638334,6.836231343114777,ascent,E01035657
188,0.7053354312687741,0.7989405803777061,0.6191950464396284,0.2432584847063029,0.6654722660169128,0.519775957776022,0.2200242442372695,0.0399579084269508,0.7797581104402423,5.272160239498947,ascent,E01035658
190,0.4984980689457874,0.5442192538000921,0.642057632769707,0.2294054561297674,0.6064210978930772,0.2383724107839817,0.0720165241415287,-0.0616099899992281,0.2487789449262823,1.6820632505179443,ascent,E01035662
192,0.7356601344585896,0.7409028097650852,0.6482495832341033,0.2142123019862814,0.9091299985667192,0.6465019833153197,0.010772410006914,0.0291946238777857,0.6864690172000194,4.6414068794828145,ascent,E01035665
193,0.4552996710055786,0.4500230308613542,0.6482495832341033,0.2142123019862814,0.6587358463523004,0.1920016797773285,-0.0293577774355936,-0.0863366492700574,0.0763072530716775,0.5159344420319605,ascent,E01035666
195,0.6442569017307966,0.613311837862736,0.7268397237437485,0.2130951582992604,0.7046008313028522,0.4269713593458155,0.0838583052774752,-0.1069757267432179,0.40385393788007284,2.730568166394943,ascent,E01035671
197,0.5871835216707195,0.4633809304467987,0.7268397237437485,0.2130951582992604,0.7119105632793464,0.3135310020107278,-0.0113948667661046,-0.1437903386644038,0.15834579658021944,1.0706197237893293,ascent,E01035673
198,0.4793305678729795,0.4599263012436665,0.5470350083353179,0.2406886073686797,0.4506234771391715,0.0638599335270851,0.1493370806090395,-0.009518315867345,0.2036786982687796,1.3771280096583967,ascent,E01035678
199,0.4557287941639251,0.4184707508060801,0.5470350083353179,0.2406886073686797,0.4959151497778414,0.0540197175138708,0.0852231993892166,-0.0147360718529945,0.1245068450500929,0.8418252137806547,ascent,E01035679
200,0.5056501215848949,0.4451865499769691,0.5346511074065253,0.2326451728221283,0.5480865701590942,0.1204662947422867,0.074465067462285,0.0123379013763915,0.2072692635809632,1.4014048147634193,ascent,E01035684
202,0.4953511657845801,0.4364348226623675,0.5025005953798523,0.2219205934267265,0.6957144904686828,0.187368062233306,-0.0531544288458651,0.0583314287712177,0.19254506215865858,1.3018504167293672,ascent,E01035692
204,0.6813045344013733,0.6017964071856288,0.648011431293165,0.2273387403087785,0.6753619033968755,0.4012038196104713,0.1150658039964801,-0.034116173137885,0.4821534504690664,3.2599728260153125,ascent,E01035693
208,0.518237734229724,0.5711653615845232,0.5779947606572993,0.2656009115892486,0.6641823133151784,0.283700327362779,0.0450069322474293,0.0174411425840804,0.3461484021942887,2.340405080217087,ascent,E01035674
209,0.4242597625518524,0.4177798249654537,0.5779947606572993,0.2656009115892486,0.6148774544933352,0.1177222492102992,-0.0210678546694337,-0.0296363189598582,0.0670180755810073,0.4531277439441267,ascent,E01035675
210,0.4281218709769704,0.3327959465684016,0.5589426053822338,0.2223674509015349,0.6459796474129282,0.0784095626442531,-0.0844414775913595,-0.029945385539836,-0.03597730048694241,-0.24325247870095715,ascent,E01035676
211,0.6409669575168073,0.5842929525564255,0.5589426053822338,0.2223674509015349,0.7725383402608571,0.4049778721976911,0.010586694466423,0.0567307718599984,0.47229533852411254,3.1933194047339724,ascent,E01035677
212,0.5013588900014304,0.5232611699677567,0.4074779709454632,0.2248251670129812,0.7003009889637379,0.2212164429441233,-0.018489560391029,0.1705225881388605,0.3732494706919548,2.5236428995719424,ascent,E01035680
214,0.5961951079959948,0.5004606172270842,0.5415575136937365,0.2611323368411645,0.725670058764512,0.3039507251552037,-0.0060327402917788,0.0486738089499843,0.3465917938134092,2.343402973581138,ascent,E01035682
215,0.4209698183378629,0.3618148318747121,0.5415575136937365,0.2611323368411645,0.5842052458076538,0.0547620569911534,-0.0239485767324981,-0.0118164492824673,0.018997030976188,0.12844418036850158,ascent,E01035683
216,0.5013588900014305,0.5504375863657299,0.4358180519171231,0.3063934133208213,0.5187043141751468,0.1446547097370223,0.1429590654180133,0.1330637752844964,0.42067755043953203,2.8443172637536596,ascent,E01035696
219,0.3913603204119582,0.4567019806540764,0.4898785425101214,0.2460508970663806,0.4602264583631934,0.0116095812839783,0.1038010478712999,0.0406952116140364,0.1561058407693146,1.0554747630555197,ascent,E01035669
222,0.5228150479187528,0.4332105020727775,0.5610859728506786,0.2457157539602743,0.753189049734843,0.2485725631779531,-0.0871381550649572,0.0122178156030744,0.17365222371607028,1.1741107108966766,ascent,E01034485
223,0.8960091546273781,0.7487333026255181,0.5610859728506786,0.2457157539602743,0.8622617170703741,0.6794907740992656,0.1140493102823392,0.1214149840399823,0.9149550684215871,6.186264263332734,ascent,E01034486
224,0.4161064225432699,0.5941962229387379,0.4765420338175755,0.2170833612619255,0.6307868711480579,0.2005222655250988,0.0367010764354763,0.1055711867950625,0.3427945287556376,2.317728614330012,ascent,E01035491
226,0.8430839650979831,0.7291570704744357,0.4491545606096689,0.327043814375405,0.7959008169700443,0.5807561414966098,0.1371954850495364,0.2191671745431136,0.9371188010892598,6.336119389640321,ascent,E01035496
227,0.5345444142468889,0.5343159834177797,0.4491545606096689,0.327043814375405,0.548373226315035,0.1727173630810697,0.1263351543549412,0.124069770173073,0.4231222876090839,2.8608468078889033,ascent,E01035497
228,0.8837076240881134,0.8740211883924458,0.4491545606096689,0.327043814375405,0.7443027089006735,0.6575380339099658,0.2591516061681357,0.2482018485275662,1.1648914886056676,7.876153524187296,ascent,E01035498
230,0.840938349306251,0.7975587286964532,0.491069302214813,0.2499608999709542,1.0,0.7456007940456454,0.0016482056015919,0.2139763516884821,0.9612253513357194,6.499110442915948,ascent,E01035494
234,0.4095265341152911,0.2742975587286964,0.1924267682781614,0.344156221373193,0.4976350867134872,-0.1380481915534182,-0.0053211403894761,0.2984473532545362,0.15507802131164192,1.048525391441974,ascent,E01033873
235,0.9340580746674296,0.7931828650391525,0.1924267682781614,0.344156221373193,0.8697147771248388,0.6407741402366041,0.135718849569842,0.4966778024669103,1.2731707922733564,8.6082598426905,ascent,E01033874
236,0.5026462594764697,0.5465223399355136,0.5036913550845439,0.262808052371696,0.4589365056614591,0.12250652193358,0.1900151760527304,0.0560877952440392,0.36860949323034964,2.4922707286926493,ascent,E01033875
237,0.7824345587183521,0.7938737908797788,0.5036913550845439,0.262808052371696,0.6595958148201233,0.5214067906675084,0.2503934907606472,0.1554045516772615,0.9272048331054171,6.2690883102321555,ascent,E01033876
238,0.4894864826205121,0.5055274067250115,0.5036913550845439,0.262808052371696,0.5205675791887631,0.1274057380007815,0.1171584678866368,0.0536966631177914,0.2982608690052097,2.0166242242480394,ascent,E01033877
241,0.3463023887855815,0.4988484569322892,0.8204334365325077,0.213765444511473,0.7336964311308586,0.2578994919088605,-0.1058901533864374,-0.2380423772509332,-0.08603303872851006,-0.5816931686823208,ascent,E01035698
243,0.4799027320841081,0.6011054813450023,0.6265777566087163,0.2516366155014858,0.8222731833166117,0.3873698836339498,-0.0826390980356247,-0.0059937071279306,0.2987370784703945,2.019844008145642,ascent,E01035700
244,0.4844800457731367,0.6725011515430677,0.6265777566087163,0.2516366155014858,0.7381396015479433,0.3836914889614469,0.0183749560845664,-6.50706817574367e-05,0.40200137436425587,2.7180424721078746,ascent,E01035701
246,0.5561436132169932,0.4516351911561492,0.5229816623005477,0.2645954822709296,0.7635086713487171,0.2729967962677213,-0.0744049414108158,0.0579085132591495,0.256500368116055,1.7342699281894096,ascent,E01033882
247,0.5580031469031612,0.4640718562874251,0.5229816623005477,0.2645954822709296,0.6184606564425972,0.1968504381570681,0.0480946685727302,0.0425651438673041,0.2875102505971024,1.9439363199321118,ascent,E01033883
248,0.3505936203690459,0.3889912482726854,0.5929983329364134,0.2389011774694461,0.5757488892073958,0.0446987826430857,-0.0323106366498337,-0.0623119076110666,-0.049923761617814595,-0.33754835952788287,ascent,E01033945
249,0.4584465741667859,0.5177337632427452,0.5929983329364134,0.2389011774694461,0.6511394582198653,0.2175305815021339,0.0073994239861792,-0.0166745437781756,0.2082554617101375,1.4080727730639306,ascent,E01033946
251,0.3109712487483909,0.4269921695071396,0.2531555132174327,0.2240431664320664,0.4044718360326789,-0.1391617058504988,0.0955504680371147,0.2473698439420175,0.2037586061286334,1.3776682887986889,ascent,E01035492
254,0.4439994278357888,0.3222017503454629,0.5351274112884019,0.2426994660053176,0.6280636376666189,0.0643348381691311,-0.0684530403298058,-0.0091301681957118,-0.013248370356386497,-0.08957589603224783,ascent,E01034487
257,0.6622800743813475,0.548825426070935,0.4867825672779232,0.2728902741470608,0.5215708757345565,0.23222088703206,0.2040876355137076,0.0916556812628945,0.527964203808662,3.5697119990546917,ascent,E01033865
258,0.85552853669003,0.806540764624597,0.4867825672779232,0.2728902741470608,0.4167980507381397,0.4184413129935214,0.4794687808687503,0.1493335352499851,1.0472436291122569,7.0807038087196,ascent,E01033866
259,0.4909168931483336,0.4117918010133579,0.7396999285544177,0.2326451728221283,0.8662749032535473,0.3314262948164181,-0.1951617546783225,-0.15295934096973,-0.016694800831634382,-0.11287816564191012,ascent,E01033940
260,0.492204262623373,0.4216950713956702,0.7396999285544177,0.2326451728221283,0.6574458936505662,0.2162976387789545,-0.0229100201883007,-0.1769587187978478,0.016428899792805984,0.11108033517912645,ascent,E01033941
261,0.6126448290659419,0.4891754951635191,0.7396999285544177,0.2326451728221283,0.9071234054751324,0.4596056251579232,-0.1451286722120551,-0.1224877533501945,0.19198919959567357,1.2980920762081753,ascent,E01033942
264,0.3653268488056073,0.4981575310916628,0.0,0.217005161203834,0.5928049304858822,-0.0261118250969979,-0.0098296868519567,0.5332824144900605,0.4973409025411059,3.3626593898117387,ascent,E01035653
