,NSSEC1_change_pct,Highest_Level_change_pct,inc_change_pct,white_change_pct,scenarios_3_PCA1,scenarios_3_PCA2,scenarios_3_PCA3,scenarios_3_PCA_total,scenarios_3_PCA_total_zscore,scenarios_3_status,LSOA21CD
44,0.6928908596767271,0.5693228926761861,0.3431769468921171,0.3756628923606134,0.1342570361983509,0.3360159799477146,0.223584309653603,0.6938573257996685,4.698629739366563,ascent,E01034147
45,0.6029180374767558,0.4940119760479042,0.3431769468921171,0.4398738712913859,0.0838022902338986,0.2150716035008549,0.2063921372776732,0.5052660310124266,3.421536260167897,ascent,E01034148
47,0.4876269489343441,0.3496084753569783,0.5532269587997142,0.5985380536047012,0.089885913582549,-0.013593624062997,-0.0194748187706245,0.05681747074892751,0.3847538216431242,ascent,E01034143
51,0.4713202689171792,0.3816213726393367,0.5622767325553703,0.6207539056901247,0.1167914814742953,-0.0233379330478771,-0.0193377748132278,0.07411577361319041,0.5018936388021091,ascent,E01034140
53,0.3408668287798598,0.482726853984339,0.3398428197189806,0.2572738999570015,-0.1554566940577032,0.2506626688738034,0.1633186210784564,0.25852459589455656,1.7506644514100005,ascent,E01034031
60,0.769703905020741,0.852372178719484,0.3979518933079304,0.5963881324351441,0.4848427281848297,0.3182023915713236,0.2701355900949906,1.0731807098511439,7.26731362706254,ascent,E01034178
61,0.571305964811901,0.5257945647167204,0.3979518933079304,0.6024079117099039,0.197483129142939,0.0887214278248643,0.178282044825092,0.46448660179289525,3.145388078458557,ascent,E01034179
63,0.3982262909455013,0.473284200829111,0.2269587997142176,0.3004156514261145,-0.1380333663126091,0.230358821299841,0.2795575664582725,0.37188302144550445,2.518299597277489,ascent,E01034183
64,0.3674724645973394,0.4421925380009212,0.2269587997142176,0.2589938368926474,-0.1956500168069701,0.2373335915076267,0.2647469158282595,0.3064304905289161,2.075071289603349,ascent,E01034184
65,0.4156772993849234,0.5,0.2269587997142176,0.5414934785724524,0.027673899491515,0.0563925764378801,0.3164646331647299,0.400531109094125,2.7122973423422323,ascent,E01034185
66,0.8014590187383779,0.8574389682174113,0.4817813765182185,0.5621327218002006,0.5047702148836354,0.3640740158656393,0.1891912134415627,1.0580354441908375,7.16475364391311,ascent,E01034188
68,0.7017594049492205,0.7420543528327959,0.4817813765182185,0.4577898810376953,0.3267549764013377,0.3562612711219832,0.1413988135902194,0.8244150611135403,5.58273434566025,ascent,E01034193
69,0.6748676870261765,0.7351450944265314,0.5706120504882114,0.3877024509101332,0.2918976771681096,0.4021150871394844,0.0436923056831311,0.737705069990725,4.995555789146024,ascent,E01034191
70,0.5179516521241596,0.5032243205895901,0.5706120504882114,0.5545363336677656,0.1755118812773933,0.1026788533246838,-0.0031406460469389,0.2750500885551382,1.8625709895202733,ascent,E01034192
72,0.4221141467601201,0.5152003684937816,0.4796380090497737,0.5109645979647413,0.0878974311527277,0.1005727872454957,0.0739586206455729,0.2624288390437963,1.7771030177962444,ascent,E01035641
74,0.5374052353025318,0.6190695532012898,0.6863538937842343,0.6376666188906407,0.3334205938024828,0.1001879158917911,-0.0756514767442547,0.3579570329500192,2.4239962567174507,ascent,E01035644
75,0.5690173079673867,0.5902809765085214,0.5877589902357704,0.6160240791170991,0.2927086369446643,0.1133605699172989,0.0123638921559144,0.4184330990178776,2.8335251785586224,ascent,E01035642
78,0.564439994278358,0.6345002303086136,0.5248868778280542,0.6673355310305289,0.3308333085243274,0.0875059001641411,0.0889772024477144,0.507316411136183,3.4354209258884536,ascent,E01035649
80,0.746674295522815,0.8189774297558728,0.5620385806144319,0.720223591801634,0.569194036844282,0.2018436335805173,0.1177339249092459,0.8887715953340453,6.018540835506741,ascent,E01035647
81,0.5984837648405092,0.2959465684016582,0.7292212431531316,0.4811523577468827,0.087361526939751,0.1083070025877963,-0.2063239524354581,-0.0106554229079108,-0.07215588147453293,ascent,E01035484
82,0.5660134458589616,0.5092123445416858,0.7292212431531316,0.4069084133581769,0.1567863375953712,0.2492849414364719,-0.1681602456943728,0.2379110333374703,1.6110745177685375,ascent,E01035485
83,0.4947790015734515,0.3818516812528789,0.4808287687544653,0.6044145048014907,0.0972550069637911,-0.0040987848409315,0.0589498965633452,0.1521061186862048,1.0300249146680749,ascent,E01035487
84,0.5927621227292232,0.5412252418240442,0.4808287687544653,0.4619463952988392,0.1562433243445483,0.2199668466639397,0.0869514170210341,0.46316158802952206,3.1364154138455835,ascent,E01035486
85,0.5189529394936346,0.4060340856748042,0.6249106930221481,0.7841479145764656,0.2662533273978057,-0.1214722500688027,-0.0501184480922296,0.09466262923677343,0.6410318496326626,ascent,E01033943
88,0.5949077385209556,0.5211883924458774,0.5899023577042153,0.4126415364769959,0.1447483124639533,0.2558772843753849,-0.0283781777800757,0.3722474190592625,2.5207672075502274,ascent,E01034590
90,0.4425690173079674,0.4180101335789958,0.4358180519171231,0.4348573885624194,-0.0169355886383794,0.1247327093545917,0.0858203551990582,0.1936174759152705,1.3111295313458144,ascent,E01034596
92,0.51065655843227,0.4963150621833255,0.4358180519171231,0.5208542353447041,0.112978489889767,0.1180598341192588,0.1201307339506918,0.3511690579597176,2.3780297734454763,ascent,E01034598
94,0.5095122300100129,0.4187010594196222,0.5010716837342224,0.2395012182886628,-0.0822081667794828,0.310901553808697,0.0050611644665478,0.23375455149576202,1.5829278535100322,ascent,E01034594
99,0.5501358890001431,0.4304467987102717,0.344605858537747,0.372223018489322,-0.0188363898664106,0.2198212740952151,0.1776325845300525,0.37861746875885705,2.563903604395592,ascent,E01033786
100,0.5701616363896438,0.3795485951174574,0.344605858537747,0.2346280636376665,-0.1206228074817223,0.3153436980031807,0.1506982258737937,0.3454191163952521,2.339092595109453,ascent,E01033787
103,0.5691603490201689,0.5066789497927222,0.3998571088354369,0.2771965027948976,-0.0052005461669785,0.339588219860338,0.1323731135192076,0.4667607872125671,3.160788298141168,ascent,E01033785
105,0.6890287512516091,0.5771533855366191,0.4212907835198856,0.6379532750465815,0.3112777040557045,0.1313588007853736,0.181816709992483,0.6244532148335611,4.228642311556652,ascent,E01034613
106,0.6166499785438422,0.4806540764624596,0.6656346749226005,0.6518560986097177,0.2906740827080442,0.0584078774589051,-0.079854738512499,0.26922722165445023,1.82313997889224,ascent,E01034616
111,0.47203547418109,0.4060340856748042,0.5003572279114075,0.2959724810090297,-0.0747257573243673,0.2450173882747903,0.0065612136003631,0.1768528445507861,1.1976036052371568,ascent,E01034602
112,0.5152338721212988,0.3972823583602026,0.578471064539176,0.2969757775548231,-0.0384987107543904,0.2609170310397824,-0.0669035370733749,0.15551478321201712,1.0531075455159182,ascent,E01034614
117,0.4574452867973109,0.4170888991248273,0.4953560371517027,0.4701160957431561,0.0257809298732719,0.1045569240567233,0.033871139345274,0.1642089932752692,1.111982579971187,ascent,E01034043
118,0.6472607638392218,0.5870566559189313,0.4953560371517027,0.6479862405045148,0.32258952203336,0.1139975960185494,0.1107264373365942,0.5473135553885036,3.706271667800124,ascent,E01034044
119,0.667572593334287,0.5287885766927682,0.5017861395570373,0.4886054178013473,0.2054079623567204,0.2240561311339996,0.0732709621266328,0.5027350556173528,3.40439712245368,ascent,E01034045
128,0.3916464025175226,0.4170888991248273,0.5894260538223386,0.7927475992546941,0.2081873639737679,-0.1760765459895764,-0.0228282464939901,0.009282571490201421,0.06285927212974249,ascent,E01034035
130,0.5372621942497497,0.4838783970520497,0.4751131221719457,0.5447900243657733,0.1424192733929814,0.1057097625197728,0.0845383621943552,0.33266739810710944,2.2527411211841204,ascent,E01034033
132,0.4588756973251323,0.4251497005988024,0.5798999761848058,0.6251970761072095,0.144281963802093,-0.0118497459169583,-0.0265894627530031,0.10584275513213158,0.7167408896161346,ascent,E01035652
135,0.6712916607066228,0.6089359742054352,0.6646820671588473,0.6237637953275047,0.3771502279301149,0.1597287394434496,-0.0478889190488298,0.48899004832473464,3.3113193417175983,ascent,E01033862
137,0.8283507366614218,1.0,0.5198856870683496,0.913573168983804,0.8193403866285478,0.1586055495541352,0.2306959773389946,1.2086419135216775,8.184623305047444,ascent,E01034387
138,0.6671434701759406,0.7307692307692307,0.5198856870683496,0.7699584348573886,0.4964560765987215,0.0892123477733171,0.1371483559384446,0.7228167803104832,4.8947359836056465,ascent,E01034388
139,0.3850665140895436,0.3912943344081068,0.5198856870683496,0.5920882900960299,0.0537570646600475,-0.0325324373186373,0.0131175398275037,0.034342167168913904,0.2325566394909628,ascent,E01034389
141,0.7451008439422115,0.8102257024412712,0.6372945939509407,0.7739716210405618,0.6143178363382785,0.1574406829711127,0.0497388034424606,0.8214973227518518,5.5629761450501745,ascent,E01034393
142,0.7149191818051781,0.7337632427452785,0.6372945939509407,0.7086140174860256,0.5156284236712604,0.1636571436140304,0.0214715579884778,0.7007571252737685,4.7453534703112625,ascent,E01034394
144,0.5944786153626092,0.5568862275449102,0.3608001905215527,0.7359896803783861,0.2958339215662816,0.0034485532286442,0.2393574907996278,0.5386399655945535,3.6475362686949104,ascent,E01034390
145,0.5359748247747103,0.4831874712114232,0.3608001905215527,0.7050308155367636,0.2055133872829582,-0.0280069491725425,0.2135835447067109,0.3910899828171266,2.648364376516593,ascent,E01034391
147,0.5282506079244743,0.4555504375863657,0.4443915217909026,0.680951698437724,0.1928936970941663,-0.0206655918962041,0.123221660137743,0.2954497653357052,2.0007125417250733,ascent,E01034581
152,0.6557001859533687,0.6427913403961307,0.6646820671588473,0.7087573455639959,0.4399473430569305,0.1005007626523208,-0.0309513317795459,0.5094967739297054,3.4501858020140257,ascent,E01034207
153,0.4687455299671005,0.4573929064947029,0.4772564896403905,0.6008313028522287,0.1273239310470104,0.0216796877352467,0.0774638635843046,0.2264674823665617,1.5335816285007047,ascent,E01034203
156,0.4551566299527965,0.3277291570704744,0.5803762800666825,0.6818116669055467,0.1171831036419304,-0.1018428167455223,-0.0432500873691503,-0.027909800472742205,-0.1889982473988833,ascent,E01034202
158,0.4437133457302246,0.4583141409488714,0.7573231721838533,0.5423534470402752,0.1547541489457088,0.0703616044845716,-0.2006752084035093,0.024440545026771093,0.16550530986577824,ascent,E01034225
159,0.6207981690745243,0.5426070935052971,0.7573231721838533,0.5836319334957719,0.3138611346352499,0.1459238854111844,-0.1614457559136143,0.29833926413281997,2.0202795110070366,ascent,E01034226
161,0.5611500500643685,0.5988023952095809,0.5063110264348654,0.5978214132148487,0.2621823511199538,0.125178984548912,0.0897927934640079,0.4771541291328737,3.2311694321615896,ascent,E01034200
162,0.5946216564153912,0.5746199907876555,0.5520361990950226,0.6187473125985381,0.2877284055034037,0.1130489938856819,0.045473473246108,0.4462508726351936,3.0219002429144677,ascent,E01034482
168,0.4645973394364182,0.4767388300322431,0.7120743034055728,0.4143614734126417,0.0889334102652033,0.1874438044827364,-0.1666823527687193,0.1096948619792204,0.7428264018935892,ascent,E01033868
171,0.5213846373909312,0.5829111008751728,0.5663253155513217,0.5774688261430414,0.2374394843434143,0.120900991978009,0.0226615199568687,0.381001996278292,2.5800510334138593,ascent,E01033870
175,0.5046488342154198,0.5900506678949793,0.5563229340319124,0.5711623907123405,0.2274769712375277,0.1219745651758324,0.0318065624973509,0.381258098910711,2.5817852969292403,ascent,E01033884
178,0.536690030038621,0.512666973744818,0.3772326744462967,0.418374659595815,0.0598351092793025,0.2153343551943624,0.1699748897837034,0.4451443542573683,3.0144071748673538,ascent,E01034156
180,0.6099270490630812,0.5363887609396591,0.6868301976661109,0.3633366776551527,0.1574159010173313,0.3120979411828287,-0.1227433367100339,0.3467705054901261,2.348243866926484,ascent,E01034154
181,0.3783435846087827,0.4207738369415016,0.6551559895213146,0.5019349290526014,0.0507412000288771,0.0555429724805545,-0.1215043980535566,-0.015220225544124999,-0.10306759289321084,ascent,E01035660
183,0.7217851523387211,0.7157991708889913,0.7039771374136699,0.5675791887630787,0.4427907401791008,0.2740091035538147,-0.0633619050438693,0.6534379386890462,4.424919673531253,ascent,E01035703
186,0.5764554427120583,0.5548134500230308,0.7039771374136699,0.5152644403038555,0.2461385809806417,0.1860035073950334,-0.1192439242769037,0.31289816409877147,2.1188687710881977,ascent,E01035706
187,0.893148333571735,0.8590511285122062,0.6191950464396284,0.8899240361186758,0.7773290917619889,0.1451149097394382,0.1047516449807088,1.027195646482136,6.955914181847689,ascent,E01035657
188,0.7053354312687741,0.7989405803777061,0.6191950464396284,0.6654722660169128,0.5202962315792797,0.2224908432720378,0.0480807832139889,0.7908678580653065,5.355561006049925,ascent,E01035658
190,0.4984980689457874,0.5442192538000921,0.642057632769707,0.6064210978930772,0.2399980041388379,0.0744988644541036,-0.0575424087530226,0.25695445983991894,1.7400318794289098,ascent,E01035662
192,0.7356601344585896,0.7409028097650852,0.6482495832341033,0.9091299985667192,0.6501931874487823,0.0152229451751325,0.03862563850603,0.7040417711299447,4.767596277483947,ascent,E01035665
193,0.4552996710055786,0.4500230308613542,0.6482495832341033,0.6587358463523004,0.1950465901121594,-0.0262555435854701,-0.0827041395758853,0.08608690695080401,0.582959185021151,ascent,E01035666
195,0.6442569017307966,0.613311837862736,0.7268397237437485,0.7046008313028522,0.4305394853813637,0.0887092711479476,-0.0990302550658091,0.42021850146350226,2.8456154811551704,ascent,E01035671
197,0.5871835216707195,0.4633809304467987,0.7268397237437485,0.7119105632793464,0.3174430948703182,-0.0066116897449377,-0.1378583782649109,0.1729730268604696,1.171330442001427,ascent,E01035673
198,0.4793305678729795,0.4599263012436665,0.5470350083353179,0.4506234771391715,0.064022933743548,0.1500877701474127,-0.0063634245949149,0.2077472792960458,1.4068130557646104,ascent,E01035678
199,0.4557287941639251,0.4184707508060801,0.5470350083353179,0.4959151497778414,0.0544019772205056,0.0859765925726405,-0.0124939996627509,0.1278845701303952,0.8660025945943122,ascent,E01035679
200,0.5056501215848949,0.4451865499769691,0.5346511074065253,0.5480865701590942,0.1215659133800466,0.0756541345879021,0.0160740956400889,0.2132941436080376,1.4443750453083808,ascent,E01035684
202,0.4953511657845801,0.4364348226623675,0.5025005953798523,0.6957144904686828,0.189562341185199,-0.0517819680144475,0.0619897602517753,0.19977013342252678,1.352793802176152,ascent,E01035692
204,0.6813045344013733,0.6017964071856288,0.648011431293165,0.6753619033968755,0.4035118489400926,0.118623944740037,-0.0264544620615424,0.49568133161858724,3.356631052799971,ascent,E01035693
208,0.518237734229724,0.5711653615845232,0.5779947606572993,0.6641823133151784,0.2827524177359615,0.0455440625024319,0.0189566942730324,0.3472531745114258,2.351512381840751,ascent,E01035674
209,0.4242597625518524,0.4177798249654537,0.5779947606572993,0.6148774544933352,0.1168463867193282,-0.0208571420303657,-0.0305714676602049,0.0654177770287576,0.44299296296443064,ascent,E01035675
210,0.4281218709769704,0.3327959465684016,0.5589426053822338,0.6459796474129282,0.0807868559437084,-0.0826829546511283,-0.0280264400771633,-0.0299225387845832,-0.2026280121040109,ascent,E01035676
211,0.6409669575168073,0.5842929525564255,0.5589426053822338,0.7725383402608571,0.4075390965001116,0.0132376744618708,0.0635459292345818,0.4843227001965642,3.2797132176578367,ascent,E01035677
212,0.5013588900014304,0.5232611699677567,0.4074779709454632,0.7003009889637379,0.2225878932880352,-0.0184264657592023,0.1746651358141281,0.37882656334296094,2.565319541065395,ascent,E01035680
214,0.5961951079959948,0.5004606172270842,0.5415575136937365,0.725670058764512,0.3037831105410769,-0.0051873786676413,0.0513128058671856,0.3499085377406212,2.369493843120473,ascent,E01035682
215,0.4209698183378629,0.3618148318747121,0.5415575136937365,0.5842052458076538,0.0541066813571687,-0.0239844491451912,-0.0126124439117961,0.0175097883001814,0.1185719440843648,ascent,E01035683
216,0.5013588900014305,0.5504375863657299,0.4358180519171231,0.5187043141751468,0.1398799745622794,0.1400606806372429,0.1317531901146381,0.41169384531416037,2.7878886237569156,ascent,E01035696
219,0.3913603204119582,0.4567019806540764,0.4898785425101214,0.4602264583631934,0.0109919799180507,0.103259882535667,0.0417710240078017,0.1560228864615194,1.0565482947160925,ascent,E01035669
222,0.5228150479187528,0.4332105020727775,0.5610859728506786,0.753189049734843,0.2496505181161802,-0.0857301619400065,0.0141447166385555,0.17806507281472916,1.2058125144178724,ascent,E01034485
223,0.8960091546273781,0.7487333026255181,0.5610859728506786,0.8622617170703741,0.6809046671589947,0.1170374930356077,0.1317121915618337,0.9296543517564361,6.295388723409543,ascent,E01034486
224,0.4161064225432699,0.5941962229387379,0.4765420338175755,0.6307868711480579,0.2020339067462091,0.0372418458035685,0.1094290461026917,0.34870479865246934,2.361342420532969,ascent,E01035491
226,0.8430839650979831,0.7291570704744357,0.4491545606096689,0.7959008169700443,0.5758648439446657,0.1355406187216149,0.2223413175465913,0.933746780212872,6.323101634027701,ascent,E01035496
227,0.5345444142468889,0.5343159834177797,0.4491545606096689,0.548373226315035,0.1668195060113446,0.1230627586892458,0.121487098303042,0.4113693630036324,2.785691310018983,ascent,E01035497
228,0.8837076240881134,0.8740211883924458,0.4491545606096689,0.7443027089006735,0.6521290576111982,0.2574274790088633,0.2532655723032372,1.1628221089232986,7.874342951244468,ascent,E01035498
230,0.840938349306251,0.7975587286964532,0.491069302214813,1.0,0.7466073258061348,0.0035057854251655,0.2226068032255835,0.9727199144568838,6.587018034109221,ascent,E01035494
235,0.9340580746674296,0.7931828650391525,0.1924267682781614,0.8697147771248388,0.6339511306091776,0.1308796339210128,0.5004911586357614,1.2653219231659518,8.568446274179088,ascent,E01033874
236,0.5026462594764697,0.5465223399355136,0.5036913550845439,0.4589365056614591,0.1208010596234046,0.1894493977409287,0.0584544402189076,0.36870489758324093,2.496778130630997,ascent,E01033875
237,0.7824345587183521,0.7938737908797788,0.5036913550845439,0.6595958148201233,0.5203155850894832,0.2511637026605068,0.1635358501481556,0.9350151378981456,6.331690637730028,ascent,E01033876
238,0.4894864826205121,0.5055274067250115,0.5036913550845439,0.5205675791887631,0.125999144680413,0.1166697326160865,0.0552694990563304,0.2979383763528299,2.0175647983778386,ascent,E01033877
241,0.3463023887855815,0.4988484569322892,0.8204334365325077,0.7336964311308586,0.2614939093493991,-0.1012506128411119,-0.2366575949211697,-0.07641429841288253,-0.5174586787302498,ascent,E01035698
243,0.4799027320841081,0.6011054813450023,0.6265777566087163,0.8222731833166117,0.3879088980239597,-0.0810273075248988,-0.0047223356208377,0.30215925487822326,2.046147541008408,ascent,E01035700
244,0.4844800457731367,0.6725011515430677,0.6265777566087163,0.7381396015479433,0.383740496019951,0.0197934373297823,0.0021330874238101,0.4056670207735434,2.7470764625711115,ascent,E01035701
246,0.5561436132169932,0.4516351911561492,0.5229816623005477,0.7635086713487171,0.2726925788353483,-0.0739855294370648,0.059062619472925,0.2577696688712085,1.7455522728236224,ascent,E01033882
247,0.5580031469031612,0.4640718562874251,0.5229816623005477,0.6184606564425972,0.1960293489495641,0.0483034157057278,0.0445325598855125,0.2888653245408044,1.9561243415495349,ascent,E01033883
248,0.3505936203690459,0.3889912482726854,0.5929983329364134,0.5757488892073958,0.0454789078183621,-0.0313227539088147,-0.0625085195969529,-0.0483523656874055,-0.3274302294434019,ascent,E01033945
249,0.4584465741667859,0.5177337632427452,0.5929983329364134,0.6511394582198653,0.2184373627270623,0.008853476371738,-0.0144368101155195,0.2128540289832808,1.4413946982143595,ascent,E01033946
251,0.3109712487483909,0.4269921695071396,0.2531555132174327,0.4044718360326789,-0.1395350648301912,0.0925938533585617,0.2490192155944619,0.2020780041228324,1.3684221302255406,ascent,E01035492
254,0.4439994278357888,0.3222017503454629,0.5351274112884019,0.6280636376666189,0.0652402417991622,-0.0676548615889203,-0.0084796962858038,-0.010894316075561898,-0.07377360676231208,ascent,E01034487
257,0.6622800743813475,0.548825426070935,0.4867825672779232,0.5215708757345565,0.2303665493890792,0.2038328179406936,0.095937773995245,0.5301371413250178,3.589957251372575,ascent,E01033865
258,0.85552853669003,0.806540764624597,0.4867825672779232,0.4167980507381397,0.4159312799978371,0.4796765893167725,0.1593040843930121,1.0549119537076217,7.143602140960897,ascent,E01033866
259,0.4909168931483336,0.4117918010133579,0.7396999285544177,0.8662749032535473,0.3344837005260175,-0.1911406860089945,-0.1514538946456527,-0.008110880128629705,-0.05492486879906467,ascent,E01033940
260,0.492204262623373,0.4216950713956702,0.7396999285544177,0.6574458936505662,0.2186321744173411,-0.0191881450971299,-0.1743569103141119,0.02508711900609928,0.1698837485087236,ascent,E01033941
261,0.6126448290659419,0.4891754951635191,0.7396999285544177,0.9071234054751324,0.4628693766754529,-0.140549569602064,-0.1184326179640713,0.20388718910931763,1.380673482290921,ascent,E01033942
264,0.3653268488056073,0.4981575310916628,0.0,0.5928049304858822,-0.0264867812178127,-0.0150717946497249,0.5362857269678639,0.49472715110032633,3.350169578959282,ascent,E01035653
266,0.4471463309969961,0.4771994472593274,0.6711121695641818,0.5060914433137451,0.1240078845940571,0.105569925235667,-0.1175091094395941,0.11206870039012999,0.7589014469197345,ascent,E01034576
269,0.7212129881275926,0.6218332565637954,0.5391759942843534,0.5347570589078401,0.3237227679803743,0.2515326120401107,0.0690680386182019,0.6443234186386868,4.363198404076737,ascent,E01033919
270,0.6248033185524245,0.5181943804698296,0.5391759942843534,0.6320768238497921,0.2725656295424709,0.0889465934918882,0.0487435811911169,0.410255804225476,2.778150566126788,ascent,E01033920
271,0.4355600057216421,0.3454629203132197,0.5391759942843534,0.6141608141034829,0.0681376039533741,-0.0494363537082879,-0.0093145086241878,0.009386741620898404,0.063564686421481,ascent,E01033925
272,0.4444285509941353,0.4546292031321971,0.6468206715884735,0.5799054034685396,0.1460659178838773,0.034415987512508,-0.0907052397303287,0.08977666566605662,0.6079453160108212,ascent,E01033917
273,0.4312687741381776,0.4398894518654997,0.6468206715884735,0.5783287946108644,0.1300139872778364,0.02384685436181,-0.0954200973506285,0.058440744289017896,0.39574622749803856,ascent,E01033918
274,0.4964954942068373,0.5004606172270842,0.5746606334841629,0.6052744732693134,0.1944515715162904,0.0524108960431338,-0.0032858647970214,0.2435766027624028,1.6494403488992442,ascent,E01034210
275,0.7529681018452296,0.7526485490557345,0.5746606334841629,0.6671922029525583,0.5044595402681672,0.2178785460252632,0.0841889300098036,0.8065270163032339,5.461600942293843,ascent,E01034211
277,0.639679588041768,0.7376784891754951,0.5351274112884019,0.529310591944962,0.3504594962397206,0.2743611581062035,0.092677721622562,0.7174983759684861,4.858721068322474,ascent,E01034228
278,0.4342726362466028,0.3959005066789497,0.5351274112884019,0.5473699297692417,0.0576764251136896,0.0256873178095516,-0.0018425832425608,0.0815211596806804,0.5520410767759,ascent,E01034229
279,0.7614075239593765,0.7812068171349608,0.5351274112884019,0.585495198509388,0.4674555250629563,0.2976610128688986,0.1196481969858786,0.8847647349177336,5.9914073704361295,ascent,E01034230
280,0.688742669146045,0.8169046522339934,0.5351274112884019,0.5258707180736706,0.4194543713840056,0.3319903924969168,0.1147974378664647,0.8662422017473871,5.8659773692434625,ascent,E01034231
281,0.4563009583750537,0.4776600644864117,0.9833293641343176,0.6634656729253261,0.3023377794300247,-0.0035434429280803,-0.3976809764287723,-0.09888663992682789,-0.6696358025055651,ascent,E01034222
282,0.536546988985839,0.5398433901427913,0.9833293641343176,0.7064640963164684,0.4031179834944266,0.0219101213999461,-0.3713539427064961,0.05367416218787663,0.36346811558253356,ascent,E01034223
283,0.575025032184237,0.6784891754951634,0.5532269587997142,0.680378386125842,0.3773835744103447,0.1020179974140011,0.0744639725691364,0.5538655443934821,3.750640112502088,ascent,E01034213
