,NSSEC1_change_pct,Highest_Level_change_pct,hse_change,white_change_pct,scenarios_2_PCA1,scenarios_2_PCA2
0,0.23144042340151627,0.22938737908797785,0.20215273588488952,0.604844489035402,-0.11639602028520393,-0.1787277198847295
1,0.3385781719353455,0.32496545370796864,0.20215273588488952,0.5912283216282069,-0.012843663351350898,-0.0817356973009984
2,0.3272779287655557,0.2344541685859051,0.22482628415666822,0.36047011609574325,-0.21308645175221338,0.05727232737684301
3,0.3945072235731655,0.2595578074619991,0.22482628415666822,0.2932492475275908,-0.20556294583729795,0.14903781436290311
4,0.31883850665140895,0.25149700598802394,0.23264517282212838,0.5637093306578759,-0.08296097176385689,-0.09981705391072647
5,0.4122443141181519,0.2973284200829111,0.23264517282212838,0.4081983660599112,-0.10314252563356581,0.08207000769492473
6,0.485481333142612,0.3611239060340857,0.23264517282212838,0.35258707180736715,-0.06131250007902567,0.18452204420515816
7,0.6172221427549707,0.4783509903270382,0.23264517282212838,0.46997276766518564,0.14689584796381297,0.1969143490860074
8,0.5439851237305107,0.4117918010133579,0.23655517572670196,0.21914863121685546,-0.08158183485664629,0.33721923194644016
9,0.425833214132456,0.27775218793182865,0.23655517572670196,0.31503511537910284,-0.16496270338027982,0.15293342013274
10,0.40466313832069806,0.27291570704744356,0.225718881962598,0.6388132435144045,0.016665299752653167,-0.1158080900025397
11,0.3613216993277071,0.2438968217411331,0.225718881962598,0.6263437007309732,-0.030007614804551254,-0.1363706022097011
12,0.4581604920612216,0.3429295255642561,0.21460330227673882,0.5109645979647413,0.008416265300222655,0.03861232192772333
13,0.3636103561722215,0.24873330262551818,0.21460330227673882,0.4934785724523434,-0.1070111187261495,-0.027965925964556493
14,0.3026748676870262,0.2105020727775219,0.21689344683513193,0.6481295685824853,-0.06677129838905951,-0.19264348536478718
15,0.49949935631526243,0.4454168585905113,0.21689344683513193,0.45850652142754766,0.06139540093923095,0.14340003093927023
16,0.5063653268488056,0.4647627821280516,0.21689344683513193,0.4848788877741149,0.09283596373597684,0.1339215547007776
17,0.4831926762980976,0.4431137724550898,0.23599548673950443,0.5962448043571735,0.13681561551141977,0.026965930614307347
18,0.536690030038621,0.562874251497006,0.23599548673950443,0.46337967607854386,0.15776094783196198,0.20833853863796445
19,0.36318123301387495,0.25195762321510823,0.22225573653283284,0.42081123692131295,-0.14851600013715635,0.03144803875618409
20,0.41467601201544846,0.41685859051128515,0.22225573653283284,0.5197076107209404,0.04000830275953254,0.04802859911736811
21,0.6478329280503505,0.48871487793643476,0.2209151641084076,0.0,-0.11679605431177328,0.587396786620702
22,0.40895436990416256,0.30262551819438044,0.2209151641084076,0.4659595814820123,-0.06737298253117399,0.036729651649524186
23,0.3739093119725361,0.2637033625057577,0.21540853944634358,0.7325498065070948,0.0519334634187032,-0.2072828347743971
24,0.3683307109140323,0.235836020267158,0.21540853944634358,0.568869141464813,-0.06724932212733548,-0.09188037349012845
25,0.6252324417107709,0.5734684477199447,0.2221998793484818,0.6937078973770963,0.3451552175875725,0.06474089790014124
26,0.427692747818624,0.3083832335329341,0.2221998793484818,0.655295972481009,0.05979649653766071,-0.10378474051493226
