,NSSEC1_change_pct_x,Highest_Level_change_pct_x,inc_change_pct_x,hse_change_x,white_change_pct_x,scenario1_PCA1,scenario1_PCA2,scenario1_PCA3,scenario1_PCA_total,scenario1_PCA_total_zscore,scenario1_status,LSOA21CD,NSSEC1_change_pct_y,Highest_Level_change_pct_y,hse_change_y,white_change_pct_y,scenarios_2_PCA1,scenarios_2_PCA2,scenarios_2_PCA_total,scenarios_2_PCA_total_zscore,scenarios_2_status,NSSEC1_change_pct_x,Highest_Level_change_pct_x,inc_change_pct_y,white_change_pct_x,scenarios_3_PCA1,scenarios_3_PCA2,scenarios_3_PCA3,scenarios_3_PCA_total,scenarios_3_PCA_total_zscore,scenarios_3_status,NSSEC1_change_pct_y,Highest_Level_change_pct_y,white_change_pct_y,scenarios_4_PCA1,scenarios_4_PCA2,scenarios_4_PCA_total,scenarios_4_PCA_total_zscore,scenarios_4_status
0,0.485481333142612,0.3611239060340857,0.4153369849964277,0.2326451728221283,0.3525870718073671,-0.0845316120375512,0.1821714180510614,0.0818419518104651,0.1794817578239753,1.2135258032528786,ascent,E01034477,0.485481333142612,0.3611239060340857,0.2326451728221283,0.3525870718073671,-0.0613125000790256,0.1845220442051581,0.12320954412613251,0.9686675057024392,ascent,0.485481333142612,0.3611239060340857,0.4153369849964277,0.3525870718073671,-0.084357866021109,0.1816974709533686,0.0857603099929782,0.1830999149252378,1.2399072165905223,ascent,0.485481333142612,0.3611239060340857,0.3525870718073671,-0.0608144629513721,0.1850768497786688,0.1242623868272967,0.9785867464282958,ascent
1,0.6172221427549707,0.4783509903270382,0.4153369849964277,0.2326451728221283,0.4699727676651856,0.1171044413940222,0.1925868656579269,0.1316672519993992,0.44135855905134824,2.9841472826481006,ascent,E01034478,0.6172221427549707,0.4783509903270382,0.2326451728221283,0.4699727676651856,0.1468958479638129,0.1969143490860074,0.3438101970498203,2.703019221225061,ascent,0.6172221427549707,0.4783509903270382,0.4153369849964277,0.4699727676651856,0.1176413310635902,0.1927729533554645,0.1381935486172543,0.448607833036309,3.037860994243896,ascent,0.6172221427549707,0.4783509903270382,0.4699727676651856,0.1481058380660537,0.1990369264292808,0.34714276449533454,2.7338064005301206,ascent
2,0.5439851237305107,0.4117918010133579,0.6534889259347463,0.2365551757267019,0.2191486312168554,-0.0425775444217292,0.3420385935843908,-0.1481148308858838,0.15134621827677777,1.0232936390323144,ascent,E01034469,0.5439851237305107,0.4117918010133579,0.2365551757267019,0.2191486312168554,-0.0815818348566462,0.3372192319464401,0.2556373970897939,2.0098089117977125,ascent,0.5439851237305107,0.4117918010133579,0.6534889259347463,0.2191486312168554,-0.0421568037615463,0.3442606972537093,-0.1427015162976154,0.15940237719454758,1.079433367874064,ascent,0.5439851237305107,0.4117918010133579,0.2191486312168554,-0.081982666979849,0.3376351948640068,0.25565252788415777,2.013305730446266,ascent
3,0.4994993563152624,0.4454168585905113,0.4865444153369849,0.2168934468351319,0.4585065214275476,0.0520510265243959,0.1419067550134542,0.0456473531648237,0.2396051347026738,1.6200365824294125,ascent,E01033921,0.4994993563152624,0.4454168585905113,0.2168934468351319,0.4585065214275476,0.0613954009392309,0.1434000309392702,0.2047954318785011,1.6100918283888506,ascent,0.4994993563152624,0.4454168585905113,0.4865444153369849,0.4585065214275476,0.0537167460844767,0.1429531326304315,0.0510025970478625,0.2476724757627707,1.67717658511469,ascent,0.4994993563152624,0.4454168585905113,0.4585065214275476,0.0634448929389515,0.1452167631391726,0.2086616560781241,1.6432448815716478,ascent
4,0.5063653268488056,0.4647627821280516,0.4865444153369849,0.2168934468351319,0.4848788877741149,0.0823755617882468,0.1321120420100024,0.0538107414207316,0.2682983452189808,1.8140393143051203,ascent,E01033922,0.5063653268488056,0.4647627821280516,0.2168934468351319,0.4848788877741149,0.0928359637359768,0.1339215547007776,0.2267575184367544,1.7827566958493262,ascent,0.5063653268488056,0.4647627821280516,0.4865444153369849,0.4848788877741149,0.0840865922229053,0.133202867014521,0.0592840732520752,0.2765735324895015,1.8728873740421308,ascent,0.5063653268488056,0.4647627821280516,0.4848788877741149,0.0949869321066639,0.1359198247405124,0.2309067568471763,1.8184287110582906,ascent
5,0.4831926762980976,0.4431137724550898,0.7163610383424625,0.2359954867395044,0.5962448043571735,0.183558359739091,0.0315223882883597,-0.1576967865391294,0.05738396148832128,0.3879888340922256,ascent,E01033911,0.4831926762980976,0.4431137724550898,0.2359954867395044,0.5962448043571735,0.1368156155114197,0.0269659306143073,0.163781546125727,1.2876426326460828,ascent,0.4831926762980976,0.4431137724550898,0.7163610383424625,0.5962448043571735,0.1852760740554053,0.0346859357334692,-0.1550787801421216,0.06488322964675292,0.439373140656879,ascent,0.4831926762980976,0.4431137724550898,0.5962448043571735,0.1380329746501751,0.0284258636264629,0.16645883827663802,1.310890745964539,ascent
6,0.536690030038621,0.562874251497006,0.7163610383424625,0.2359954867395044,0.4633796760785438,0.2038644059136662,0.2125318090607861,-0.1438083505833242,0.2725878643911281,1.8430419397644375,ascent,E01033912,0.536690030038621,0.562874251497006,0.2359954867395044,0.4633796760785438,0.1577609478319619,0.2083385386379644,0.3660994864699263,2.8782565418367723,ascent,0.536690030038621,0.562874251497006,0.7163610383424625,0.4633796760785438,0.2049045217868562,0.2156114004739517,-0.1388183299308331,0.2816975923299748,1.9075862365568335,ascent,0.536690030038621,0.562874251497006,0.4633796760785438,0.1581775131531707,0.2099131431823046,0.36809065633547533,2.8987744962167565,ascent
7,0.6478329280503505,0.4887148779364347,0.5301262205286973,0.2209151641084076,0.0,-0.1074325021339943,0.5888879162169717,-0.0344542200497626,0.44700119403321475,3.0222986983231572,ascent,E01033789,0.6478329280503505,0.4887148779364347,0.2209151641084076,0.0,-0.1167960543117732,0.587396786620702,0.47060073230892885,3.6998403068577317,ascent,0.6478329280503505,0.4887148779364347,0.5301262205286973,0.0,-0.1071476308856828,0.5903391901735163,-0.0242016146053777,0.45898994468245585,3.1081660796327237,ascent,0.6478329280503505,0.4887148779364347,0.0,-0.1169377020059427,0.5884859141135625,0.4715482121076199,3.7135197741840633,ascent
8,0.6252324417107709,0.5734684477199447,0.4667778042391045,0.2221998793484818,0.6937078973770963,0.3213599344654901,0.0599642111374126,0.1318139628329414,0.5131381084358442,3.469468667840787,ascent,E01033929,0.6252324417107709,0.5734684477199447,0.2221998793484818,0.6937078973770963,0.3451552175875725,0.0647408979001412,0.4098961154877137,3.222583531192438,ascent,0.6252324417107709,0.5734684477199447,0.4667778042391045,0.6937078973770963,0.3232895231908485,0.0613622192075997,0.1387587860516043,0.5234105284500525,3.5444062971283548,ascent,0.6252324417107709,0.5734684477199447,0.6937078973770963,0.3480433005759482,0.0683297680926132,0.4163730686685614,3.2790064392938794,ascent
9,0.427692747818624,0.3083832335329341,0.4667778042391045,0.2221998793484818,0.655295972481009,0.0451869735536872,-0.1056686587747842,0.0541305179432724,-0.0063511672778245945,-0.04294199848418183,ascent,E01033930,0.427692747818624,0.3083832335329341,0.2221998793484818,0.655295972481009,0.0597964965376607,-0.1037847405149322,-0.043988243977271496,-0.34583345694448026,ascent,0.427692747818624,0.3083832335329341,0.4667778042391045,0.655295972481009,0.047307356119689,-0.1049447078390518,0.0559558413191645,-0.0016815104001983022,-0.011386771429299405,ascent,0.427692747818624,0.3083832335329341,0.655295972481009,0.0625409037647374,-0.1022152061007622,-0.0396743023360248,-0.3124416601926593,ascent
