,NSSEC1_change_pct,Highest_Level_change_pct,white_change_pct,scenarios_4_PCA1,scenarios_4_PCA2
0,0.23144042340151627,0.22938737908797785,0.604844489035402,-0.11281828644946189,-0.17807155873416958
1,0.3385781719353455,0.32496545370796864,0.5912283216282069,-0.009227774641479152,-0.08020380282452244
2,0.3272779287655557,0.2344541685859051,0.36047011609574325,-0.212144925532857,0.05682186211564866
3,0.3945072235731655,0.2595578074619991,0.2932492475275908,-0.20479338759005505,0.1488543907513155
4,0.31883850665140895,0.25149700598802394,0.5637093306578759,-0.0816876231571115,-0.09985280279056075
5,0.4122443141181519,0.2973284200829111,0.4081983660599112,-0.10244544822120269,0.08219883922053595
6,0.485481333142612,0.3611239060340857,0.35258707180736715,-0.060814462951372196,0.18507684977866884
7,0.6172221427549707,0.4783509903270382,0.46997276766518564,0.14810583806605374,0.19903692642928084
8,0.5439851237305107,0.4117918010133579,0.21914863121685546,-0.08198266697984909,0.3376351948640068
9,0.425833214132456,0.27775218793182865,0.31503511537910284,-0.16492739553659,0.15262457267050705
10,0.40466313832069806,0.27291570704744356,0.6388132435144045,0.019076026399367736,-0.11466391744656816
11,0.3613216993277071,0.2438968217411331,0.6263437007309732,-0.027727537814869627,-0.1356279165126813
12,0.4581604920612216,0.3429295255642561,0.5109645979647413,0.011038530805057104,0.04022644782462077
13,0.3636103561722215,0.24873330262551818,0.4934785724523434,-0.10454189260350831,-0.027251806386793948
14,0.3026748676870262,0.2105020727775219,0.6481295685824853,-0.06381568712533381,-0.19194714184637238
15,0.49949935631526243,0.4454168585905113,0.45850652142754766,0.06344489293895157,0.14521676313917267
16,0.5063653268488056,0.4647627821280516,0.4848788877741149,0.09498693210666394,0.13591982474051248
17,0.4831926762980976,0.4431137724550898,0.5962448043571735,0.13803297465017517,0.028425863626462985
18,0.536690030038621,0.562874251497006,0.46337967607854386,0.15817751315317072,0.20991314318230467
19,0.36318123301387495,0.25195762321510823,0.42081123692131295,-0.14700370747972052,0.03160094869901341
20,0.41467601201544846,0.41685859051128515,0.5197076107209404,0.0417381525502417,0.04921895451275712
21,0.6478329280503505,0.48871487793643476,0.0,-0.11693770200594272,0.5884859141135625
22,0.40895436990416256,0.30262551819438044,0.4659595814820123,-0.06551588656999596,0.03751473210357452
23,0.3739093119725361,0.2637033625057577,0.7325498065070948,0.055519302048363604,-0.20562385002820413
24,0.3683307109140323,0.235836020267158,0.568869141464813,-0.06441741011358897,-0.09091367813385919
25,0.6252324417107709,0.5734684477199447,0.6937078973770963,0.3480433005759482,0.06832976809261326
26,0.427692747818624,0.3083832335329341,0.655295972481009,0.06254090376473745,-0.10221520610076225
27,0.405664425690173,0.29064947029018884,0.5959581482012326,0.004583678485951765,-0.07224520717210532
28,0.4269775425547132,0.2761400276370336,0.5866418231331518,0.00011388990346613519,-0.06278738537732455
29,0.6379630954083821,0.539382772915707,0.7475992546939945,0.3656401637087214,0.015323000737142992
30,0.29995708768416535,0.26784891754951634,0.6112942525440733,-0.051565169269736734,-0.13779603103162139
31,0.40895436990416245,0.37977890373099954,0.6504228178300129,0.09533313643137815,-0.07351497173758033
32,0.5554284079530826,0.4762782128051589,0.3127418661315752,0.021081729881939158,0.29748333248957826
33,0.3869260477757116,0.35859051128512204,0.5357603554536334,0.0014952786113052727,-0.001292372036928794
34,0.4311257330853955,0.3767848917549516,0.5741722803497205,0.057724640674265075,-0.00545106999550825
35,0.5612930911171506,0.5204974666052511,0.7357030242224452,0.3094140858607081,-0.015054858800325713
36,0.7222142754970677,0.49401197604790414,0.5360470116095744,0.24903132246206303,0.19656309954036574
37,0.4139608067515377,0.33440810686319666,0.45506664755625637,-0.049771487504058465,0.06263511586618464
38,0.4241167214990702,0.3717181022570244,0.5753189049734843,0.05184833354377652,-0.011516946441930284
39,0.2955228150479187,0.25310916628281893,0.5541063494338541,-0.09781448235865878,-0.10100484119084614
40,0.4693176941782291,0.3942883463841548,0.5572595671492045,0.07690034698310423,0.031453915962262984
