,NSSEC1_change_pct,Highest_Level_change_pct,hse_change,white_change_pct,scenarios_2_PCA1,scenarios_2_PCA2,scenarios_2_PCA_total,scenarios_2_PCA_total_zscore,scenarios_2_status,LSOA21CD
1015,0.3370047203547417,0.3422385997236296,0.2286290412672877,0.4275476565859251,-0.0996018203543926,0.0567424710860734,-0.042859349268319205,-0.33695814107769945,descent,E01000711
1016,0.3504505793162638,0.396361123906034,0.2310811716602989,0.5492331947828579,0.0147282063147296,-0.0101077776170195,0.004620428697710101,0.03632558803484413,status,E01000712
1017,0.3806322414532971,0.4751266697374481,0.220244877896195,0.5582628636949978,0.0835387068351773,0.0300304916376879,0.1135691984728652,0.8928755721773872,ascent,E01000713
1018,0.3566013445858961,0.3240442192538001,0.2221440221641307,0.4888920739572883,-0.065077762938645,0.0072762499873271,-0.057801512951317906,-0.45443271276989367,descent,E01000714
1019,0.3258475182377341,0.3813910640257945,0.2177871617847487,0.5039415221441881,-0.0349332438035454,0.0087916770976675,-0.0261415667058779,-0.20552373921790845,status,E01000715
1020,0.3653268488056072,0.4205435283279594,0.2614674799472708,0.4967751182456643,0.0077562048027597,0.0497254842665628,0.0574816890693225,0.4519182728031379,status,E01000716
1021,0.3460163066800171,0.355366190695532,0.2200214491587908,0.4665328937938943,-0.0640886389344658,0.0349342530667752,-0.029154385867690598,-0.22921037845762485,descent,E01000717
1022,0.4062365899013016,0.3544449562413634,0.2561051902495699,0.4837322631503512,-0.0225582197394414,0.0463357244680869,0.023777504728645496,0.18693759773793253,status,E01000718
1023,0.412387355170934,0.3215108245048365,0.2276180262305337,0.4532033825426402,-0.061007848357821,0.0570677770137931,-0.0039400713440279,-0.030976651266576977,descent,E01000719
1024,0.4232584751823773,0.3265776140027637,0.2262774538061085,0.5231474845922317,-0.0104161368262124,0.0080001513007444,-0.0024159855254679997,-0.018994361917064228,status,E01000720
1025,0.469174653125447,0.3972823583602026,0.2307460285541926,0.4153647699584349,-0.0085511990463412,0.1443386715479931,0.1357874725016519,1.0675545732005987,ascent,E01000721
1026,0.4388499499356315,0.3652694610778443,0.2338186205509752,0.4523434140748171,-0.0207336274974454,0.0883992389036956,0.0676656114062502,0.5319837800521562,status,E01000722
1027,0.4078100414819053,0.4041916167664671,0.2259222021136358,0.4741292819263294,0.0014533747257333,0.0759581832425575,0.0774115579682908,0.6086059428392905,status,E01000723
1028,0.4389929909884136,0.3424689083371718,0.2304108854480863,0.4688261430414218,-0.0253439701130977,0.0648821336947537,0.03953816358165599,0.3108471390616446,status,E01000724
1029,0.3866399656701473,0.3263473053892215,0.2282324552583953,0.4797190769671777,-0.0542621629171507,0.0278772734152721,-0.0263848895018786,-0.20743673132865964,status,E01000725
1030,0.3793448719782578,0.3403961308152925,0.2370020332015103,0.4771391715637093,-0.0497955942805416,0.0337144185372141,-0.0160811757433275,-0.12642942968853718,status,E01000726
1031,0.4086682877985982,0.3707968678028558,0.2305449426905288,0.4071950695141179,-0.0592945837293024,0.1146245668104258,0.05532998308112339,0.43500166388800304,status,E01000727
1032,0.412387355170934,0.3277291570704744,0.2286513841410282,0.4719793607567722,-0.0456589840633894,0.044982320524433,-0.0006766635389563944,-0.00531989617467975,status,E01000728
1033,0.4381347446717208,0.3288807001381851,0.2291820273923632,0.4888920739572883,-0.0222929649477675,0.0423694484481292,0.0200764835003617,0.15784034697557817,status,E01000729
1034,0.4121012730653698,0.312989405803777,0.2292937417610653,0.4632363480005733,-0.0603273213122848,0.0451757291301796,-0.015151592182105197,-0.1191210884721345,status,E01000730
1035,0.4388499499356315,0.2961768770152003,0.2471121835690506,0.5361903396875448,-0.0126131751089944,-0.0090942357825514,-0.0217074108915458,-0.17066261962665405,status,E01000731
