,NSSEC1_change_pct,Highest_Level_change_pct,white_change_pct,scenarios_4_PCA1,scenarios_4_PCA2,scenarios_4_PCA_total,scenarios_4_PCA_total_zscore,scenarios_4_status,LSOA21CD
1070,0.3704763267057646,0.4064947029018885,0.5639959868138168,0.0408182439859373,-0.0085697036316392,0.0322485403542981,0.25396256251084537,status,E01000767
1071,0.3103990845372622,0.3813910640257946,0.5545363336677656,-0.0097949582567937,-0.0369505591088853,-0.046745517365679,-0.368128642278248,status,E01000768
1072,0.3993706193677585,0.3887609396591432,0.4678228464956285,-0.0149309708535687,0.0713089948301688,0.05637802397660009,0.443986217084301,status,E01000769
1073,0.3415820340437705,0.4297558728696453,0.5330371219721944,0.0225723682904853,0.0147688880574428,0.0373412563479281,0.29406853908134345,status,E01000770
1074,0.3923616077814333,0.4081068631966835,0.6004013186183174,0.0746089628660274,-0.0277643010759636,0.0468446617900638,0.3689094209367178,ascent,E01000771
1075,0.3644686024889143,0.4841087056655919,0.5354736992976925,0.06926833176451,0.0468740435328283,0.1161423752973383,0.9146403192998197,ascent,E01000772
1076,0.4066657130596481,0.4228466144633809,0.5774688261430416,0.0768163282283331,0.0029273869415729,0.079743715169906,0.6279948805802342,ascent,E01000773
1077,0.3940781004148191,0.3215108245048365,0.551669772108356,-0.0086324781488232,-0.0278456002565984,-0.036478078405421596,-0.2872708707288103,status,E01000774
1078,0.4349878415105135,0.4235375403040073,0.5539630213558836,0.076638820418289,0.0333910131430452,0.1100298335613342,0.8665030471729219,ascent,E01000775
1079,0.3999427835788872,0.3924458774758175,0.5354736992976923,0.0288820885660021,0.0196302405713812,0.0485123291373833,0.38204257574893163,status,E01000777
1080,0.3925046488342154,0.3714877936434823,0.504801490612011,-0.0065693658499221,0.0313670715748629,0.024797705724940798,0.19528601360267364,status,E01000778
1081,0.4125303962237162,0.3979732842008291,0.4931919162964024,0.0126832837966532,0.060760572885256,0.0734438566819092,0.5783824582042203,status,E01000779
1082,0.4158203404377056,0.3804698295716259,0.4927619320624911,0.0030226202522223,0.0544804806433107,0.057503100895533,0.4528463829775436,status,E01000780
1083,0.4172507509655271,0.2977890373099954,0.4986383832592804,-0.0446241154813589,0.0128072543809361,-0.031816861100422804,-0.25056301734407205,status,E01000781
1084,0.4252610499213274,0.3017042837402118,0.456499928335961,-0.063963959784083,0.0512274525012622,-0.012736507282820796,-0.1003020909302054,descent,E01000782
1085,0.4371334573022457,0.3334868724090281,0.4824423104486169,-0.0224504783288741,0.0499650665567602,0.027514588227886102,0.21668191043733168,status,E01000783
1086,0.385352596195108,0.3756333486872409,0.5082413644833023,-0.0053326098897288,0.0276159315777269,0.0222833216879981,0.17548482551345138,status,E01000784
1087,0.3759118867114862,0.3134500230308613,0.4655295972481008,-0.0749773724909225,0.02932627826528,-0.045651094225642494,-0.3595098799385816,descent,E01000785
1088,0.4060935488485195,0.4712114233072317,0.4476135875017917,0.0277849133056955,0.1275500162577791,0.15533492956347458,1.223288134159655,ascent,E01000786
1089,0.3571735087970247,0.3049286043298019,0.4468969471119391,-0.1007537738161452,0.0325818031427451,-0.0681719706734001,-0.5368654882801036,descent,E01000787
1090,0.4043770562151337,0.3613542146476278,0.5098179733409777,-0.0041283252695644,0.0276182778976899,0.0234899526281255,0.18498724274514425,status,E01000788
1091,0.396938921470462,0.2876554583141409,0.4113515837752615,-0.1140080573624362,0.0690712717172611,-0.0449367856451751,-0.35388458231189984,descent,E01000789
1092,0.4618795594335574,0.4014279134039613,0.3907123405475132,-0.023700488115875,0.1635977976350339,0.1398973095191589,1.1017143357039783,ascent,E01000790
1093,0.419110284651695,0.3929064947029018,0.4156514261143759,-0.0345611160061761,0.1225562912825868,0.08799517527641071,0.6929764868818246,status,E01000791
1094,0.4342726362466028,0.3894518654997697,0.4223878457789882,-0.0252852090204878,0.121821834463296,0.09653662544280821,0.7602418126294403,status,E01000792
1095,0.3571735087970247,0.4613081529249193,0.4324208112369212,-0.0113749919282089,0.1151652724548922,0.1037902805266833,0.8173655401666222,status,E01000793
1096,0.3887855814618795,0.4663749424228466,0.4857388562419377,0.0395996197694623,0.0881046746994362,0.1277042944688985,1.0056923355490248,ascent,E01000794
1097,0.4224002288656844,0.4191616766467065,0.4413071520710907,-0.0008482910287367,0.1155133247120512,0.1146650336833145,0.9030060109596785,status,E01000795
1098,0.4211128593906451,0.2904191616766467,0.5306005446466963,-0.0279066386236396,-0.0142898776090871,-0.0421965162327267,-0.33230450971606434,status,E01000796
1099,0.3740523530253182,0.3719484108705665,0.5629926902680233,0.0202445749034228,-0.0220297631184388,-0.0017851882150160016,-0.01405865098601878,status,E01000797
1100,0.4561579173222715,0.3777061262091202,0.5940948831876165,0.0825614785781094,-0.0106224924421925,0.0719389861359169,0.5665313549943238,ascent,E01000798
1101,0.4073809183235589,0.3592814371257484,0.556829582915293,0.0246701645567168,-0.0093402342163805,0.0153299303403363,0.12072572431408281,status,E01000799
1102,0.4680303247031898,0.4011976047904191,0.6379532750465816,0.1297853642223519,-0.0298470228075524,0.0999383414147995,0.7870308857375458,ascent,E01000800
1103,0.4108139035903304,0.3922155688622754,0.5420667908843342,0.0380178879277343,0.0187286643793274,0.0567465523070617,0.4468884383362902,status,E01000801
1104,0.4764697468173365,0.4829571625978811,0.6211838899240361,0.1749944173218712,0.0240537893752505,0.1990482066971217,1.5675373855874997,ascent,E01000802
1105,0.4791875268201974,0.4613081529249193,0.6511394582198652,0.180968523701269,-0.0084134587256864,0.1725550649755826,1.3588995344895876,ascent,E01000803
1106,0.4209698183378629,0.4184707508060801,0.5538196932779132,0.0665832378567472,0.0254935394207495,0.0920767772774967,0.7251197743595488,ascent,E01000804
1107,0.4238306393935059,0.3922155688622755,0.5717357030242223,0.0623979847964675,0.0005265321705175,0.062924516966985,0.49554092675586153,ascent,E01000805
1108,0.4181089972822199,0.3657300783049286,0.6091443313745163,0.0657906415701535,-0.0434796232434795,0.022311018326674002,0.17570294110112733,ascent,E01000806
1109,0.36418252038335,0.3795485951174574,0.5258707180736707,-0.0023808444235636,0.0068135220456341,0.0044326776220705,0.03490806577034647,status,E01000807
1110,0.378629666714347,0.4735145094426531,0.4620897233768095,0.0247559335968316,0.1059499369450411,0.1307058705418727,1.0293302411003737,ascent,E01000808
1111,0.4112430267486769,0.4389682174113312,0.529597248100903,0.0599861471900601,0.050042396310052,0.1100285435001121,0.8664928877284893,ascent,E01000809
1112,0.3596052066943212,0.5101335789958544,0.4557832879461087,0.0346981123832164,0.1198536953902026,0.154551807773419,1.2171209211827092,ascent,E01000810
1113,0.411386067801459,0.4203132197144174,0.4785724523434141,0.0172496367119026,0.0820345808770341,0.0992842175889367,0.7818795529581266,status,E01000811
1114,0.3977971677871549,0.446568401658222,0.4269743442740434,-0.0042825808446232,0.1293143587386047,0.12503177789398148,0.9846458276989982,ascent,E01000812
1115,0.380632241453297,0.4207738369415016,0.4913286512827862,0.0104228918636121,0.0596196489273886,0.0700425407910007,0.5515965358004842,status,E01000813
1116,0.3812044056644257,0.5018424689083372,0.4140748172567005,0.0145339795333739,0.157914303344249,0.1724482828776229,1.3580586078947652,ascent,E01000814
1117,0.3823487340866829,0.4907876554583141,0.5337537623620467,0.0810706838143655,0.0585528825548619,0.1396235663692274,1.0995585633476914,ascent,E01000815
1118,0.4391360320411958,0.397742975587287,0.4559266160240791,0.0027121265805605,0.1010056085487617,0.1037177351293222,0.8167942332234309,status,E01000816
1119,0.391074238306394,0.4051128512206357,0.4923319478285796,0.006255079846464,0.0559537524113974,0.0622088322578614,0.48990479188953917,status,E01000818
1120,0.4322700615076527,0.3597420543528328,0.4523434140748174,-0.0266581956667935,0.0837671068416111,0.05710891117481759,0.44974207405414834,status,E01000819
1121,0.3617508224860535,0.3705665591893136,0.4380106062777699,-0.0627347278659753,0.0713344197487594,0.008599691882784102,0.06772398884914144,descent,E01000820
1122,0.3932198540981261,0.3466144633809304,0.4592231618173999,-0.0496149933891073,0.056450031443231,0.0068350380541237,0.053827049535066736,status,E01000822
1123,0.360320411958232,0.334868724090281,0.4900386985810521,-0.0541413583736364,0.0133053999332993,-0.0408359584403371,-0.32158989319069003,status,E01000823
1124,0.4205406951795165,0.3986642100414554,0.4755625627060341,0.006252974587412,0.0783003393340821,0.08455331392149411,0.665871262276359,status,E01000824
1125,0.3909311972536118,0.3175955780746199,0.5545363336677656,-0.0108678908302055,-0.0331779060994033,-0.0440457969296088,-0.3468678995446345,status,E01000825
1126,0.4003719067372335,0.4297558728696453,0.5357603554536334,0.0526935759797575,0.0365453221740768,0.08923889815383429,0.7027710092240352,ascent,E01000826
1127,0.3621799456444,0.4235375403040073,0.4711193922889494,-0.0090891233697975,0.0693726294566329,0.0602835060868354,0.4747425314370971,status,E01000827
1128,0.3415820340437705,0.4064947029018885,0.5052314748459223,-0.0089776147149374,0.0262157795932472,0.0172381648783098,0.13575338534342482,status,E01000828
1129,0.4062365899013017,0.3643482266236757,0.4471836032678801,-0.0395133167780767,0.0793507196092072,0.0398374028311305,0.3137261034334623,status,E01000829
1130,0.3192676298097554,0.4578535237217872,0.5060914433137451,0.0129944818549753,0.0398067405382742,0.052801222393249504,0.41581831597247615,status,E01000830
1131,0.3045344013731941,0.3857669276830953,0.4582198652716067,-0.0685754223380354,0.0389459597680631,-0.0296294625699723,-0.23333689393127613,descent,E01000831
1132,0.3756258046059219,0.3878397052049747,0.526587358463523,0.0088023078113863,0.014675002388318,0.023477310199704303,0.1848876815407321,status,E01000832
1133,0.3753397225003576,0.4438046982957162,0.5873584635230042,0.0808374087132669,-0.0081281953964454,0.07270921331682151,0.5725970208021087,ascent,E01000833
1134,0.417107709912745,0.4203132197144172,0.5111079260427118,0.0398446700225019,0.0585919351834573,0.0984366052059592,0.7752044659485468,status,E01000834
1135,0.3770562151337434,0.3659603869184707,0.4755625627060341,-0.0353356847760777,0.0457249566374418,0.010389271861364097,0.08181722569599006,status,E01000835
1136,0.3826348161922471,0.4410409949332105,0.5185609860971764,0.040712928146337,0.0480805581167741,0.0887934862631111,0.6992633172820715,status,E01000836
1137,0.3581747961664998,0.3502994011976048,0.5523864124982083,-0.0074996275563077,-0.0299374536682094,-0.037437081224517096,-0.2948231757546146,status,E01000837
1138,0.3746245172364468,0.427913403961308,0.5528163967321198,0.0494643977159778,0.0117151702607104,0.0611795679766882,0.4817991662867733,ascent,E01000838
1139,0.3903590330424831,0.4428834638415476,0.5241507811380249,0.049015492925181,0.0476352326312514,0.09665072555643239,0.7611403698019641,ascent,E01000839
1140,0.3583178372192819,0.4569322892676186,0.5429267593521571,0.0537663704640961,0.026107333858854,0.0798737043229501,0.6290185665530876,ascent,E01000840
1141,0.3384351308825633,0.4375863657300782,0.5254407338397592,0.0213373246839804,0.0230660811758444,0.0444034058598248,0.3496841287226576,status,E01000841
1142,0.3269918466599915,0.3834638415476738,0.5172710333954423,-0.0231673928589917,0.0002655750233213,-0.0229018178356704,-0.1803555844637862,status,E01000842
1143,0.4826205120869689,0.6229847996315062,0.6729253260713774,0.297431391837359,0.0492527509997143,0.34668414283707333,2.7301946794948315,ascent,E01000843
1144,0.3033900729509369,0.3295716259788115,0.526014046151641,-0.0631082369170194,-0.0407768266884349,-0.1038850636054543,-0.8181119725106252,descent,E01000844
1145,0.331426119296238,0.4023491478581299,0.529597248100903,-0.0016506763226186,0.0008954238772323,-0.0007552524453863,-0.00594773730114941,status,E01000845
1146,0.3844943498784151,0.3245048364808843,0.4959151497778415,-0.045365412454454,0.013778667073221,-0.031586745381233,-0.24875081818474856,status,E01000846
1147,0.4228293520240309,0.3687240902809765,0.4880321054894654,-0.0038419878134529,0.055738850996659,0.0518968631832061,0.4086963383607888,status,E01000847
1148,0.351594907738521,0.4601566098572087,0.5648559552816397,0.065898584768467,0.0074662107416125,0.07336479551007949,0.577759838464772,ascent,E01000848
1149,0.3354312687741381,0.3512206356517733,0.5632793464239643,-0.0112944656018736,-0.0474059645498839,-0.05870043015175749,-0.4622755479177,status,E01000849
1150,0.3095408382205693,0.2676186089359742,0.4979217428694281,-0.1161519399854395,-0.0441947458382694,-0.1603466858237089,-1.2627565395059213,descent,E01000850
1151,0.3950793877842942,0.3615845232611699,0.5692991256987244,0.0277590204916336,-0.023178209370053,0.0045808111215806,0.03607464145767894,status,E01000851
1152,0.3802031182949507,0.267388300322432,0.4919019635946683,-0.0857550164837418,-0.0107642507807131,-0.0965192672644549,-0.7601051141182299,descent,E01000853
1153,0.2456014876269489,0.298940580377706,0.4607997706750752,-0.1500576875769525,-0.0265753990942702,-0.1766330866712227,-1.3910146264727055,descent,E01000855
1154,0.4555857531111428,0.4207738369415016,0.5508098036405331,0.0829539990916797,0.043017366562168,0.1259713656538477,0.9920452359381884,ascent,E01000856
1155,0.3584608782720641,0.3940580377706126,0.4886054178013472,-0.0187466259009822,0.0406012028132342,0.021854576912251997,0.17210838984487992,status,E01000857
1156,0.4301244457159204,0.350760018424689,0.4764225311738569,-0.0186650154890872,0.059735352481181,0.0410703369920938,0.32343566285802294,status,E01000858
1157,0.3152624803318553,0.3993551358820819,0.5476565859251827,-0.0003518641844764,-0.0213515668866181,-0.0217034310710945,-0.17091809147132545,status,E01000859
1158,0.3404377056215134,0.3401658222017503,0.4936219005303139,-0.0582574186062562,0.0047817213934296,-0.053475697212826606,-0.42112991617660755,status,E01000860
1159,0.3852095551423258,0.3728696453247351,0.5392002293249247,0.0117269935743148,0.0017777660792334,0.0135047596535482,0.1063522047828459,status,E01000861
1160,0.3015305392647689,0.4214647627821281,0.5086713487172138,-0.0168710897218486,0.0139938198563771,-0.0028772698654715,-0.02265897370989011,status,E01000862
1161,0.3614647403804891,0.3482266236757254,0.4357173570302424,-0.0782991022248604,0.0628749572009773,-0.015424145023883104,-0.12146768045215321,descent,E01000863
1162,0.3327134887712775,0.35836020267158,0.5599828006306435,-0.0101355828879892,-0.0426542699744326,-0.0527898528624218,-0.4157287790460963,status,E01000866
1163,0.4169646688599628,0.3763242745278673,0.503654865988247,0.0076108454431456,0.0444325756248963,0.052043421068041905,0.40985050582325844,status,E01000867
1164,0.4372764983550279,0.3912943344081068,0.5166977210835603,0.0347924062377891,0.0491780330837784,0.0839704393215675,0.6612810288768459,status,E01000868
1165,0.3325704477184952,0.3892215568862275,0.5452200085996848,0.0001792699104426,-0.0169838199626631,-0.0168045500522205,-0.1323385972269243,status,E01000869
1166,0.3756258046059219,0.3703362505757716,0.498781711337251,-0.0191320784489125,0.0287403275205206,0.009608249071608097,0.07566654269184081,status,E01000870
1167,0.3817765698755543,0.4705204974666052,0.523864124982084,0.0620406736993246,0.0569368295204713,0.1189775032197959,0.9369674182730735,ascent,E01000871
1168,0.2955228150479187,0.2330723169046522,0.5073813960154794,-0.1388679390449367,-0.0731052971966596,-0.2119732362415963,-1.6693241203537958,descent,E01000872
