LSOA21CD,area_m2_2021
E01001803,159971
E01001804,112084
E01001805,151371
E01001806,327598
E01001807,117122
E01001808,130813
E01001809,112485
E01001811,86391.9
E01001812,247189
E01001813,95158.8
E01001814,113534
E01001815,107215
E01001816,135993
E01001819,136113
E01001820,84138
E01001821,69098.1
E01001822,82341.2
E01001823,150451
E01001824,216203
E01001825,105741
E01001826,111206
E01001827,175815
E01001828,110056
E01001829,116327
E01001830,102427
E01001831,108842
E01001832,103696
E01001833,113459
E01001834,95085.1
E01001835,74202.2
E01001836,130920
E01001837,114301
E01001838,71722.6
E01001839,104730
E01001840,108423
E01001841,135955
E01001842,65431
E01001843,74106.5
E01001844,154206
E01001845,110323
E01001846,540712
E01001847,105449
E01001848,152722
E01001849,496169
E01001850,70650.7
E01001851,98390
E01001852,75894.6
E01001853,80793.7
E01001854,66030
E01001855,75871.9
E01001856,82521.4
E01001857,71205.8
E01001858,119246
E01001859,107353
E01001860,90974.9
E01001861,72410.3
E01001862,90900.3
E01001863,84714.9
E01001864,73476.6
E01001865,118175
E01001866,151122
E01001867,87738
E01001868,58856.8
E01001869,229455
E01001870,101556
E01001871,133754
E01001872,70409.8
E01001873,62002.9
E01001875,171519
E01001876,896611
E01001877,1278160
E01001878,135446
E01001879,80489.9
E01001880,126749
E01001881,110727
E01001882,81710.7
E01001883,133711
E01001884,82091.9
E01001885,56892.2
E01001886,95198.5
E01001887,109297
E01001888,98489.8
E01001889,143155
E01001890,130234
E01001891,176163
E01001892,72115
E01001893,77920.7
E01001894,155471
E01001895,86323.4
E01001896,85109.3
E01001897,96554.4
E01001898,287054
E01001899,122339
E01001900,135675
E01001901,83179.3
E01001902,72719.3
E01001903,110033
E01001904,138294
E01001905,88251.4
E01001906,61923.4
E01001907,68290.7
E01001908,45371.6
E01001909,86085.4
E01001910,81263
E01001911,157485
E01001912,96446.3
E01001913,109424
E01001914,65458.6
E01001915,416687
E01001916,366207
E01001917,107649
E01001918,104906
E01001919,143930
E01001920,163754
E01001921,101329
E01001922,194603
E01001923,111586
E01001924,96588.4
E01001925,141321
E01001926,90569.6
E01001927,199812
E01001928,189904
E01001929,86515.5
E01001930,251320
E01001931,70060.9
E01001932,186429
E01001933,178490
E01001934,181210
E01001935,106619
E01001937,195555
E01001938,104251
E01001940,85016.4
E01001941,142186
E01001942,92007.4
E01001943,442314
E01001944,66553.1
E01001945,115056
E01001946,123452
E01001947,55883.3
E01001948,114822
E01001949,82401.3
E01001950,109416
E01001951,102490
E01001952,94583
E01001953,86710.8
E01001954,85241.7
E01001955,221351
E01001956,133267
E01001957,75422
E01001958,46297.7
E01001959,192626
E01001960,82568.6
E01001961,69016.9
E01001962,515070
E01001963,508686
E01001964,636039
E01001965,121307
E01001966,512629
E01001967,176458
E01001968,143672
E01001969,145557
E01001970,214455
E01001971,126360
E01001972,206673
E01001973,401084
E01001974,176750
E01001975,120070
E01001976,101489
E01001977,89616.4
E01001978,132655
E01001979,196377
E01001980,111999
E01001981,94629.8
E01001982,104503
E01001983,101080
E01001984,199553
E01001985,186787
E01001986,136733
E01001987,303202
E01001988,173699
E01001989,288138
E01001990,151611
E01001991,125848
E01001992,408255
E01001993,279686
E01001994,336751
E01001995,410309
E01001996,243264
E01001997,194504
E01001998,155057
E01001999,146893
E01002000,164674
E01002001,105883
E01002002,654381
E01002003,222531
E01002004,117161
E01002005,95120.2
E01002006,109880
E01002007,171699
E01002008,648033
E01002009,233546
E01002010,589503
E01002011,646191
E01002013,121039
E01002014,167300
E01002015,120145
E01002016,170916
E01002017,136115
E01002018,120696
E01002019,251674
E01002020,291386
E01002021,184710
E01002022,201745
E01002023,165532
E01002024,157755
E01002025,401673
E01002026,119894
E01002027,110085
E01002028,119923
E01002029,236607
E01002030,279670
E01002031,140018
E01002032,103032
E01002033,123389
E01002034,280503
E01002036,170132
E01002037,793095
E01002038,142036
E01002039,74753.7
E01002040,146963
E01002041,126674
E01002042,239125
E01002043,109394
E01002044,88888.7
E01002045,134897
E01002046,169499
E01002047,102561
E01002048,122682
E01002049,127556
E01002050,109544
E01002051,124331
E01002052,218553
E01002053,143491
E01002054,82164.6
E01002055,93918
E01002056,211197
E01002057,158634
E01002058,155746
E01002059,233979
E01002060,125562
E01002061,165152
E01002062,196999
E01002063,138549
E01002064,93225
E01002065,135967
E01002066,193269
E01002067,149447
E01002068,298046
E01002069,164407
E01002070,164004
E01002071,108820
E01002072,177381
E01002073,111126
E01002074,130897
E01002075,370667
E01002076,109600
E01002077,143223
E01002078,280570
E01002079,103455
E01002081,139335
E01002082,194230
E01002083,156265
E01002084,304059
E01002085,129426
E01002086,239951
E01002087,112691
E01002088,212559
E01002089,45942.4
E01002090,229784
E01002091,215708
E01002092,202007
E01002093,223169
E01002094,249704
E01002095,284363
E01002096,184272
E01002097,107753
E01002098,195366
E01002099,158565
E01002100,143077
E01002101,203592
E01002102,318416
E01002103,172936
E01002104,169979
E01002105,124228
E01002106,267796
E01002107,283323
E01002108,199497
E01002109,507630
E01002110,244524
E01002111,278117
E01002112,776517
E01002113,618419
E01002114,2883680
E01002115,347615
E01002116,305427
E01002118,272099
E01002119,237416
E01002120,171566
E01002121,281530
E01002122,202577
E01002123,172109
E01002124,168356
E01002125,173225
E01002127,272716
E01002128,185803
E01002129,411558
E01002130,333628
E01002131,164220
E01002132,402027
E01002133,391225
E01002134,1242170
E01002135,424735
E01002136,369735
E01002137,599367
E01002138,144876
E01002139,233077
E01002140,254617
E01002141,289675
E01002142,361247
E01002143,182982
E01002144,2951700
E01002145,315844
E01002146,846537
E01002147,622936
E01002148,332728
E01002149,292528
E01002150,419404
E01002151,304176
E01002152,462869
E01002153,292312
E01002155,743760
E01002156,381904
E01002157,264045
E01002158,293275
E01002159,231712
E01002160,297908
E01002161,236691
E01002162,181051
E01002163,245107
E01002164,267140
E01002165,208444
E01002166,169339
E01002167,166823
E01002168,173038
E01002169,205655
E01002170,170994
E01002171,187124
E01002172,368256
E01002173,199642
E01002174,207494
E01002175,208733
E01002176,386408
E01002177,196936
E01002178,205714
E01002179,259431
E01002181,403657
E01002182,201266
E01002183,185238
E01002184,209751
E01002185,171227
E01002186,317082
E01002187,482767
E01002188,485953
E01002189,449171
E01002190,1355520
E01002191,489679
E01002192,452770
E01002193,336852
E01002194,426925
E01002195,273427
E01002196,374049
E01002197,181818
E01002198,174412
E01002199,173768
E01002200,347729
E01002201,264873
E01002202,194378
E01002203,278114
E01002204,180174
E01002206,174758
E01002207,178106
E01002208,293752
E01002209,271243
E01002210,206965
E01002211,171305
E01002212,274998
E01002214,181601
E01002215,169577
E01002216,269058
E01002217,149860
E01002218,329118
E01002219,291862
E01002220,188100
E01002221,171537
E01002222,209807
E01002223,202783
E01002224,182059
E01002225,2040420
E01002226,605494
E01002227,327334
E01002228,419666
E01002229,633669
E01002230,419932
E01002231,213863
E01002232,215878
E01002233,204228
E01002234,167935
E01002235,171943
E01002236,215809
E01002237,145587
E01002238,343338
E01002239,360076
E01002240,167906
E01002241,239710
E01002242,272722
E01002243,234344
E01002244,335319
E01002245,257308
E01002246,545337
E01002247,326584
E01002248,531011
E01002250,1075960
E01002251,325477
E01002252,1158970
E01002253,1025190
E01002254,563077
E01002255,593516
E01002256,278601
E01002257,754780
E01002258,301560
E01002259,1874410
E01002260,1112270
E01002261,207943
E01002262,224342
E01002263,847395
E01002264,203839
E01002265,514160
E01002266,343378
E01002267,209903
E01002268,845675
E01002269,775904
E01002270,677840
E01002271,544996
E01002272,223281
E01002273,826845
E01002274,308162
E01002275,436793
E01002276,4359180
E01002277,1466910
E01002278,225944
E01002279,356406
E01002280,153444
E01002281,404592
E01002282,274833
E01002283,223250
E01002284,278180
E01002285,463416
E01002286,235160
E01002287,221201
E01002288,340139
E01002289,269949
E01002290,278671
E01002291,307475
E01002292,344379
E01002294,1231570
E01002295,277466
E01002296,4046640
E01002297,212081
E01002298,455058
E01002299,339249
E01002300,332030
E01002301,273048
E01002302,289606
E01002303,279790
E01002304,5303000
E01002305,2766470
E01002306,175885
E01002307,241918
E01002308,449633
E01002309,276485
E01002310,280080
E01002311,949674
E01002312,870748
E01002313,388290
E01002314,190746
E01002315,217358
E01002316,246114
E01002317,382212
E01002318,291136
E01002319,376271
E01002320,202055
E01002321,461841
E01002322,432146
E01002323,292436
E01002324,465354
E01002325,751422
E01002326,275802
E01002327,282589
E01002328,284772
E01002329,380927
E01002330,481493
E01002331,309402
E01002332,279471
E01002333,273332
E01002334,966578
E01002335,206914
E01002336,255346
E01002337,1119750
E01002338,243763
E01002339,398089
E01002340,236192
E01002341,245374
E01002342,182311
E01002343,474613
E01002344,10214800
E01002345,445276
E01002346,210642
E01002347,453733
E01002348,2750640
E01002349,582880
E01002350,285174
E01002351,195003
E01002352,287316
E01002353,461480
E01002354,307796
E01002355,227699
E01002356,368799
E01002358,225831
E01002359,226892
E01002360,385029
E01002361,365757
E01002362,342389
E01002363,246529
E01002364,230739
E01002365,230671
E01002366,280117
E01002367,379082
E01002368,1309340
E01002369,481460
E01002370,2467150
E01002371,282577
E01002372,219061
E01002373,309376
E01002374,968710
E01002375,261339
E01002376,337063
E01002377,435776
E01002378,240198
E01002379,359272
E01002380,303619
E01002381,365322
E01002382,316506
E01002383,291430
E01002384,482794
E01002385,9921890
E01002386,545226
E01002387,1351780
E01002388,367715
E01002389,879197
E01002390,341256
E01002391,8612380
E01002392,461343
E01002393,328266
E01002394,294468
E01002395,171495
E01002396,344776
E01002397,180754
E01002398,160989
E01002399,175593
E01002400,605502
E01002401,333032
E01002402,201649
E01002403,204569
E01002404,210638
E01002405,1000260
E01002408,205898
E01002409,237503
E01002410,404860
E01002411,480855
E01002412,716696
E01002413,309121
E01002414,923056
E01002415,268371
E01002416,206555
E01002417,326063
E01002418,279877
E01002419,292886
E01002420,290430
E01002421,344586
E01002422,195294
E01002423,673122
E01002424,372423
E01002425,360909
E01002426,213939
E01002427,205422
E01002428,587908
E01002429,379841
E01002430,918393
E01002431,278214
E01002432,326062
E01002433,461604
E01002434,819033
E01002435,355148
E01002436,457366
E01002437,436506
E01002438,3677470
E01002439,700621
E01002440,1784070
E01002441,7054650
E01002442,1978040
E01002443,2608880
E01002444,15784700
E01002445,190678
E01002446,1957880
E01002447,1867920
E01002448,718586
E01002449,376550
E01002450,215703
E01002451,209885
E01002452,337072
E01002453,273847
E01002454,1648250
E01002455,357819
E01002456,313676
E01002457,226076
E01002458,981836
E01002459,505883
E01002460,379356
E01002461,2516050
E01002462,417559
E01002463,616133
E01002464,787512
E01002465,299748
E01002466,228852
E01002467,366695
E01002468,196161
E01002469,232791
E01002470,384883
E01002471,266738
E01002472,532800
E01002473,3886670
E01002474,925603
E01002475,750135
E01002476,621445
E01002477,316034
E01002478,367536
E01002479,781373
E01002480,636954
E01002481,368628
E01002482,634785
E01002483,360672
E01002484,235039
E01002485,300708
E01002486,1025130
E01002487,193356
E01002488,299958
E01002489,274509
E01002490,337759
E01002491,188942
E01002492,259393
E01002493,175493
E01002494,2657470
E01002495,454003
E01002496,588849
E01002497,675830
E01002498,394472
E01002499,2284080
E01002501,221730
E01002502,188809
E01002503,191871
E01002505,702321
E01002506,284480
E01002507,1097590
E01002508,355705
E01002509,452144
E01002511,246940
E01002512,1182640
E01002513,564321
E01002514,284728
E01002516,584944
E01002518,225501
E01002519,633772
E01002520,510205
E01002521,537759
E01002523,167651
E01002525,508407
E01002526,296504
E01002527,868869
E01002528,347333
E01002529,256377
E01002530,267930
E01002531,341910
E01002533,1337360
E01002534,404331
E01002535,411584
E01002536,394470
E01002537,447975
E01002538,1030020
E01002539,371904
E01002540,228612
E01002541,382590
E01002542,179857
E01002543,264747
E01002544,614669
E01002545,289385
E01002546,189677
E01002547,180451
E01002548,1152340
E01002549,599275
E01002550,243154
E01002551,319139
E01002552,262204
E01002553,187964
E01002555,709060
E01002556,199852
E01002557,333883
E01002558,236054
E01002559,2376880
E01002560,341929
E01002561,240487
E01002562,956278
E01002563,504670
E01002564,240892
E01002565,451890
E01002567,218445
E01002569,205037
E01002570,147052
E01002571,204755
E01002572,897854
E01002573,181659
E01002574,161707
E01002575,227129
E01002576,183573
E01002577,353479
E01002578,501060
E01002579,402137
E01002580,116780
E01002581,185249
E01002582,174192
E01002583,408092
E01002584,328778
E01002585,199474
E01002586,425195
E01002587,229990
E01002588,138512
E01002589,985132
E01002590,354534
E01002591,325818
E01002592,1726730
E01002593,443893
E01002594,270673
E01002595,270794
E01002596,459080
E01002598,223168
E01002599,182248
E01002600,158766
E01002601,1560750
E01002602,209614
E01002603,222079
E01002604,299177
E01002605,328110
E01002606,207136
E01002607,344671
E01002608,349088
E01002609,213681
E01002610,1505030
E01002611,865151
E01002612,329744
E01002613,221925
E01002614,597494
E01002615,950934
E01002616,229369
E01002617,452550
E01002618,231081
E01002619,236207
E01002620,306269
E01002621,281759
E01002622,203329
E01002623,201077
E01002624,221864
E01002625,192763
E01002626,353746
E01002627,122963
E01002628,351774
E01002629,533539
E01002630,236186
E01002631,209229
E01002632,367439
E01002633,980736
E01002634,241202
E01002635,538109
E01002636,206489
E01002637,693673
E01002638,803619
E01002639,188665
E01002640,224263
E01002641,203760
E01002643,325144
E01002645,263309
E01002646,142286
E01002647,176486
E01002649,203807
E01002650,1703650
E01002651,133333
E01002652,192736
E01002653,214739
E01002654,420990
E01002655,256452
E01002656,208271
E01002657,233501
E01002658,176092
E01002659,284967
E01002660,267276
E01002661,275428
E01002662,249887
E01002663,175371
E01002665,136752
E01002666,260961
E01002667,309287
E01002668,338936
E01002669,309411
E01002670,442642
E01002671,243824
E01002672,261747
E01002673,54515.6
E01002674,286050
E01002675,305716
E01002676,957889
E01002677,227924
E01002678,3684290
E01002679,464955
E01002680,408751
E01002681,310764
E01002682,434646
E01002686,978213
E01002687,178775
E01002689,138353
E01002690,183797
E01002691,507735
E01002692,334326
E01002693,206762
E01002694,71074.3
E01002695,118525
E01002696,149571
E01002697,109669
E01002698,109248
E01002699,91153.2
E01002700,180289
E01002701,82679
E01002702,115390
E01002703,86885.2
E01002704,333131
E01002706,137529
E01002707,118578
E01002708,336391
E01002709,80660.5
E01002710,141467
E01002711,151001
E01002712,117426
E01002713,139422
E01002714,112870
E01002715,57678.7
E01002716,130028
E01002717,122379
E01002718,99680.4
E01002719,148967
E01002720,100852
E01002721,121249
E01002722,84465.8
E01002723,103587
E01002724,262625
E01002725,63243.1
E01002726,165107
E01002727,114623
E01002728,91657.2
E01002729,132322
E01002730,139138
E01002732,133650
E01002733,89651.1
E01002734,117853
E01002735,107284
E01002736,74991.2
E01002737,75456.5
E01002738,255821
E01002739,118746
E01002740,219814
E01002741,106062
E01002742,108225
E01002743,95750.6
E01002744,97472.1
E01002745,109778
E01002747,104157
E01002748,144644
E01002749,83416
E01002751,75819.5
E01002752,88620.9
E01002753,82292
E01002754,122223
E01002755,100667
E01002756,115108
E01002757,88566.3
E01002758,118013
E01002759,108381
E01002760,90473.6
E01002762,162134
E01002763,98006.9
E01002764,130385
E01002765,174849
E01002766,140587
E01002767,115576
E01002768,104188
E01002769,214285
E01002770,210592
E01002771,122234
E01002772,105410
E01002773,95357.5
E01002774,177916
E01002775,118788
E01002776,113370
E01002777,118231
E01002778,103425
E01002779,113292
E01002780,77382.7
E01002781,90229.1
E01002782,88915
E01002783,95775.9
E01002784,129995
E01002785,142862
E01002786,107934
E01002787,110089
E01002788,124522
E01002789,134626
E01002790,77628.2
E01002791,143308
E01002792,106238
E01002793,104505
E01002794,182885
E01002795,177938
E01002796,77473
E01002797,107128
E01002798,141201
E01002799,84785.4
E01002800,85354.2
E01002801,104800
E01002802,108224
E01002804,109221
E01002805,126757
E01002806,111547
E01002807,90371.1
E01002808,131572
E01002809,90519.6
E01002810,82753.5
E01002811,103279
E01002812,90189.9
E01002813,109920
E01002814,145631
E01002815,63706.5
E01002816,59326.1
E01002817,157712
E01002818,186659
E01002819,216339
E01002821,188935
E01002823,82620.3
E01002824,150994
E01002825,192042
E01002826,222422
E01002827,252145
E01002828,97577.8
E01002829,56962.6
E01002830,75698.1
E01002831,111842
E01002832,76129.8
E01002833,71959.8
E01002834,60934.6
E01002835,149371
E01002836,73771.2
E01002837,63735.7
E01002839,64194.9
E01002840,91556
E01002841,111696
E01002842,16807.1
E01002843,67330.9
E01002844,127634
E01002845,70371.7
E01002846,103387
E01002847,72828
E01002848,80610.4
E01002849,64821.6
E01002850,74996.5
E01002851,60147.3
E01002852,512150
E01002853,63309.4
E01002854,131471
E01002855,105634
E01002856,76156.3
E01002857,61233.3
E01002858,58084
E01002859,128335
E01002860,108366
E01002861,86739.9
E01002862,43876.3
E01002863,125857
E01002864,297627
E01002865,130493
E01002866,156774
E01002867,104940
E01002868,247644
E01002869,101387
E01002870,127267
E01002871,130056
E01002872,98002.6
E01002873,129726
E01002874,82817.6
E01002875,159071
E01002876,126741
E01002877,168028
E01002878,120695
E01002879,84905.3
E01002880,64488.7
E01002881,58046.5
E01002882,117856
E01002883,116348
E01002884,76191.6
E01002885,52958.2
E01002886,123242
E01002887,73785.3
E01002888,83339.1
E01002889,115862
E01002890,156840
E01002891,99093.4
E01002892,75278.6
E01002893,101199
E01002894,98550.4
E01002896,115383
E01002897,142911
E01002898,128561
E01002899,71224.7
E01002900,134192
E01002901,327294
E01002902,139071
E01002903,109841
E01002904,99770.5
E01002905,165944
E01002906,192723
E01002907,51209.7
E01002908,97557
E01002909,99665.7
E01002910,141617
E01002911,121852
E01002912,112791
E01002913,107916
E01002914,177028
E01002915,292897
E01002916,439904
E01002917,279329
E01002918,433130
E01002919,770635
E01002920,465069
E01002921,171813
E01002922,318473
E01002923,117303
E01002924,318366
E01002925,231019
E01002926,288528
E01002927,218401
E01002928,255683
E01002929,604027
E01002930,268154
E01002931,305330
E01002932,232690
E01002933,165000
E01002934,206463
E01002935,189217
E01002937,148539
E01002938,238098
E01002939,263552
E01002940,220059
E01002941,617925
E01002942,213461
E01002943,306641
E01002944,301250
E01002945,246747
E01002946,468947
E01002947,291688
E01002948,5242030
E01002949,301289
E01002950,966212
E01002951,220605
E01002952,1426190
E01002953,1162860
E01002954,228005
E01002955,489936
E01002956,640107
E01002957,234089
E01002958,179535
E01002959,423669
E01002960,268666
E01002961,342905
E01002962,242120
E01002963,188676
E01002964,313720
E01002965,353885
E01002966,498743
E01002967,197986
E01002968,556580
E01002969,68462.8
E01002970,289854
E01002971,317916
E01002972,168119
E01002973,296914
E01002974,208407
E01002975,296351
E01002976,282425
E01002977,300333
E01002978,360850
E01002979,336097
E01002980,230439
E01002981,380616
E01002982,258128
E01002983,642371
E01002984,272899
E01002985,168540
E01002986,436452
E01002987,212654
E01002988,282903
E01002989,152389
E01002990,167856
E01002991,231132
E01002992,329971
E01002993,164670
E01002994,316274
E01002995,415756
E01002996,197141
E01002997,236515
E01002998,145943
E01002999,188924
E01003000,1150160
E01003001,368660
E01003002,302612
E01003003,228352
E01003004,309323
E01003005,231198
E01003006,323852
E01003007,201022
E01003008,200302
E01003009,299870
E01003010,303819
E01003011,251513
E01003013,347361
E01003014,186615
E01003015,94041.1
E01003016,165364
E01003017,131240
E01003018,151233
E01003019,150315
E01003020,144302
E01003021,162703
E01003022,114555
E01003023,124645
E01003024,125186
E01003025,156039
E01003026,346511
E01003027,122966
E01003028,138161
E01003029,148814
E01003030,165302
E01003031,90376.8
E01003032,182278
E01003033,148614
E01003034,111971
E01003035,116882
E01003036,114701
E01003037,115117
E01003038,130934
E01003039,183622
E01003040,154836
E01003041,97787.2
E01003042,93592.8
E01003043,102536
E01003044,66575
E01003045,114260
E01003046,95017.8
E01003047,182180
E01003048,123182
E01003049,117391
E01003050,98170.6
E01003051,179956
E01003052,126664
E01003053,116530
E01003054,87257.3
E01003055,135361
E01003056,85398.2
E01003057,96310.7
E01003058,88825.3
E01003059,75803.1
E01003060,84858.8
E01003061,80009.4
E01003062,133691
E01003063,121231
E01003064,154543
E01003065,127641
E01003066,338174
E01003067,150201
E01003068,176366
E01003069,238406
E01003070,125826
E01003071,174354
E01003072,211755
E01003073,173393
E01003074,708640
E01003075,78764.5
E01003076,379934
E01003077,102931
E01003078,200517
E01003079,221538
E01003080,128284
E01003081,209127
E01003082,126208
E01003083,145317
E01003084,143656
E01003085,222207
E01003086,144818
E01003087,133501
E01003088,94537.8
E01003089,133208
E01003090,138449
E01003091,78537.7
E01003092,159519
E01003093,73900.7
E01003094,79292.1
E01003095,156034
E01003096,144957
E01003097,98704.7
E01003098,81352
E01003099,300246
E01003100,105266
E01003101,117834
E01003102,168008
E01003104,81764.7
E01003105,98995.8
E01003106,121128
E01003107,124723
E01003108,77047.3
E01003110,152872
E01003111,71737.8
E01003112,147476
E01003113,160616
E01003114,200891
E01003115,108486
E01003116,280735
E01003117,165992
E01003118,215582
E01003119,170755
E01003120,146023
E01003121,61419.9
E01003122,97714.6
E01003123,145696
E01003124,79924.8
E01003125,72390.7
E01003126,99371.7
E01003127,135402
E01003128,86797.8
E01003129,85150.2
E01003130,149606
E01003131,182517
E01003132,144554
E01003133,171723
E01003134,157684
E01003135,102656
E01003136,115715
E01003137,111021
E01003138,135093
E01003139,130950
E01003140,141293
E01003141,163183
E01003142,131656
E01003143,160187
E01003144,508544
E01003145,164553
E01003146,124795
E01003147,177238
E01003148,191985
E01003149,266589
E01003150,164626
E01003151,133161
E01003152,222446
E01003153,123132
E01003154,185430
E01003155,162047
E01003156,116258
E01003157,165824
E01003158,123622
E01003159,141907
E01003160,101994
E01003161,121365
E01003162,110386
E01003163,201341
E01003164,179359
E01003165,182163
E01003166,234468
E01003167,200225
E01003168,201615
E01003169,192988
E01003170,324239
E01003171,107149
E01003172,124282
E01003173,125370
E01003174,152643
E01003175,120934
E01003176,126961
E01003177,98120.8
E01003178,106423
E01003179,74069.5
E01003180,141990
E01003181,81954.4
E01003182,182216
E01003183,151867
E01003184,55379.1
E01003185,86386.3
E01003186,208448
E01003187,142362
E01003188,81734.2
E01003189,188564
E01003190,328345
E01003191,199873
E01003192,1018510
E01003193,346685
E01003194,333022
E01003195,196076
E01003196,267335
E01003197,211413
E01003198,168550
E01003199,316631
E01003200,747205
E01003201,156611
E01003202,227710
E01003203,144656
E01003204,255441
E01003205,89043.9
E01003206,207165
E01003207,121230
E01003209,125689
E01003210,192016
E01003211,202151
E01003212,223529
E01003213,217519
E01003214,157512
E01003215,210255
E01003216,213924
E01003217,161304
E01003218,141054
E01003219,209761
E01003220,181410
E01003221,330776
E01003222,183084
E01003223,296781
E01003224,151998
E01003225,212394
E01003226,175941
E01003227,245114
E01003228,143830
E01003229,211546
E01003230,213351
E01003231,174566
E01003232,204133
E01003233,140905
E01003235,490072
E01003236,178557
E01003237,266044
E01003238,125648
E01003239,217668
E01003240,216886
E01003241,282502
E01003243,238761
E01003244,65635.5
E01003245,108993
E01003246,238885
E01003247,196765
E01003248,257047
E01003249,116620
E01003251,226025
E01003252,72596.6
E01003253,145507
E01003254,320275
E01003255,183659
E01003256,222696
E01003257,218268
E01003258,121933
E01003259,208324
E01003260,211089
E01003261,181922
E01003262,160626
E01003263,353781
E01003264,224520
E01003265,232561
E01003266,170441
E01003267,330698
E01003268,295679
E01003269,207635
E01003270,279672
E01003271,299927
E01003272,150212
E01003273,183242
E01003274,148693
E01003275,194632
E01003276,462063
E01003277,135019
E01003278,148060
E01003279,180812
E01003280,203375
E01003281,351942
E01003282,217865
E01003283,230566
E01003284,158586
E01003285,219126
E01003286,189905
E01003287,245250
E01003288,171310
E01003290,144378
E01003291,278431
E01003292,131455
E01003293,112306
E01003295,182819
E01003297,374394
E01003298,137520
E01003299,152394
E01003300,115737
E01003301,216379
E01003302,123972
E01003303,225941
E01003304,171598
E01003305,112849
E01003307,144651
E01003308,160221
E01003309,160207
E01003310,157919
E01003311,187655
E01003312,198936
E01003313,234147
E01003314,151322
E01003315,146132
E01003316,145142
E01003318,349124
E01003319,133733
E01003320,183411
E01003321,164244
E01003322,149591
E01003323,172594
E01003324,93669.1
E01003325,134210
E01003326,138206
E01003327,205360
E01003328,192078
E01003329,175805
E01003330,261464
E01003331,155456
E01003332,202093
E01003333,122719
E01003334,169925
E01003335,117307
E01003336,127813
E01003337,130618
E01003338,139481
E01003339,149616
E01003340,177631
E01003341,179330
E01003342,168171
E01003343,128869
E01003344,185201
E01003345,155657
E01003346,345795
E01003347,143091
E01003348,324321
E01003349,138314
E01003350,242470
E01003351,182064
E01003352,222057
E01003353,256219
E01003354,364427
E01003355,142959
E01003356,452172
E01003357,331541
E01003358,154277
E01003359,168171
E01003360,141366
E01003361,211329
E01003362,424052
E01003363,461621
E01003364,220238
E01003365,335010
E01003366,566610
E01003368,153288
E01003369,92655.6
E01003370,153952
E01003371,124618
E01003372,127987
E01003373,168267
E01003374,336327
E01003375,1818270
E01003376,197972
E01003377,111522
E01003378,224603
E01003379,134201
E01003380,230621
E01003381,159119
E01003382,161713
E01003383,251073
E01003384,149105
E01003385,200411
E01003386,160283
E01003387,232496
E01003388,145862
E01003389,184487
E01003390,93074.2
E01003391,87152.7
E01003392,243640
E01003393,75884
E01003394,157853
E01003395,216468
E01003396,98285.4
E01003397,127504
E01003398,209117
E01003399,129771
E01003400,177864
E01003401,178897
E01003402,231100
E01003403,249218
E01003404,214173
E01003405,278565
E01003406,189129
E01003407,197399
E01003408,162199
E01003409,227538
E01003410,126464
E01003411,211433
E01003412,208888
E01003413,300593
E01003414,225624
E01003415,216925
E01003416,320490
E01003417,296799
E01003418,152502
E01003419,606092
E01003420,192634
E01003421,271097
E01003422,290055
E01003423,203655
E01003424,299017
E01003425,273240
E01003426,395245
E01003427,345033
E01003428,303008
E01003429,146553
E01003430,120375
E01003431,128038
E01003432,494959
E01003433,273206
E01003434,181620
E01003435,814014
E01003436,215000
E01003437,389332
E01003438,192997
E01003439,368956
E01003440,453197
E01003441,217823
E01003442,254922
E01003443,219443
E01003444,264996
E01003445,480760
E01003446,237467
E01003447,397595
E01003448,199161
E01003449,304033
E01003450,227897
E01003451,575103
E01003452,335211
E01003453,201531
E01003454,155348
E01003455,214437
E01003456,238317
E01003457,141513
E01003458,135825
E01003459,188569
E01003460,3560260
E01003461,272981
E01003462,439690
E01003463,542206
E01003464,790238
E01003465,615821
E01003466,235909
E01003467,393968
E01003468,470213
E01003469,297758
E01003470,257253
E01003471,310310
E01003472,89705.9
E01003473,206602
E01003474,604329
E01003476,171887
E01003477,184093
E01003478,333390
E01003479,299757
E01003480,287553
E01003481,522533
E01003483,244959
E01003484,99962.4
E01003485,152201
E01003486,219208
E01003487,124264
E01003488,128378
E01003489,122362
E01003490,100677
E01003491,102858
E01003492,94193.1
E01003494,104503
E01003495,118647
E01003496,188103
E01003497,678328
E01003498,235294
E01003499,169634
E01003500,734293
E01003501,155817
E01003502,154129
E01003503,147920
E01003506,105790
E01003507,145900
E01003508,130092
E01003509,102481
E01003511,91666.4
E01003512,130392
E01003513,355014
E01003514,176888
E01003515,745620
E01003516,135771
E01003517,275427
E01003518,179509
E01003519,62443.1
E01003520,132587
E01003521,134645
E01003522,77152.4
E01003523,206117
E01003524,89160.1
E01003525,129297
E01003526,107504
E01003527,164992
E01003528,86333.9
E01003529,117353
E01003530,119066
E01003531,223878
E01003532,110866
E01003533,113337
E01003534,137918
E01003535,496001
E01003536,175123
E01003537,194123
E01003538,172219
E01003539,253779
E01003540,209783
E01003541,152526
E01003542,135243
E01003543,166524
E01003544,151659
E01003545,170844
E01003546,113227
E01003547,177543
E01003548,228921
E01003549,119419
E01003550,114849
E01003551,94985.8
E01003552,107991
E01003553,102431
E01003554,99707.7
E01003555,167159
E01003556,138801
E01003557,177069
E01003558,148941
E01003559,156755
E01003560,78148.1
E01003561,79794.3
E01003562,102417
E01003563,89606.2
E01003564,109952
E01003565,89894
