,Residuals,LSOA21CD
0,0.08605093397373939,E01000001
1,-0.45155040431838284,E01000002
2,-0.5906471720980089,E01000003
3,0.7575295563187405,E01000005
4,-0.8093133678892629,E01000006
5,0.5469252237316325,E01000007
6,-0.14828652552338184,E01000008
7,-0.9004986617972459,E01000009
8,-1.0073526389818075,E01000011
9,-0.2452413144663551,E01000012
10,-0.14176858360241507,E01000013
11,0.02770925348403036,E01000014
12,0.5226560964211182,E01000015
13,0.3354253583925132,E01000016
14,-0.12177957418324625,E01000017
15,0.3623712943496911,E01000018
16,-0.4902487755822825,E01000019
17,0.1843939509340966,E01000020
18,-0.5285382463406519,E01000021
19,0.44776958024473473,E01000022
20,0.5483147186663867,E01000024
21,0.4728369615120787,E01000025
22,-0.5058214316039302,E01000027
23,-0.020293619955135123,E01000028
24,0.0685233504867627,E01000029
25,0.14187574123591906,E01000030
26,0.3019187517514125,E01000031
27,-0.20229563914885118,E01000032
28,0.0538772409191271,E01000033
29,-0.014065434396192178,E01000034
30,-0.06942876089440864,E01000035
31,-0.3487544763497979,E01000036
32,-0.23285026523680086,E01000037
33,0.5162110831516604,E01000038
34,0.04615787319443054,E01000039
35,-0.022263121290408583,E01000040
36,0.46063334482166196,E01000041
37,0.4689123520825572,E01000042
38,-0.929975482016353,E01000043
39,-0.4816350302091664,E01000044
40,-0.7894066548022116,E01000045
41,-0.03579354194894502,E01000046
42,-0.19519432848815635,E01000049
43,0.09634154628063817,E01000050
44,-0.39905983327225264,E01000051
45,0.3369977990926691,E01000052
46,-0.37964061953781414,E01000053
47,0.01972965252991854,E01000054
48,0.08633696525784679,E01000055
49,0.5231007212388232,E01000056
50,0.5674761566135356,E01000057
51,-0.03555172473607049,E01000058
52,-0.8310492803432376,E01000059
53,-0.25139817357880656,E01000060
54,0.2589898329185283,E01000061
55,-0.7464465184696687,E01000062
56,-0.10606673475374373,E01000063
57,0.07147616992624219,E01000064
58,0.06623615782927644,E01000065
59,0.2796432929628222,E01000066
60,-0.035153187210236414,E01000067
61,0.35862276931102155,E01000068
62,-0.11877875841700457,E01000069
63,0.1261338287057657,E01000070
64,-0.10872422391050318,E01000071
65,0.2862321246515276,E01000072
66,0.11379368530060965,E01000073
67,0.10794904575061529,E01000074
68,0.2511939881046491,E01000075
69,0.4862715657576931,E01000076
70,0.502747269129604,E01000077
71,-0.10883054850356094,E01000078
72,0.18958798073176353,E01000079
73,-0.049949720015981414,E01000080
74,0.10080328438507269,E01000081
75,0.43510046132928304,E01000082
76,-0.3648651611313978,E01000083
77,-0.19713444537238234,E01000084
78,0.3969150620310351,E01000085
79,0.16898701736079835,E01000086
80,0.41883575850005134,E01000087
81,-0.3717845898053921,E01000088
82,-0.35299311078471873,E01000089
83,-0.4175793887652076,E01000090
84,-0.04140385849242223,E01000091
85,-0.12311495412735751,E01000093
86,-0.5200988560822289,E01000094
87,0.03493123945113924,E01000095
88,-0.35334293401129196,E01000096
89,-0.13260361391182274,E01000097
90,0.22245974485900685,E01000098
91,0.04497840009498519,E01000099
92,-0.7203234287370686,E01000100
93,0.039559459611633985,E01000101
94,-0.0008373359874006558,E01000102
95,0.4710476258029167,E01000103
96,0.41172691211096113,E01000104
97,-0.13657678450771393,E01000105
98,0.06941004985148647,E01000106
99,0.24496111136136248,E01000107
100,-0.046915277125264665,E01000108
101,0.5516357760636341,E01000110
102,-0.47997282966962374,E01000111
103,0.22661606301992948,E01000112
104,-0.4301075311826694,E01000113
105,-0.5147880919772112,E01000114
106,-0.17571360236830613,E01000115
107,0.19417425676255542,E01000116
108,0.04373840768650371,E01000117
109,0.16417512002174656,E01000118
110,0.2703672328369579,E01000119
111,-0.016351481928173137,E01000120
112,0.18810083426680738,E01000121
113,0.1807831951054188,E01000122
114,0.1865801868617238,E01000123
115,0.3548175560358587,E01000124
116,0.19452772881157995,E01000126
117,0.44002552592642963,E01000127
118,0.3482531808810272,E01000128
119,0.4411443858526216,E01000129
120,-0.717967635460055,E01000130
121,0.09961540563975362,E01000131
122,0.05549963114361012,E01000132
123,0.4067939552043039,E01000133
124,0.6503474402762739,E01000134
125,-0.17173343508188652,E01000135
126,-0.16414582763429636,E01000136
127,0.08415412409275791,E01000137
128,0.18419053682544012,E01000138
129,0.21295796342495274,E01000139
130,-0.2571407461933997,E01000140
131,0.42023828259974344,E01000141
132,-0.6958258783543865,E01000142
133,-0.032669289992235555,E01000143
134,-0.5775447741871077,E01000144
135,0.0976599335124766,E01000145
136,-0.24309228809786296,E01000146
137,0.12398888698766511,E01000147
138,0.4161057309317424,E01000150
139,-0.757264098071628,E01000151
140,-0.28920595475494026,E01000152
141,0.33914060479251074,E01000153
142,0.16705677951707243,E01000154
143,0.4145740151921104,E01000156
144,-0.48524146207620045,E01000157
145,0.19106931617022138,E01000158
146,0.03130588760369289,E01000159
147,-0.6838425047245743,E01000160
148,0.3990382335449296,E01000161
149,0.3774783990841998,E01000162
150,0.6572044056576208,E01000163
151,0.3072290354712655,E01000164
152,0.6694733411413829,E01000165
153,-0.927826325377502,E01000166
154,0.23085591694309462,E01000167
155,-0.08645221259217774,E01000168
156,-0.37543467844374845,E01000169
157,-0.5919867536679068,E01000170
158,-0.12916134441608862,E01000171
159,-0.11324095536851334,E01000172
160,0.16861941879445472,E01000173
161,0.3269681444401629,E01000174
162,-0.526196027054112,E01000175
163,0.4347756084527754,E01000176
164,0.4198870562757001,E01000177
165,0.2040119481283562,E01000178
166,-0.23361016041064364,E01000179
167,-0.13647375305925238,E01000180
168,-0.23692490965218774,E01000181
169,0.08615433897972459,E01000182
170,-0.3365764884511071,E01000183
171,0.3885921865234824,E01000184
172,0.0049061405107510385,E01000185
173,0.06963789581539852,E01000186
174,-0.8712921241874088,E01000187
175,-0.0887188935731687,E01000188
176,-0.27692204391564607,E01000189
177,0.4090770918982182,E01000190
178,0.22870612220364955,E01000191
179,0.28917168626631895,E01000192
180,0.3010833355545027,E01000193
181,-0.11448409655440372,E01000194
182,-0.7202063522298306,E01000195
183,0.24754155460001698,E01000196
184,-0.041159483405005075,E01000197
185,-0.6153638236206029,E01000198
186,-0.13145821536299065,E01000199
187,-0.015493066812423923,E01000200
188,-0.16075393358354856,E01000201
189,0.13637847450140214,E01000202
190,0.13243683331486897,E01000203
191,-0.04332251229359967,E01000204
192,0.07205748794601526,E01000205
193,-0.4293908853769378,E01000206
194,-0.17835880721664274,E01000207
195,0.06148512847385966,E01000208
196,-0.24221678792762355,E01000209
197,0.05189662458270564,E01000210
198,0.17137525018333788,E01000211
199,0.8815950569845519,E01000212
200,-0.2539125256597524,E01000213
201,0.04294014205818433,E01000214
202,-0.6498311842707615,E01000215
203,0.1368732582754822,E01000216
204,-0.44220769966611356,E01000217
205,-0.7065034927577718,E01000218
206,-1.1705327630105598,E01000219
207,-0.9445079338533239,E01000220
208,-0.2931938493304227,E01000221
209,0.23308804151263263,E01000222
210,0.19770233509224366,E01000223
211,0.08176763977844867,E01000224
212,0.0419467805152035,E01000225
213,0.16324838705412453,E01000226
214,0.17784210045397444,E01000227
215,0.15099343399757537,E01000228
216,0.35752822983778004,E01000229
217,0.2975834692382077,E01000230
218,0.3372631483668929,E01000231
219,0.0828185599546287,E01000232
220,-0.6977061141077295,E01000233
221,0.18073887418125506,E01000234
222,0.24576874923642067,E01000235
223,-1.0522443375131516,E01000236
224,-0.919877186058267,E01000237
225,0.2611025338064422,E01000238
226,-0.09462720765029281,E01000239
227,0.25178071922115686,E01000240
228,0.08475520973562253,E01000241
229,-0.072260031136641,E01000242
230,-0.7942260697387338,E01000243
231,-0.7710289434939844,E01000244
232,-0.35744653172614704,E01000245
233,-0.09217429000110325,E01000246
234,0.06442190992217867,E01000247
235,-0.07400088260085272,E01000248
236,-0.11983555279256566,E01000249
237,0.2633026874959625,E01000250
238,0.06463119229447045,E01000251
239,0.15223082782505606,E01000252
240,-0.42660588049251313,E01000253
241,-0.24808602611037825,E01000254
242,0.14292890376098444,E01000255
243,-0.4698432177526417,E01000256
244,-0.04476654343220435,E01000257
245,0.15590396238316984,E01000258
246,0.21561216010432666,E01000259
247,0.4373123390805624,E01000260
248,-0.034509333190361674,E01000261
249,-0.012057805831140328,E01000263
250,0.010112735686181647,E01000264
251,-0.5427573531479055,E01000265
252,-0.2754387935870606,E01000266
253,-0.06323564488575226,E01000267
254,-0.09900473541379073,E01000268
255,-0.05615516128241168,E01000269
256,0.05141760574778814,E01000270
257,0.1586471770758668,E01000271
258,-0.06356575080648727,E01000272
259,-0.14551472370514434,E01000273
260,0.3622015695517125,E01000274
261,-0.045452022636278226,E01000275
262,0.03816568571503781,E01000276
263,0.08425533949883315,E01000277
264,-0.02682424480649364,E01000278
265,-0.05998292403252203,E01000279
266,-0.21630043995164686,E01000280
267,-0.5009760726344596,E01000281
268,0.14477771423602884,E01000282
269,0.02352443103294455,E01000283
270,-0.33340791231559697,E01000284
271,0.21592723967176536,E01000285
272,0.1531741976887111,E01000286
273,0.4029420885740997,E01000287
274,-0.11021348968466275,E01000288
275,0.3648207748085344,E01000289
276,0.04059550420012845,E01000290
277,-0.20131771094525924,E01000291
278,-0.09234411716844405,E01000292
279,-0.11382908166062287,E01000293
280,-0.037665826124816656,E01000294
281,-0.05443028384324178,E01000295
282,0.3566566089019683,E01000296
283,0.3935180011390579,E01000297
284,0.12234746352920402,E01000298
285,-0.5440171178608302,E01000299
286,-0.04801416516549999,E01000300
287,-0.07323899874779191,E01000301
