OBJECTID,FID_gen_lo,LSOA21CD,gen,FID_gwr_ov,Observed,Cond,LocalR2,Predicted,Intercept,park_density,density_airbnb,NSSES_1_and_2_change_pct,NSSES_3_change_pct,NSSES_4_change_pct,NSSES_5_change_pct,NSSES_6_change_pct,NSSES_7_change_pct,converted_or_share_house_change_pct,average_chn_11_19,Resident_in_UK_4_and_Less_change_pct,1_car_or_van_in_household_change_pct,2_cars_or_vans_in_household_change_pct,income_score_change,compared_mean_price_2011,Residual,StdError,StdErr_Int,StdErrC1_p,StdErrC2_d,StdErrC3_N,StdErrC4_N,StdErrC5_N,StdErrC6_N,StdErrC7_N,StdErrC8_N,StdErrC9_c,StdErrC10_,StdErrC11_,StdErrC12_,StdErrC13_,StdErrC14_,StdErrC15_,StdResid,Source_ID,Shape_Leng,Shape_Area
187.00 ,1975.00 ,E01002076,1.00 ,1975.00 ,0.05 ,4.31 ,0.41 ,-0.07 ,-0.24 ,-0.02 ,0.17 ,0.32 ,-0.01 ,0.09 ,0.01 ,0.09 ,-0.03 ,0.04 ,-0.01 ,-0.04 ,0.00 ,0.00 ,0.12 ,-0.04 ,0.13 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.39 ,1975.00 ,2452.25 ,109599.97 
188.00 ,1976.00 ,E01002077,1.00 ,1976.00 ,0.07 ,4.31 ,0.39 ,0.26 ,-0.24 ,-0.01 ,0.16 ,0.31 ,-0.01 ,0.09 ,0.01 ,0.09 ,-0.03 ,0.04 ,0.01 ,-0.03 ,-0.01 ,-0.01 ,0.11 ,-0.04 ,-0.19 ,0.32 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.60 ,1976.00 ,2123.55 ,143223.25 
189.00 ,1977.00 ,E01002078,1.00 ,1977.00 ,0.16 ,4.77 ,0.42 ,0.29 ,-0.23 ,-0.03 ,0.15 ,0.28 ,-0.01 ,0.08 ,0.00 ,0.07 ,-0.02 ,0.02 ,0.02 ,-0.03 ,0.00 ,-0.01 ,0.07 ,-0.05 ,-0.13 ,0.33 ,0.04 ,0.03 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.41 ,1977.00 ,3111.26 ,280569.55 
190.00 ,1984.00 ,E01002086,1.00 ,1984.00 ,0.27 ,4.32 ,0.36 ,0.61 ,-0.22 ,0.00 ,0.11 ,0.29 ,0.01 ,0.08 ,0.01 ,0.09 ,-0.02 ,0.04 ,0.05 ,0.00 ,-0.03 ,-0.04 ,0.07 ,-0.02 ,-0.34 ,0.32 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,-1.07 ,1984.00 ,3253.71 ,239951.00 
191.00 ,1999.00 ,E01002101,1.00 ,1999.00 ,0.16 ,4.18 ,0.37 ,0.13 ,-0.20 ,0.02 ,0.10 ,0.35 ,0.00 ,0.06 ,-0.01 ,0.11 ,-0.02 ,0.07 ,0.04 ,-0.03 ,-0.02 ,0.03 ,0.15 ,-0.01 ,0.04 ,0.32 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.12 ,1999.00 ,3349.43 ,203592.16 
192.00 ,2001.00 ,E01002103,1.00 ,2001.00 ,0.11 ,4.12 ,0.36 ,-0.23 ,-0.20 ,0.02 ,0.09 ,0.33 ,0.00 ,0.06 ,0.00 ,0.11 ,-0.02 ,0.06 ,0.05 ,-0.02 ,-0.03 ,0.01 ,0.13 ,-0.01 ,0.34 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,1.04 ,2001.00 ,2409.36 ,172936.04 
193.00 ,2109.00 ,E01002217,1.00 ,2109.00 ,0.10 ,4.71 ,0.52 ,0.23 ,-0.24 ,-0.05 ,-0.20 ,0.53 ,0.03 ,0.05 ,-0.04 ,0.01 ,-0.08 ,-0.03 ,0.06 ,-0.03 ,-0.01 ,-0.03 ,0.24 ,-0.01 ,-0.13 ,0.31 ,0.04 ,0.03 ,0.11 ,0.04 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.05 ,0.05 ,0.02 ,0.03 ,0.02 ,0.04 ,0.04 ,-0.43 ,2109.00 ,1929.18 ,149860.04 
194.00 ,2562.00 ,E01002695,1.00 ,2562.00 ,0.10 ,15.44 ,0.55 ,0.20 ,-0.09 ,0.01 ,-0.06 ,0.33 ,0.04 ,0.01 ,0.03 ,0.06 ,0.03 ,0.02 ,0.07 ,0.05 ,-0.01 ,-0.04 ,0.03 ,0.02 ,-0.10 ,0.33 ,0.10 ,0.02 ,0.08 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,-0.30 ,2562.00 ,2306.54 ,118524.69 
195.00 ,2563.00 ,E01002696,1.00 ,2563.00 ,0.06 ,15.49 ,0.56 ,0.06 ,-0.09 ,0.01 ,-0.05 ,0.33 ,0.05 ,0.00 ,0.03 ,0.06 ,0.03 ,0.02 ,0.07 ,0.06 ,-0.01 ,-0.04 ,0.04 ,0.01 ,0.00 ,0.33 ,0.10 ,0.02 ,0.08 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,-0.01 ,2563.00 ,2303.44 ,149571.36 
196.00 ,2564.00 ,E01002697,1.00 ,2564.00 ,0.08 ,15.23 ,0.55 ,0.16 ,-0.08 ,0.01 ,-0.06 ,0.33 ,0.04 ,0.01 ,0.03 ,0.05 ,0.03 ,0.02 ,0.06 ,0.04 ,-0.01 ,-0.04 ,0.03 ,0.02 ,-0.08 ,0.30 ,0.10 ,0.02 ,0.08 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,-0.27 ,2564.00 ,2098.76 ,109668.54 
197.00 ,2565.00 ,E01002698,1.00 ,2565.00 ,0.07 ,12.62 ,0.57 ,-0.06 ,-0.12 ,0.00 ,-0.03 ,0.32 ,0.05 ,0.02 ,0.04 ,0.06 ,0.04 ,0.03 ,0.06 ,0.07 ,0.00 ,-0.04 ,0.03 ,0.00 ,0.13 ,0.33 ,0.08 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,0.39 ,2565.00 ,1564.02 ,109247.59 
198.00 ,2574.00 ,E01002708,1.00 ,2574.00 ,0.07 ,11.87 ,0.55 ,0.15 ,-0.08 ,0.01 ,-0.05 ,0.33 ,0.04 ,0.02 ,0.03 ,0.05 ,0.04 ,0.03 ,0.04 ,0.05 ,-0.01 ,-0.04 ,0.03 ,0.02 ,-0.07 ,0.33 ,0.08 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,-0.22 ,2574.00 ,2934.54 ,336390.71 
199.00 ,2578.00 ,E01002712,1.00 ,2578.00 ,0.19 ,12.08 ,0.56 ,0.40 ,-0.10 ,0.01 ,-0.04 ,0.33 ,0.04 ,0.02 ,0.04 ,0.06 ,0.04 ,0.03 ,0.05 ,0.06 ,-0.01 ,-0.04 ,0.03 ,0.01 ,-0.22 ,0.30 ,0.08 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,-0.72 ,2578.00 ,2430.67 ,117425.93 
200.00 ,2584.00 ,E01002718,1.00 ,2584.00 ,0.05 ,13.34 ,0.56 ,0.11 ,-0.24 ,0.00 ,0.07 ,0.31 ,0.04 ,0.02 ,0.05 ,0.05 ,0.04 ,0.03 ,0.08 ,0.08 ,0.01 ,-0.02 ,0.06 ,-0.01 ,-0.06 ,0.33 ,0.08 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,-0.18 ,2584.00 ,2050.21 ,99680.40 
201.00 ,2587.00 ,E01002721,1.00 ,2587.00 ,0.08 ,14.51 ,0.56 ,0.07 ,-0.21 ,0.00 ,0.04 ,0.31 ,0.04 ,0.01 ,0.05 ,0.05 ,0.04 ,0.03 ,0.07 ,0.08 ,0.00 ,-0.02 ,0.06 ,-0.02 ,0.00 ,0.33 ,0.09 ,0.02 ,0.07 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,0.01 ,2587.00 ,1737.09 ,121249.22 
202.00 ,2588.00 ,E01002722,1.00 ,2588.00 ,0.08 ,14.33 ,0.56 ,0.11 ,-0.20 ,0.00 ,0.04 ,0.32 ,0.04 ,0.01 ,0.05 ,0.05 ,0.04 ,0.03 ,0.08 ,0.08 ,0.00 ,-0.02 ,0.05 ,-0.02 ,-0.03 ,0.33 ,0.08 ,0.02 ,0.07 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,-0.08 ,2588.00 ,1547.50 ,84465.75 
203.00 ,2599.00 ,E01002734,1.00 ,2599.00 ,0.11 ,7.62 ,0.53 ,0.18 ,-0.15 ,-0.01 ,0.02 ,0.30 ,0.02 ,0.06 ,0.05 ,0.06 ,0.03 ,0.04 ,0.06 ,0.09 ,0.00 ,-0.05 ,0.03 ,-0.01 ,-0.07 ,0.31 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,-0.23 ,2599.00 ,2325.00 ,117852.58 
204.00 ,2600.00 ,E01002735,1.00 ,2600.00 ,0.03 ,7.15 ,0.51 ,-0.28 ,-0.15 ,-0.01 ,0.02 ,0.30 ,0.02 ,0.06 ,0.04 ,0.06 ,0.03 ,0.04 ,0.06 ,0.08 ,-0.01 ,-0.05 ,0.03 ,0.00 ,0.31 ,0.32 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,0.95 ,2600.00 ,1882.38 ,107283.76 
205.00 ,2604.00 ,E01002739,1.00 ,2604.00 ,0.04 ,10.54 ,0.57 ,0.06 ,-0.15 ,-0.01 ,0.01 ,0.31 ,0.04 ,0.04 ,0.05 ,0.06 ,0.04 ,0.04 ,0.07 ,0.09 ,0.00 ,-0.04 ,0.03 ,-0.01 ,-0.02 ,0.33 ,0.07 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,-0.07 ,2604.00 ,2264.26 ,118746.25 
206.00 ,2608.00 ,E01002743,1.00 ,2608.00 ,0.13 ,9.45 ,0.55 ,0.27 ,-0.21 ,-0.02 ,0.06 ,0.29 ,0.03 ,0.06 ,0.05 ,0.05 ,0.04 ,0.03 ,0.08 ,0.08 ,0.01 ,-0.04 ,0.04 ,-0.02 ,-0.13 ,0.33 ,0.06 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.03 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,-0.40 ,2608.00 ,2055.33 ,95750.57 
207.00 ,2615.00 ,E01002752,1.00 ,2615.00 ,0.10 ,9.53 ,0.56 ,0.25 ,-0.17 ,-0.01 ,0.03 ,0.30 ,0.03 ,0.05 ,0.05 ,0.06 ,0.04 ,0.04 ,0.07 ,0.09 ,0.01 ,-0.04 ,0.03 ,-0.02 ,-0.15 ,0.33 ,0.06 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,-0.44 ,2615.00 ,1711.97 ,88620.88 
208.00 ,2623.00 ,E01002760,1.00 ,2623.00 ,0.08 ,6.51 ,0.50 ,-0.02 ,-0.12 ,0.01 ,-0.01 ,0.30 ,0.02 ,0.03 ,0.03 ,0.07 ,0.03 ,0.05 ,0.02 ,0.08 ,-0.02 ,-0.04 ,0.03 ,-0.01 ,0.10 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,0.29 ,2623.00 ,1795.39 ,90473.57 
209.00 ,2628.00 ,E01002766,1.00 ,2628.00 ,0.07 ,10.68 ,0.55 ,0.25 ,-0.08 ,0.01 ,-0.04 ,0.33 ,0.04 ,0.02 ,0.04 ,0.05 ,0.04 ,0.04 ,0.04 ,0.06 ,-0.01 ,-0.04 ,0.03 ,0.01 ,-0.18 ,0.32 ,0.07 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,-0.55 ,2628.00 ,1934.13 ,140586.51 
210.00 ,2630.00 ,E01002768,1.00 ,2630.00 ,0.08 ,8.30 ,0.54 ,0.02 ,-0.07 ,0.02 ,-0.04 ,0.33 ,0.02 ,0.01 ,0.03 ,0.05 ,0.04 ,0.05 ,-0.01 ,0.07 ,-0.02 ,-0.03 ,0.04 ,-0.01 ,0.06 ,0.33 ,0.06 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.03 ,0.03 ,0.04 ,0.03 ,0.02 ,0.19 ,2630.00 ,1541.45 ,104187.98 
211.00 ,2632.00 ,E01002770,1.00 ,2632.00 ,0.13 ,6.75 ,0.50 ,0.31 ,-0.08 ,0.02 ,-0.03 ,0.31 ,0.02 ,0.01 ,0.03 ,0.05 ,0.04 ,0.06 ,-0.01 ,0.08 ,-0.03 ,-0.03 ,0.04 ,-0.01 ,-0.18 ,0.32 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.04 ,0.03 ,0.02 ,-0.57 ,2632.00 ,2651.13 ,210592.33 
212.00 ,2634.00 ,E01002772,1.00 ,2634.00 ,0.10 ,7.04 ,0.52 ,0.27 ,-0.10 ,0.01 ,-0.02 ,0.31 ,0.02 ,0.02 ,0.03 ,0.06 ,0.04 ,0.05 ,0.00 ,0.08 ,-0.02 ,-0.04 ,0.03 ,-0.01 ,-0.18 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.04 ,0.03 ,0.02 ,-0.53 ,2634.00 ,1602.77 ,105410.44 
213.00 ,2636.00 ,E01002774,1.00 ,2636.00 ,0.05 ,7.52 ,0.53 ,0.09 ,-0.09 ,0.01 ,-0.03 ,0.32 ,0.02 ,0.02 ,0.04 ,0.06 ,0.04 ,0.05 ,0.01 ,0.08 ,-0.02 ,-0.04 ,0.03 ,-0.01 ,-0.05 ,0.33 ,0.06 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.03 ,0.03 ,0.04 ,0.03 ,0.02 ,-0.14 ,2636.00 ,2909.79 ,177916.48 
214.00 ,2638.00 ,E01002776,1.00 ,2638.00 ,0.08 ,11.89 ,0.56 ,0.13 ,-0.25 ,-0.01 ,0.09 ,0.30 ,0.04 ,0.03 ,0.05 ,0.05 ,0.04 ,0.03 ,0.08 ,0.08 ,0.02 ,-0.02 ,0.05 ,-0.02 ,-0.05 ,0.33 ,0.07 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,-0.16 ,2638.00 ,2005.86 ,113370.37 
215.00 ,2643.00 ,E01002781,1.00 ,2643.00 ,0.07 ,10.84 ,0.57 ,0.12 ,-0.22 ,-0.01 ,0.06 ,0.30 ,0.04 ,0.04 ,0.05 ,0.05 ,0.04 ,0.03 ,0.08 ,0.09 ,0.01 ,-0.03 ,0.04 ,-0.02 ,-0.04 ,0.33 ,0.07 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,-0.13 ,2643.00 ,1679.54 ,90229.15 
216.00 ,2647.00 ,E01002785,1.00 ,2647.00 ,0.09 ,8.19 ,0.55 ,0.25 ,-0.09 ,0.01 ,-0.03 ,0.32 ,0.02 ,0.03 ,0.04 ,0.06 ,0.04 ,0.05 ,0.02 ,0.09 ,-0.01 ,-0.04 ,0.03 ,-0.01 ,-0.16 ,0.33 ,0.06 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,-0.47 ,2647.00 ,1748.15 ,142861.89 
217.00 ,2649.00 ,E01002787,1.00 ,2649.00 ,0.06 ,9.23 ,0.56 ,0.36 ,-0.09 ,0.01 ,-0.04 ,0.33 ,0.03 ,0.03 ,0.04 ,0.06 ,0.04 ,0.05 ,0.03 ,0.08 ,-0.01 ,-0.04 ,0.03 ,0.00 ,-0.30 ,0.33 ,0.06 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,-0.90 ,2649.00 ,2250.58 ,110089.35 
218.00 ,2654.00 ,E01002792,1.00 ,2654.00 ,0.08 ,14.05 ,0.57 ,-0.08 ,-0.13 ,0.00 ,-0.02 ,0.32 ,0.05 ,0.01 ,0.04 ,0.06 ,0.04 ,0.03 ,0.07 ,0.07 ,0.00 ,-0.04 ,0.04 ,-0.01 ,0.16 ,0.34 ,0.09 ,0.02 ,0.07 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,0.47 ,2654.00 ,1814.95 ,106238.03 
219.00 ,2656.00 ,E01002794,1.00 ,2656.00 ,0.06 ,15.29 ,0.56 ,0.08 ,-0.11 ,0.00 ,-0.04 ,0.33 ,0.05 ,0.00 ,0.04 ,0.06 ,0.04 ,0.03 ,0.07 ,0.06 ,-0.01 ,-0.04 ,0.04 ,0.00 ,-0.02 ,0.33 ,0.09 ,0.02 ,0.07 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,-0.07 ,2656.00 ,2618.31 ,182885.32 
220.00 ,2660.00 ,E01002798,1.00 ,2660.00 ,0.07 ,15.99 ,0.56 ,-0.17 ,-0.16 ,0.00 ,0.00 ,0.32 ,0.05 ,0.00 ,0.05 ,0.05 ,0.04 ,0.03 ,0.08 ,0.07 ,-0.01 ,-0.02 ,0.06 ,-0.02 ,0.23 ,0.32 ,0.10 ,0.02 ,0.07 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.03 ,0.72 ,2660.00 ,2078.29 ,141201.23 
221.00 ,2665.00 ,E01002804,1.00 ,2665.00 ,0.06 ,6.54 ,0.50 ,-0.01 ,-0.13 ,0.00 ,0.00 ,0.30 ,0.02 ,0.05 ,0.04 ,0.07 ,0.03 ,0.05 ,0.04 ,0.08 ,-0.02 ,-0.05 ,0.03 ,0.00 ,0.07 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,0.22 ,2665.00 ,1829.62 ,109221.04 
222.00 ,2666.00 ,E01002805,1.00 ,2666.00 ,0.12 ,6.65 ,0.50 ,0.23 ,-0.15 ,0.00 ,0.02 ,0.30 ,0.02 ,0.05 ,0.04 ,0.06 ,0.03 ,0.04 ,0.05 ,0.08 ,-0.01 ,-0.05 ,0.02 ,0.00 ,-0.11 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,-0.35 ,2666.00 ,2908.53 ,126757.28 
223.00 ,2667.00 ,E01002806,1.00 ,2667.00 ,0.14 ,6.71 ,0.50 ,0.02 ,-0.14 ,0.00 ,0.01 ,0.30 ,0.02 ,0.05 ,0.04 ,0.07 ,0.03 ,0.04 ,0.04 ,0.08 ,-0.01 ,-0.05 ,0.03 ,0.00 ,0.12 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,0.38 ,2667.00 ,2163.80 ,111547.28 
224.00 ,2671.00 ,E01002810,1.00 ,2671.00 ,0.07 ,7.63 ,0.54 ,0.23 ,-0.11 ,0.01 ,-0.02 ,0.31 ,0.02 ,0.04 ,0.04 ,0.06 ,0.04 ,0.05 ,0.03 ,0.09 ,-0.01 ,-0.04 ,0.03 ,-0.01 ,-0.15 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,-0.46 ,2671.00 ,1563.90 ,82753.55 
225.00 ,2673.00 ,E01002812,1.00 ,2673.00 ,0.15 ,12.50 ,0.36 ,0.13 ,-0.16 ,0.04 ,0.11 ,0.23 ,-0.02 ,0.04 ,-0.02 ,-0.03 ,-0.01 ,0.04 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.08 ,0.02 ,0.03 ,0.32 ,0.06 ,0.01 ,0.06 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,0.09 ,2673.00 ,1416.04 ,90189.94 
226.00 ,2693.00 ,E01002834,1.00 ,2693.00 ,0.08 ,12.40 ,0.38 ,-0.12 ,-0.18 ,0.04 ,0.12 ,0.23 ,-0.02 ,0.04 ,-0.02 ,-0.02 ,-0.01 ,0.05 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.10 ,0.02 ,0.20 ,0.33 ,0.06 ,0.01 ,0.06 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,0.61 ,2693.00 ,1444.91 ,60934.63 
227.00 ,2695.00 ,E01002836,1.00 ,2695.00 ,0.11 ,12.89 ,0.38 ,-0.02 ,-0.20 ,0.03 ,0.13 ,0.23 ,-0.02 ,0.04 ,-0.02 ,-0.02 ,-0.01 ,0.04 ,0.03 ,0.00 ,0.00 ,-0.01 ,0.11 ,0.02 ,0.13 ,0.33 ,0.07 ,0.01 ,0.06 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,0.40 ,2695.00 ,1103.67 ,73771.24 
228.00 ,2696.00 ,E01002837,1.00 ,2696.00 ,0.06 ,13.02 ,0.39 ,0.00 ,-0.22 ,0.03 ,0.14 ,0.23 ,-0.02 ,0.04 ,-0.02 ,-0.02 ,-0.01 ,0.04 ,0.04 ,0.00 ,0.00 ,0.00 ,0.12 ,0.02 ,0.06 ,0.32 ,0.07 ,0.01 ,0.06 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,0.17 ,2696.00 ,1279.53 ,63735.72 
229.00 ,2699.00 ,E01002841,1.00 ,2699.00 ,0.06 ,10.57 ,0.44 ,0.09 ,-0.23 ,0.04 ,0.13 ,0.22 ,-0.02 ,0.04 ,-0.02 ,0.00 ,-0.02 ,0.06 ,0.05 ,0.01 ,0.01 ,-0.01 ,0.16 ,0.02 ,-0.03 ,0.32 ,0.06 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.04 ,0.01 ,-0.10 ,2699.00 ,1591.92 ,111695.73 
230.00 ,2706.00 ,E01002848,1.00 ,2706.00 ,0.08 ,10.90 ,0.38 ,0.20 ,-0.16 ,0.04 ,0.11 ,0.23 ,-0.02 ,0.04 ,-0.03 ,-0.02 ,-0.02 ,0.05 ,0.00 ,0.01 ,0.01 ,-0.02 ,0.10 ,0.02 ,-0.13 ,0.33 ,0.06 ,0.01 ,0.05 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,-0.39 ,2706.00 ,1433.51 ,80610.44 
231.00 ,2708.00 ,E01002850,1.00 ,2708.00 ,0.15 ,12.05 ,0.37 ,-0.12 ,-0.17 ,0.04 ,0.12 ,0.23 ,-0.02 ,0.04 ,-0.02 ,-0.02 ,-0.02 ,0.05 ,0.01 ,0.00 ,0.00 ,-0.01 ,0.09 ,0.02 ,0.28 ,0.32 ,0.06 ,0.01 ,0.05 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,0.85 ,2708.00 ,1338.02 ,74996.46 
232.00 ,2711.00 ,E01002853,1.00 ,2711.00 ,0.06 ,8.78 ,0.40 ,0.43 ,-0.14 ,0.03 ,0.12 ,0.32 ,0.03 ,0.05 ,-0.01 ,-0.01 ,-0.02 ,0.03 ,0.04 ,0.03 ,-0.03 ,0.02 ,0.07 ,0.02 ,-0.37 ,0.32 ,0.06 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.01 ,-1.16 ,2711.00 ,1211.53 ,63309.38 
