OBJECTID,FID_gen_lo,LSOA21CD,gen,FID_gwr_ov,Observed,Cond,LocalR2,Predicted,Intercept,park_density,density_airbnb,NSSES_1_and_2_change_pct,NSSES_3_change_pct,NSSES_4_change_pct,NSSES_5_change_pct,NSSES_6_change_pct,NSSES_7_change_pct,converted_or_share_house_change_pct,average_chn_11_19,Resident_in_UK_4_and_Less_change_pct,1_car_or_van_in_household_change_pct,2_cars_or_vans_in_household_change_pct,income_score_change,compared_mean_price_2011,Residual,StdError,StdErr_Int,StdErrC1_p,StdErrC2_d,StdErrC3_N,StdErrC4_N,StdErrC5_N,StdErrC6_N,StdErrC7_N,StdErrC8_N,StdErrC9_c,StdErrC10_,StdErrC11_,StdErrC12_,StdErrC13_,StdErrC14_,StdErrC15_,StdResid,Source_ID,Shape_Leng,Shape_Area
560.00 ,4204.00 ,E01004439,1.00 ,4204.00 ,0.13 ,4.56 ,0.43 ,-0.05 ,-0.19 ,0.00 ,0.09 ,0.38 ,-0.03 ,0.03 ,0.05 ,0.08 ,0.06 ,0.03 ,-0.01 ,0.05 ,0.05 ,0.02 ,0.11 ,-0.03 ,0.18 ,0.32 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.04 ,0.03 ,0.56 ,4204.00 ,2149.94 ,147507.31 
561.00 ,4205.00 ,E01004440,1.00 ,4205.00 ,0.17 ,4.37 ,0.44 ,-0.08 ,-0.23 ,0.01 ,0.15 ,0.43 ,-0.03 ,0.03 ,0.07 ,0.10 ,0.07 ,0.02 ,-0.01 ,0.06 ,0.05 ,0.01 ,0.15 ,-0.03 ,0.24 ,0.32 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.02 ,0.03 ,0.03 ,0.04 ,0.03 ,0.76 ,4205.00 ,3162.11 ,238048.07 
562.00 ,4208.00 ,E01004443,1.00 ,4208.00 ,0.22 ,4.38 ,0.43 ,0.30 ,-0.13 ,-0.01 ,0.05 ,0.26 ,-0.02 ,0.05 ,0.01 ,0.04 ,0.00 ,0.00 ,0.04 ,-0.01 ,0.03 ,0.00 ,0.05 ,-0.02 ,-0.07 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.23 ,4208.00 ,1678.06 ,128334.94 
563.00 ,4209.00 ,E01004444,1.00 ,4209.00 ,0.24 ,4.64 ,0.44 ,0.39 ,-0.14 ,-0.02 ,0.06 ,0.26 ,-0.02 ,0.06 ,0.01 ,0.04 ,0.00 ,-0.01 ,0.04 ,-0.01 ,0.03 ,0.00 ,0.05 ,-0.02 ,-0.16 ,0.32 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.49 ,4209.00 ,2844.15 ,196687.41 
564.00 ,4210.00 ,E01004445,1.00 ,4210.00 ,0.09 ,4.58 ,0.44 ,-0.01 ,-0.13 ,-0.02 ,0.04 ,0.26 ,-0.02 ,0.05 ,0.01 ,0.03 ,0.00 ,-0.01 ,0.04 ,0.00 ,0.03 ,0.01 ,0.05 ,-0.02 ,0.10 ,0.32 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.30 ,4210.00 ,2745.38 ,171443.43 
565.00 ,4213.00 ,E01004448,1.00 ,4213.00 ,0.18 ,5.41 ,0.46 ,0.13 ,-0.15 ,-0.03 ,0.07 ,0.25 ,-0.02 ,0.06 ,0.01 ,0.03 ,0.01 ,-0.01 ,0.04 ,-0.01 ,0.03 ,0.00 ,0.05 ,-0.03 ,0.05 ,0.32 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,0.17 ,4213.00 ,3972.95 ,518201.62 
566.00 ,4222.00 ,E01004457,1.00 ,4222.00 ,0.23 ,4.07 ,0.43 ,0.24 ,-0.17 ,-0.02 ,0.11 ,0.29 ,-0.02 ,0.06 ,0.01 ,0.06 ,-0.02 ,-0.01 ,0.01 ,-0.02 ,0.02 ,-0.01 ,0.08 ,-0.01 ,-0.01 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.04 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.02 ,4222.00 ,2671.73 ,119279.28 
567.00 ,4223.00 ,E01004458,1.00 ,4223.00 ,0.15 ,4.15 ,0.43 ,0.05 ,-0.18 ,-0.02 ,0.12 ,0.29 ,-0.02 ,0.07 ,0.01 ,0.06 ,-0.02 ,-0.01 ,0.01 ,-0.03 ,0.02 ,-0.01 ,0.08 ,-0.01 ,0.10 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.31 ,4223.00 ,2293.12 ,131850.62 
568.00 ,4225.00 ,E01004460,1.00 ,4225.00 ,0.13 ,4.00 ,0.43 ,0.12 ,-0.16 ,-0.01 ,0.10 ,0.29 ,-0.02 ,0.06 ,0.02 ,0.06 ,-0.02 ,0.00 ,0.01 ,-0.02 ,0.01 ,-0.01 ,0.08 ,0.00 ,0.00 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.04 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,4225.00 ,1823.87 ,138919.76 
569.00 ,4226.00 ,E01004462,1.00 ,4226.00 ,0.25 ,4.16 ,0.43 ,0.11 ,-0.16 ,-0.02 ,0.09 ,0.28 ,-0.02 ,0.06 ,0.01 ,0.06 ,-0.01 ,-0.01 ,0.02 ,-0.02 ,0.02 ,0.00 ,0.07 ,-0.01 ,0.14 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.04 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.41 ,4226.00 ,2202.07 ,135912.20 
570.00 ,4227.00 ,E01004463,1.00 ,4227.00 ,0.19 ,3.97 ,0.44 ,0.08 ,-0.18 ,-0.01 ,0.12 ,0.30 ,-0.01 ,0.07 ,0.02 ,0.07 ,-0.03 ,0.00 ,0.00 ,-0.02 ,0.01 ,-0.01 ,0.09 ,-0.01 ,0.10 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.04 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.32 ,4227.00 ,2124.56 ,142895.89 
571.00 ,4228.00 ,E01004464,1.00 ,4228.00 ,0.14 ,4.05 ,0.40 ,0.12 ,-0.13 ,-0.01 ,0.06 ,0.28 ,-0.01 ,0.05 ,0.02 ,0.05 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,0.00 ,0.06 ,-0.01 ,0.02 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.07 ,4228.00 ,2200.31 ,114193.29 
572.00 ,4231.00 ,E01004467,1.00 ,4231.00 ,0.08 ,4.10 ,0.39 ,0.06 ,-0.13 ,-0.01 ,0.06 ,0.29 ,-0.01 ,0.04 ,0.02 ,0.05 ,0.01 ,0.00 ,0.01 ,0.01 ,0.02 ,0.00 ,0.07 ,-0.02 ,0.02 ,0.29 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.07 ,4231.00 ,3837.70 ,201198.33 
573.00 ,4234.00 ,E01004470,1.00 ,4234.00 ,0.15 ,3.96 ,0.40 ,0.02 ,-0.14 ,0.00 ,0.08 ,0.28 ,-0.01 ,0.05 ,0.02 ,0.05 ,-0.01 ,0.00 ,0.02 ,0.00 ,0.01 ,0.00 ,0.07 ,-0.01 ,0.12 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.37 ,4234.00 ,2258.04 ,144421.19 
574.00 ,4235.00 ,E01004471,1.00 ,4235.00 ,0.12 ,3.95 ,0.38 ,0.02 ,-0.14 ,-0.01 ,0.08 ,0.28 ,-0.01 ,0.05 ,0.02 ,0.05 ,-0.01 ,0.00 ,0.01 ,0.00 ,0.01 ,-0.01 ,0.07 ,-0.01 ,0.11 ,0.34 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.32 ,4235.00 ,2194.37 ,135477.22 
575.00 ,4238.00 ,E01004474,1.00 ,4238.00 ,0.06 ,6.13 ,0.51 ,-0.06 ,-0.08 ,0.01 ,0.02 ,0.19 ,0.00 ,0.01 ,0.01 ,0.00 ,0.01 ,0.06 ,0.04 ,0.02 ,0.01 ,-0.03 ,0.03 ,0.03 ,0.11 ,0.33 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.02 ,0.34 ,4238.00 ,2896.70 ,147876.75 
576.00 ,4240.00 ,E01004476,1.00 ,4240.00 ,0.07 ,6.80 ,0.50 ,-0.04 ,-0.10 ,0.01 ,0.03 ,0.19 ,0.00 ,0.01 ,0.01 ,0.00 ,0.01 ,0.06 ,0.06 ,0.02 ,0.01 ,-0.04 ,0.05 ,0.02 ,0.10 ,0.33 ,0.05 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.02 ,0.31 ,4240.00 ,2927.08 ,191710.99 
577.00 ,4244.00 ,E01004480,1.00 ,4244.00 ,0.10 ,6.55 ,0.50 ,0.06 ,-0.09 ,0.01 ,0.02 ,0.18 ,0.00 ,0.01 ,0.01 ,0.00 ,0.01 ,0.06 ,0.05 ,0.02 ,0.01 ,-0.04 ,0.03 ,0.02 ,0.03 ,0.32 ,0.05 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.02 ,0.10 ,4244.00 ,1424.84 ,77102.84 
578.00 ,4245.00 ,E01004481,1.00 ,4245.00 ,0.12 ,5.19 ,0.49 ,0.22 ,-0.06 ,0.01 ,-0.01 ,0.20 ,0.00 ,0.01 ,-0.01 ,-0.01 ,0.00 ,0.06 ,0.04 ,0.03 ,0.00 ,-0.02 ,0.02 ,0.03 ,-0.10 ,0.33 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,-0.32 ,4245.00 ,1587.37 ,102269.56 
579.00 ,4246.00 ,E01004482,1.00 ,4246.00 ,0.15 ,5.00 ,0.47 ,0.27 ,-0.06 ,0.00 ,0.00 ,0.19 ,0.00 ,0.00 ,-0.01 ,-0.02 ,0.00 ,0.05 ,0.03 ,0.02 ,-0.01 ,-0.01 ,0.01 ,0.03 ,-0.12 ,0.33 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,-0.37 ,4246.00 ,2091.88 ,119297.29 
580.00 ,4248.00 ,E01004484,1.00 ,4248.00 ,0.07 ,5.50 ,0.47 ,0.14 ,-0.07 ,0.00 ,0.01 ,0.17 ,0.00 ,0.00 ,0.00 ,-0.01 ,0.01 ,0.06 ,0.03 ,0.01 ,0.00 ,-0.01 ,0.00 ,0.03 ,-0.07 ,0.33 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.02 ,-0.20 ,4248.00 ,3271.22 ,309905.48 
581.00 ,4249.00 ,E01004485,1.00 ,4249.00 ,0.08 ,5.57 ,0.50 ,0.19 ,-0.07 ,0.01 ,0.01 ,0.19 ,0.00 ,0.01 ,0.00 ,-0.01 ,0.01 ,0.06 ,0.04 ,0.02 ,0.00 ,-0.02 ,0.02 ,0.03 ,-0.11 ,0.33 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.02 ,-0.33 ,4249.00 ,2095.23 ,152660.04 
582.00 ,4250.00 ,E01004486,1.00 ,4250.00 ,0.10 ,5.18 ,0.45 ,0.05 ,-0.07 ,0.00 ,0.01 ,0.18 ,0.00 ,0.00 ,-0.01 ,-0.02 ,0.00 ,0.05 ,0.03 ,0.01 ,0.00 ,-0.01 ,0.00 ,0.03 ,0.05 ,0.33 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,0.15 ,4250.00 ,3122.40 ,268527.55 
583.00 ,4251.00 ,E01004487,1.00 ,4251.00 ,0.15 ,5.33 ,0.48 ,0.17 ,-0.07 ,0.01 ,0.01 ,0.19 ,0.00 ,0.01 ,0.00 ,-0.01 ,0.01 ,0.06 ,0.03 ,0.02 ,0.00 ,-0.01 ,0.01 ,0.03 ,-0.02 ,0.32 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,-0.06 ,4251.00 ,1776.62 ,104835.81 
584.00 ,4252.00 ,E01004488,1.00 ,4252.00 ,0.20 ,5.35 ,0.49 ,0.11 ,-0.07 ,0.01 ,0.00 ,0.19 ,0.00 ,0.01 ,0.00 ,-0.01 ,0.01 ,0.06 ,0.04 ,0.02 ,0.00 ,-0.02 ,0.02 ,0.03 ,0.09 ,0.32 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,0.30 ,4252.00 ,1754.47 ,107860.18 
585.00 ,4253.00 ,E01004489,1.00 ,4253.00 ,0.04 ,5.09 ,0.47 ,0.07 ,-0.07 ,0.01 ,0.00 ,0.19 ,0.00 ,0.00 ,-0.01 ,-0.01 ,0.00 ,0.05 ,0.03 ,0.02 ,0.00 ,-0.01 ,0.01 ,0.03 ,-0.03 ,0.32 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,-0.08 ,4253.00 ,2471.72 ,181639.13 
586.00 ,4258.00 ,E01004494,1.00 ,4258.00 ,0.06 ,6.85 ,0.53 ,-0.09 ,-0.18 ,0.02 ,0.07 ,0.24 ,0.00 ,0.02 ,-0.02 ,0.02 ,-0.01 ,0.07 ,0.08 ,0.04 ,0.02 ,-0.04 ,0.14 ,0.03 ,0.15 ,0.33 ,0.05 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.04 ,0.04 ,0.01 ,0.44 ,4258.00 ,1975.60 ,119731.36 
587.00 ,4260.00 ,E01004496,1.00 ,4260.00 ,0.10 ,6.14 ,0.53 ,0.13 ,-0.12 ,0.01 ,0.03 ,0.23 ,0.00 ,0.02 ,-0.02 ,0.01 ,0.00 ,0.07 ,0.06 ,0.04 ,0.01 ,-0.03 ,0.10 ,0.03 ,-0.03 ,0.32 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,-0.09 ,4260.00 ,2882.95 ,178088.37 
588.00 ,4262.00 ,E01004498,1.00 ,4262.00 ,0.16 ,5.84 ,0.52 ,0.21 ,-0.10 ,0.01 ,0.01 ,0.23 ,0.00 ,0.02 ,-0.01 ,0.01 ,0.00 ,0.07 ,0.06 ,0.04 ,0.00 ,-0.03 ,0.08 ,0.03 ,-0.05 ,0.32 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.04 ,0.04 ,0.02 ,-0.16 ,4262.00 ,1981.09 ,112495.63 
589.00 ,4272.00 ,E01004508,1.00 ,4272.00 ,0.07 ,7.79 ,0.50 ,0.21 ,-0.20 ,0.03 ,0.09 ,0.23 ,-0.01 ,0.02 ,-0.01 ,0.02 ,-0.01 ,0.06 ,0.08 ,0.02 ,0.02 ,-0.04 ,0.14 ,0.02 ,-0.13 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.01 ,-0.41 ,4272.00 ,2060.05 ,137290.97 
590.00 ,4273.00 ,E01004510,1.00 ,4273.00 ,0.09 ,7.59 ,0.51 ,-0.09 ,-0.21 ,0.03 ,0.10 ,0.23 ,-0.01 ,0.02 ,-0.02 ,0.02 ,-0.01 ,0.07 ,0.08 ,0.03 ,0.02 ,-0.04 ,0.15 ,0.03 ,0.19 ,0.32 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.01 ,0.58 ,4273.00 ,2988.52 ,166024.98 
591.00 ,4280.00 ,E01004517,1.00 ,4280.00 ,0.21 ,4.48 ,0.36 ,0.27 ,-0.08 ,0.00 ,0.02 ,0.19 ,-0.01 ,-0.01 ,-0.02 ,-0.02 ,0.00 ,0.04 ,0.02 ,0.00 ,-0.01 ,0.02 ,0.01 ,0.04 ,-0.06 ,0.32 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,-0.18 ,4280.00 ,2965.69 ,152418.10 
592.00 ,4285.00 ,E01004522,1.00 ,4285.00 ,0.09 ,4.27 ,0.36 ,0.08 ,-0.08 ,0.00 ,0.01 ,0.20 ,-0.01 ,-0.01 ,-0.02 ,-0.02 ,0.00 ,0.04 ,0.03 ,0.00 ,-0.01 ,0.02 ,0.02 ,0.04 ,0.01 ,0.31 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.04 ,4285.00 ,2111.77 ,116299.98 
593.00 ,4288.00 ,E01004525,1.00 ,4288.00 ,0.14 ,4.67 ,0.47 ,0.26 ,-0.06 ,0.00 ,-0.02 ,0.21 ,0.00 ,0.01 ,-0.01 ,-0.01 ,0.00 ,0.06 ,0.04 ,0.03 ,-0.01 ,-0.01 ,0.02 ,0.03 ,-0.13 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,-0.38 ,4288.00 ,2493.07 ,140489.41 
594.00 ,4289.00 ,E01004526,1.00 ,4289.00 ,0.11 ,4.53 ,0.47 ,0.17 ,-0.06 ,0.00 ,-0.03 ,0.21 ,0.00 ,0.01 ,-0.01 ,-0.01 ,0.00 ,0.06 ,0.04 ,0.03 ,-0.01 ,0.00 ,0.02 ,0.03 ,-0.06 ,0.30 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,-0.20 ,4289.00 ,2518.95 ,103731.48 
595.00 ,4290.00 ,E01004527,1.00 ,4290.00 ,0.23 ,4.62 ,0.46 ,0.38 ,-0.06 ,0.00 ,-0.02 ,0.20 ,0.00 ,0.00 ,-0.01 ,-0.02 ,0.00 ,0.05 ,0.04 ,0.03 ,-0.01 ,0.00 ,0.02 ,0.04 ,-0.15 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,-0.47 ,4290.00 ,1523.03 ,97521.11 
596.00 ,4292.00 ,E01004529,1.00 ,4292.00 ,0.17 ,4.36 ,0.43 ,0.31 ,-0.06 ,0.00 ,-0.03 ,0.20 ,0.00 ,0.00 ,-0.01 ,-0.02 ,0.00 ,0.05 ,0.04 ,0.02 ,-0.01 ,0.01 ,0.02 ,0.04 ,-0.14 ,0.32 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,-0.42 ,4292.00 ,2297.57 ,123207.30 
597.00 ,4293.00 ,E01004530,1.00 ,4293.00 ,0.16 ,4.41 ,0.45 ,0.27 ,-0.06 ,0.00 ,-0.03 ,0.21 ,0.00 ,0.00 ,-0.01 ,-0.01 ,0.00 ,0.05 ,0.04 ,0.03 ,-0.01 ,0.00 ,0.02 ,0.04 ,-0.11 ,0.32 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,-0.35 ,4293.00 ,1903.91 ,133275.40 
598.00 ,4294.00 ,E01004531,1.00 ,4294.00 ,0.20 ,4.82 ,0.48 ,0.13 ,-0.06 ,0.00 ,-0.02 ,0.20 ,0.00 ,0.01 ,-0.01 ,-0.01 ,0.00 ,0.05 ,0.04 ,0.03 ,-0.01 ,-0.01 ,0.02 ,0.03 ,0.08 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.23 ,4294.00 ,1776.84 ,83704.23 
599.00 ,4295.00 ,E01004532,1.00 ,4295.00 ,0.17 ,4.74 ,0.45 ,0.24 ,-0.06 ,0.00 ,-0.01 ,0.20 ,0.00 ,0.00 ,-0.01 ,-0.02 ,0.00 ,0.05 ,0.03 ,0.02 ,-0.01 ,0.00 ,0.01 ,0.04 ,-0.07 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,-0.22 ,4295.00 ,1542.36 ,90097.54 
600.00 ,4296.00 ,E01004533,1.00 ,4296.00 ,0.17 ,4.68 ,0.45 ,0.20 ,-0.06 ,0.00 ,-0.01 ,0.20 ,0.00 ,0.00 ,-0.01 ,-0.02 ,0.00 ,0.05 ,0.04 ,0.02 ,-0.01 ,0.00 ,0.01 ,0.04 ,-0.02 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,-0.07 ,4296.00 ,2418.28 ,89120.82 
601.00 ,4297.00 ,E01004534,1.00 ,4297.00 ,0.09 ,8.97 ,0.47 ,-0.06 ,-0.19 ,0.03 ,0.09 ,0.22 ,-0.01 ,0.03 ,0.00 ,0.00 ,0.00 ,0.05 ,0.08 ,0.01 ,0.01 ,-0.03 ,0.13 ,0.02 ,0.14 ,0.33 ,0.06 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.04 ,0.01 ,0.43 ,4297.00 ,3119.35 ,258634.89 
602.00 ,4300.00 ,E01004537,1.00 ,4300.00 ,0.06 ,8.34 ,0.49 ,0.07 ,-0.21 ,0.03 ,0.10 ,0.22 ,-0.01 ,0.03 ,-0.01 ,0.02 ,-0.01 ,0.06 ,0.08 ,0.02 ,0.02 ,-0.03 ,0.15 ,0.02 ,-0.01 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.01 ,-0.02 ,4300.00 ,2783.20 ,116129.90 
603.00 ,4301.00 ,E01004538,1.00 ,4301.00 ,0.09 ,8.06 ,0.50 ,0.02 ,-0.21 ,0.04 ,0.10 ,0.23 ,-0.01 ,0.03 ,-0.02 ,0.02 ,-0.01 ,0.07 ,0.07 ,0.02 ,0.02 ,-0.03 ,0.15 ,0.02 ,0.06 ,0.32 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.01 ,0.19 ,4301.00 ,1784.51 ,114905.90 
604.00 ,4303.00 ,E01004540,1.00 ,4303.00 ,0.10 ,9.33 ,0.46 ,-0.02 ,-0.19 ,0.02 ,0.08 ,0.22 ,-0.01 ,0.03 ,0.00 ,0.00 ,0.00 ,0.05 ,0.09 ,0.00 ,0.00 ,-0.02 ,0.13 ,0.02 ,0.12 ,0.33 ,0.06 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.04 ,0.01 ,0.38 ,4303.00 ,2055.94 ,138905.31 
605.00 ,4306.00 ,E01004543,1.00 ,4306.00 ,0.13 ,6.13 ,0.52 ,0.17 ,-0.09 ,0.02 ,0.02 ,0.21 ,0.00 ,0.02 ,0.00 ,0.01 ,0.01 ,0.06 ,0.05 ,0.03 ,0.01 ,-0.03 ,0.05 ,0.03 ,-0.04 ,0.33 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.04 ,0.02 ,-0.13 ,4306.00 ,2768.12 ,208996.71 
