LSOA21CD,cafe_other_pct,school_pct
E01001953,0.00064923,0.0286985
E01001956,0.000539361,0.029322287
E01001962,0.000335739,0.000733301
E01001963,0.000181661,0.085661019
E01001984,0.00020178,0.099260372
E01001985,4.11051E-09,0.001216134
E01001993,0.00183778,0.088090617
E01001996,9.76301E-05,0.115028398
E01001997,0.000795623,0.0773958
E01002007,0.005848106,7.61003E-05
E01002008,0.000444873,0.061607838
E01002014,0.000180387,0.068473239
E01002017,0.012273207,0.085471743
E01002019,0.000383958,0.033733258
E01002022,0.006410486,0.004934455
E01002029,0.002412792,0.033918032
E01002052,0.001717103,0.019579564
E01002056,0.004205433,0.102109366
E01002066,0.004767505,0.013233322
E01002068,0.001873132,0.015183134
E01002069,0.002450852,0.002100103
E01002084,0.000364052,0.096637549
E01002088,0.000882972,0.000932546
E01002098,0.013223508,0.044825955
E01002100,0.000254405,0.045939318
E01002119,0.001079679,0.024079858
E01002137,0.001276313,0.703835659
E01002179,0.000923763,0.009880841
E01002192,0.000937121,0.014388348
E01002201,0.000304431,0.046249731
E01002238,0.000120325,0.039405471
E01002253,0.000540604,0.020015292
E01002257,9.15162E-05,0.006716002
E01002260,0.000187142,0.000285544
E01002261,0.001535931,0.001416077
E01002285,0.001184256,0.079440522
E01002288,0.000731401,0.05410183
E01002291,0.000374297,0.050835887
E01002324,8.00308E-05,0.144882469
E01002334,4.23965E-05,0.031068948
E01002337,3.31486E-05,0.014571119
E01002342,0.000397058,0.012744044
E01002345,0.001083959,0.052657632
E01002346,0.000239495,0.008377264
E01002368,4.68748E-05,0.018347468
E01002384,0.000232962,0.19357936
E01002385,1.02773E-05,0.005627865
E01002386,0.001443416,0.145158934
E01002436,0.000187953,0.050170441
E01002443,0.000240736,8.2741E-05
E01002444,0.000229821,0.000524805
E01002447,0.000140832,0.008562758
E01002460,0.002321746,0.01670843
E01002494,0.000166834,0.003882091
E01002497,0.007251814,0.015059768
E01002505,0.000519948,0.016342214
E01002508,0.003724415,0.025291116
E01002509,0.012939365,1.43936E-05
E01002562,0.001487655,0.014068356
E01002563,0.001539173,0.050859185
E01002565,0.000240432,0.004462416
E01002572,4.6901E-05,0.005035302
E01002584,0.0002391,5.58142E-05
E01002598,0.000459476,0.02826467
E01002607,0.000488448,0.078600755
E01002610,0.001287437,0.017462382
E01002612,0.013029628,0.118920949
E01002615,3.02897E-05,0.014405868
E01002629,0.00042654,0.022653413
E01002650,0.000169224,0.017008936
E01002678,0.000188486,0.008986368
E01002693,0.002921817,1.50969E-05
E01002694,0.000777925,0.07399327
E01002695,0.003329439,0.136177907
E01002699,5.0393E-08,7.60486E-07
E01002700,0.000509862,0.046044523
E01002701,0.001685732,0.010901269
E01002702,0.000390162,0.031850415
E01002703,0.002170257,0.026184768
E01002704,0.002786608,0.0161181
E01002706,8.14082E-05,0.011200354
E01002707,0.001327483,0.040402321
E01002708,0.000311719,0.012139633
E01002710,0.000509066,0.068550372
E01002711,0.003240102,0.023733953
E01002723,0.000828058,0.000135758
E01002726,0.002255194,0.002211307
E01002727,0.007465745,0.054500991
E01002729,0.012960289,0.014613309
E01002733,0.017959327,0.023008683
E01002735,0.002969491,0.050019947
E01002740,0.000883657,0.025870313
E01002760,2.88734E-05,0.077554051
E01002765,6.93913E-06,0.001092923
E01002766,0.000565206,0.029471041
E01002770,0.002008317,0.048957396
E01002771,0.000673819,0.000798253
E01002774,0.00217351,0.028548959
E01002776,0.000646768,0.011632826
E01002778,0.000780474,0.00562101
E01002779,0.00121389,0.009725588
E01002790,0.001890391,0.048927335
E01002792,0.000494241,0.033926721
E01002793,0.00017184,0.004503875
E01002794,0.003232322,0.027097957
E01002795,0.000413038,0.018922569
E01002805,0.001169386,0.009937794
E01002806,0.001195727,0.164078354
E01002818,0.000563013,0.006245172
E01002819,0.075225941,0.000911876
E01002826,0.000120438,0.007064649
E01002831,0.011202797,0.032640883
E01002846,0.000366767,0.024655365
E01002852,8.79862E-05,0.01987934
E01002853,0.001542772,0.051701341
E01002860,0.001932495,0.051591882
E01002878,0.002954989,0.026499064
E01002884,0.004992088,0.012819481
E01002890,0.00024122,0.006371989
E01002892,0.033503871,0.009296085
E01002900,0.000471894,0.004378028
E01002924,0.000215819,0.00611287
E01002968,0.000781815,0.032751461
E01002973,0.000805748,0.075127747
E01002987,0.00128585,0.00093358
E01002989,0.00140326,0.034491788
E01003006,0.00031432,0.047241974
E01003013,0.00293557,0.008864898
E01003014,0.000672567,0.002155667
E01003016,0.035407529,0.020760077
E01003020,0.001757644,0.030535513
E01003026,5.48973E-05,0.04414455
E01003040,0.001419826,0.009572829
E01003047,0.002396421,0.022214616
E01003061,0.044139105,2.55684E-06
E01003062,0.008590088,0.036536227
E01003068,0.000410986,0.020773427
E01003069,0.000230431,0.040641026
E01003071,0.000453366,0.004468729
E01003074,0.001358413,0.00830541
E01003081,0.000844376,0.025992293
E01003093,0.004566933,0.002072588
E01003096,0.001027697,0.071341796
E01003097,0.001888501,0.05935157
E01003098,0.001741682,0.000907795
E01003099,0.004124525,0.013952479
E01003104,0.0010549,0.020910808
E01003110,0.004755511,0.019332943
E01003115,0.000776594,0.049256004
E01003164,0.002415352,0.026065747
E01003169,0.002231822,0.079760252
E01003187,0.000414534,0.038986324
E01003233,0.000479081,0.025890835
E01003247,0.000263271,0.030367537
E01003251,0.00034525,0.032953835
E01003254,0.15054293,0.009645575
E01003256,0.001242255,0.011171902
E01003257,0.000150349,0.074518342
E01003259,0.001307055,0.127626976
E01003273,0.000457059,0.006621563
E01003282,0.000854152,0.022436488
E01003283,0.000746862,0.048348594
E01003285,0.000348853,0.141735122
E01003299,0.000342909,0.024818361
E01003301,0.00034463,0.022509213
E01003303,0.00164944,0.014220135
E01003304,0.017343905,0.030816351
E01003313,0.000276411,0.10067788
E01003318,0.004736459,0.010283181
E01003345,0.000560012,0.023933573
E01003357,0.000435377,0.050127549
E01003374,0.000123919,0.05433723
E01003378,0.000260338,0.040428229
E01003383,0.001884183,0.02029679
E01003401,0.002562012,0.008696683
E01003402,0.000512066,0.054546769
E01003447,0.00038592,0.127495253
E01003456,0.00329629,0.008496148
E01003459,5.17406E-05,0.015845739
E01003460,4.92554E-05,0.007236807
E01003461,0.004326279,0.003687547
E01003463,0.001078396,0.017914096
E01003474,0.000154042,0.004038492
E01003478,0.000703445,0.024359665
E01003489,0.000616192,0.024210889
E01003496,0.000749319,0.022525541
E01003521,0.000549632,0.029211307
E01003526,0.001393211,0.012791356
E01003527,0.001538228,0.033896911
E01003537,0.000356459,0.035285916
E01003544,0.000135318,0.043111933
E01003546,0.00132832,0.026482021
E01003558,0.001933051,0.008295214
E01003559,0.000376986,0.049830136
E01003566,0.001993378,0.069277872
E01003571,0.002871731,0.121018995
E01003573,0.001946791,0.076418017
E01003574,0.001223469,0.120333299
E01003590,0.000882044,0.01474887
E01003616,0.000172661,0.12619367
E01003618,0.001520385,0.043989884
E01003619,0.002033598,0.108640763
E01003635,0.000201999,0.008566884
E01003636,3.46539E-05,0.036818856
E01003672,0.010300847,0.146226342
E01003681,0.000404076,0.169937505
E01003689,0.004358236,0.02459318
E01003690,0.000344486,0.047219489
E01003710,0.000496345,0.005459052
E01003769,0.000818697,0.006985155
E01003797,0.001993614,0.141822203
E01003798,0.001154255,0.021135735
E01003801,0.000190317,0.340059136
E01003811,0.000593652,0.043864292
E01003812,0.000525414,0.03686308
E01003813,0.000160094,0.018916563
E01003816,2.00141E-05,0.022257599
E01003817,4.46418E-05,0.015410606
E01003819,0.000498934,0.014822842
E01003821,9.87362E-05,0.041950078
E01003824,9.01787E-05,0.019187064
E01003826,5.6748E-05,0.034383084
E01003827,5.14443E-05,0.013484979
E01003829,0.002507804,0.339982933
E01003834,0.0006978,0.009347975
E01003847,0.000459879,0.008565149
E01003854,0.000619345,0.008330975
E01003855,0.00024321,0.013810484
E01003858,0.001248788,0.042525271
E01003860,0.000720111,0.007026137
E01003866,0.000517721,0.019234272
E01003870,0.001125121,0.019885535
E01003876,0.009623289,0.001701767
E01003879,0.000336114,0.034058661
E01003880,0.000335437,0.023198074
E01003881,0.000987133,0.020055598
E01003882,0.000940382,0.069335349
E01003884,0.000163402,0.001413883
E01003888,0.001142459,0.006050429
E01003895,0.001927733,0.139325812
E01003896,0.001825547,0.020537957
E01003897,0.009415097,0.01508531
E01003899,0.000338287,0.120227968
E01003900,0.000686534,0.049251659
E01003904,0.001294757,0.017595164
E01003908,0.001004537,0.091503664
E01003912,0.007520157,0.070441834
E01003913,0.000636707,0.025082795
E01003914,0.000324267,0.009284579
E01003918,0.000770108,0.00175332
E01003922,0.004192,0.056972582
E01003929,0.010883831,0.042677847
E01003930,0.000469309,0.019468709
E01003933,0.026893395,0.01923843
E01003939,0.00036804,0.003441721
E01003945,0.00074169,0.000544768
E01003979,0.003922186,0.019955945
E01003981,0.001479052,0.024672245
E01003988,0.001262128,0.024915249
E01004010,0.00367619,0.001069508
E01004015,0.000451067,0.047637451
E01004028,0.000466241,0.174298433
E01004031,0.009487723,0.018978061
E01004035,0.001967339,0.060343553
E01004036,0.000976299,0.008159126
E01004042,0.000593861,0.010022385
E01004046,0.000479947,0.029693908
E01004048,0.000282748,0.171824816
E01004052,0.000865542,0.023587684
E01004061,0.003779573,0.003250007
E01004062,0.000559609,0.006970148
E01004063,0.002478619,0.016346108
E01004066,0.001754239,0.195800907
E01004067,0.010713775,0.022672944
E01004069,0.000266558,0.041074079
E01004099,0.000983913,0.075718791
E01004121,0.001349844,0.042732797
E01004198,0.022935451,0.028945689
E01004199,0.001278555,0.064525344
E01004205,0.001142065,0.118744897
E01004208,0.008138758,0.012433175
E01004222,0.004711436,0.026367096
E01004232,0.003777203,0.000393532
E01004234,0.00294195,0.004410488
E01004236,0.001779694,0.018573202
E01004241,0.000463958,0.028873242
E01004244,0.001303855,0.090487755
E01004251,0.000631387,0.027016543
E01004255,0.000666331,0.015986277
E01004258,0.001524089,0.065469668
E01004266,0.000557388,0.084529331
E01004270,0.000358509,0.004929907
E01004286,0.000557407,0.087576522
E01004288,0.002779181,0.029099781
E01004289,0.00208395,0.03734368
E01004293,0.006938139,0.020774543
E01004306,0.002394811,0.039417379
E01004307,0.005520243,0.009251051
E01004309,0.00017205,0.006822744
E01004310,0.00692298,0.026631002
E01004315,0.00073844,0.164545221
E01004316,0.039373139,0.002196739
E01004321,0.000550709,0.059166085
E01004326,0.001511228,0.04111429
E01004336,0.000446404,0.054422945
E01004339,0.000739485,0.003975543
E01004344,0.000129648,0.033174539
E01004345,0.000805883,0.024731521
E01004346,0.000873756,0.002709932
E01004348,0.000450451,0.12654745
E01004352,0.000595564,0.001607381
E01004354,0.000595715,0.042878459
E01004356,0.000259913,0.020977958
E01004358,0.000325371,0.010113327
E01004359,0.000299321,0.012167792
E01004365,0.003379189,0.063153
E01004381,0.001032741,0.007277465
E01004384,0.00028827,0.05368649
E01004392,0.002586287,0.038036941
E01004394,0.012627265,0.023053597
E01004397,0.013317203,0.000877739
E01004400,0.000740462,0.061364986
E01004403,0.000219645,0.073166403
E01004406,0.003327119,0.032526415
E01004407,0.000352409,0.131327416
E01004409,0.003503281,0.094824792
E01004411,0.001589907,0.002940882
E01004422,0.000586405,0.006120955
E01004424,0.000872411,0.090243045
E01004427,0.000189875,0.022418795
E01004440,0.00202116,0.066939929
E01004445,0.00059421,0.055896267
E01004448,0.000237073,0.045558624
E01004452,0.002056724,0.025898257
E01004455,0.000932785,0.013624518
E01004458,0.00039878,0.016953991
E01004464,0.000752814,0.022961789
E01004465,0.001063862,0.097478415
E01004466,0.0005971,0.15912889
E01004467,0.000339342,0.037964973
E01004470,0.004866125,0.07136707
E01004476,0.001557448,0.07168654
E01004483,0.000142811,0.000133832
E01004486,0.000437497,0.051290719
E01004499,0.001346145,0.050708591
E01004508,0.001135868,0.023404123
E01004512,0.00074347,0.055767175
E01004515,0.00099535,0.027601651
E01004560,0.000822389,0.016385625
E01004568,0.0003247,0.033423721
E01004569,0.000106303,0.001834664
E01004573,0.000216614,0.00551625
E01004585,0.011843121,0.000516658
E01004593,0.000544531,0.040982433
E01004602,0.000585252,0.024469688
E01004604,0.000184228,0.019819941
E01004605,8.21568E-05,0.014708607
E01004615,0.00081213,0.055543173
E01004619,0.000391452,0.013911511
E01004643,0.0018915,0.111866204
E01004654,0.000735662,0.012559588
E01004659,0.003405827,0.021412927
E01004661,0.000363546,0.01926448
E01004679,0.000608945,0.048810681
E01004680,0.000550695,0.000834742
E01004687,0.002317865,0.005895191
E01004698,0.00076417,0.000519486
E01004709,0.002303909,0.036466787
E01004712,0.006325009,0.031944701
E01004713,0.001149957,0.010354822
E01004714,0.006658284,0.001965922
E01004727,0.009250885,0.000467393
E01004731,0.005017365,0.013491093
E01004733,0.003008517,0.014090643
E01004735,0.06348525,0.002187959
E01004736,0.00702924,0.000828123
E01004741,0.001020275,0.038885013
E01004742,0.001381436,0.212835269
E01004744,0.000949424,0.064128666
E01004751,0.001235973,0.000978957
E01004762,0.004186143,0.002551372
E01004763,0.023640803,0.003006561
E01004765,0.006082735,0.00078115
E01032572,0.000412632,0.001027515
E01032573,0.003022213,0.027095665
E01032582,0.025923451,0.018826849
E01032583,0.000463634,0.050394025
E01032639,0.011083326,0.02830331
E01032739,0.003571809,0.009511972
E01032764,8.75266E-08,0.005609227
E01032767,0.005363191,0.018785858
E01033030,0.005975441,0.018307554
E01033083,0.003276819,0.023637095
E01033098,0.001746165,0.001146656
E01033099,0.000265449,0.002178614
E01033486,0.000149075,0.025593788
E01033488,0.001320314,0.092388048
E01033490,0.002936508,0.040807169
E01033581,1.28687E-05,0.004853432
E01033584,0.000157566,0.161639351
E01033586,0.000212661,0.003181234
E01033593,0.000392172,0.00477661
E01033598,0.012841901,0.067869104
E01033700,0.004643641,0.009394645
E01033706,0.004045714,0.017506963
E01033708,0.006783659,0.00034893
E01033712,0.000824851,0.021039549
E01033713,0.000499068,0.057425704
E01033862,0.00063622,0.048731885
E01033863,0.000848005,0.035798703
E01033864,0.001661577,0.176405445
E01033865,0.000909362,0.010579497
E01033867,0.002881879,0.019361543
E01033868,0.002095853,0.03812275
E01033873,0.003234378,0.113251113
E01033883,0.000828906,0.008632874
E01033935,0.000877643,0.000345256
E01033936,0.001275893,0.094253932
E01033946,0.000749831,0.060661328
E01034030,0.000179898,0.03133891
E01034042,0.014960712,0.009737992
E01034043,0.020750034,0.02786997
E01034046,0.003277097,0.073228803
E01034149,0.00501706,0.025596404
E01034150,0.025260222,0.000358332
E01034152,0.001391241,0.023586794
E01034156,0.000583771,0.015483026
E01034175,0.000859567,0.019170801
E01034179,0.03370647,0.000245733
E01034180,0.006072042,0.184535564
E01034188,0.015672114,0.030149949
E01034199,0.000597293,0.047376709
E01034205,9.50805E-05,0.000499639
E01034206,0.000326002,7.95759E-05
E01034213,0.001667949,0.039018728
E01034220,0.002512346,0.007070566
E01034222,0.003280936,0.011387705
E01034390,4.74685E-06,0.032249568
E01034391,0.00026813,0.190208322
E01034474,0.001859764,0.051773636
E01034485,0.000948006,0.042896229
E01034486,0.001097973,0.087326361
E01034589,0.000324298,0.006246439
E01000008,0,0.009120101
E01000012,0,0.036172163
E01000014,0,0.034080027
E01000015,0,0.003935179
E01000016,0,0.048015353
E01000018,0,0.057254378
E01000019,0,0.020336613
E01000021,0,0.026057866
E01000024,0,0.030526063
E01000027,0,0.020717453
E01000030,0,0.014404122
E01000031,0,0.049849457
E01000032,0,0.005206173
E01000033,0,0.027020265
E01000034,0,0.132793782
E01000038,0,0.135869954
E01000044,0,0.059158135
E01000045,0,0.06592147
E01000046,0,0.007753062
E01000050,0,0.027314726
E01000055,0,0.154431698
E01000056,0,0.021674188
E01000057,0,0.0350248
E01000058,0,0.017603068
E01000059,0,0.033460523
E01000060,0,0.033328243
E01000061,0,0.179883299
E01000062,0,0.003656816
E01000063,0,0.030373567
E01000065,0,0.137737675
E01000066,0,0.09394796
E01000067,0,0.045741812
E01000068,0,0.126261561
E01000069,0,0.21876299
E01000070,0,0.058435886
E01000071,0,0.00012859
E01000072,0,0.004936833
E01000073,0,0.086245534
E01000074,0,0.076474527
E01000077,0,0.068448141
E01000078,0,0.114928741
E01000079,0,0.038146054
E01000080,0,0.198310898
E01000081,0,0.077913902
E01000082,0,0.041908174
E01000086,0,0.076820833
E01000087,0,0.016769058
E01000088,0,0.17434953
E01000089,0,0.107979537
E01000091,0,0.019528872
E01000093,0,0.108577239
E01000094,0,0.078657225
E01000096,0,0.082494083
E01000097,0,0.058142541
E01000098,0,0.060205123
E01000099,0,0.004032522
E01000100,0,0.036675278
E01000103,0,0.016436853
E01000107,0,0.004656421
E01000112,0,0.010745053
E01000115,0,0.061621926
E01000116,0,0.011743279
E01000117,0,0.026737472
E01000118,0,0.031065943
E01000119,0,0.265799644
E01000120,0,0.016050314
E01000122,0,0.023878325
E01000124,0,0.009253561
E01000126,0,0.079803543
E01000127,0,0.024520618
E01000128,0,0.008645042
E01000129,0,0.050752269
E01000130,0,0.006780483
E01000132,0,0.048463292
E01000133,0,0.008756275
E01000134,0,0.078359631
E01000135,0,0.000852019
E01000136,0,0.018287534
E01000137,0,0.028146844
E01000138,0,0.004012833
E01000139,0,0.172863851
E01000142,0,0.038394978
E01000146,0,0.005020657
E01000147,0,0.08334131
E01000152,0,0.033388043
E01000153,0,0.040130217
E01000157,0,0.035408965
E01000158,0,0.031709168
E01000159,0,0.052004308
E01000161,0,0.004513874
E01000162,0,0.007128983
E01000163,0,0.010218263
E01000164,0,0.044129445
E01000166,0,0.001632633
E01000167,0,0.158369155
E01000168,0,0.014509852
E01000170,0,0.018397983
E01000171,0,0.002170788
E01000172,0,0.031760995
E01000173,0,0.139354143
E01000174,0,0.029886892
E01000176,0,0.156188702
E01000177,0,0.102783988
E01000178,0,0.009450388
E01000180,0,0.005018272
E01000183,0,0.060152059
E01000185,0,0.036461352
E01000188,0,0.025239977
E01000192,0,0.011017699
E01000194,0,0.077465778
E01000196,0,0.002201972
E01000197,0,0.008912198
E01000198,0,0.029854915
E01000199,0,0.007655587
E01000201,0,0.062437989
E01000203,0,0.144540721
E01000204,0,0.027824683
E01000205,0,0.058367208
E01000206,0,0.011119678
E01000207,0,0.003996994
E01000208,0,0.005715349
E01000210,0,0.03253151
E01000211,0,0.041902389
E01000213,0,0.002665266
E01000214,0,0.01292795
E01000216,0,0.003538226
E01000217,0,0.005975998
E01000221,0,0.087943283
E01000222,0,0.007912694
E01000223,0,0.022398242
E01000226,0,8.85116E-05
E01000227,0,0.051891767
E01000228,0,0.023840303
E01000232,0,0.000114256
E01000233,0,0.058997726
E01000234,0,0.013705898
E01000235,0,0.008017679
E01000236,0,0.010396402
E01000238,0,0.004170098
E01000239,0,0.040999076
E01000241,0,0.00215966
E01000242,0,0.007807701
E01000243,0,0.065520997
E01000244,0,0.042177757
E01000245,0,0.096835519
E01000246,0,0.011044293
E01000247,0,0.063209944
E01000248,0,0.007308897
E01000249,0,0.134087408
E01000250,0,0.018841781
E01000254,0,0.01184426
E01000255,0,0.084840729
E01000256,0,0.08053606
E01000257,0,0.011634399
E01000258,0,0.184792188
E01000260,0,0.039153685
E01000261,0,0.188449446
E01000263,0,0.00164278
E01000264,0,0.00346096
E01000265,0,0.028758379
E01000269,0,0.004516778
E01000272,0,0.026195638
E01000273,0,0.007932588
E01000274,0,2.22337E-05
E01000275,0,0.048766461
E01000276,0,0.024454201
E01000279,0,0.012130145
E01000283,0,0.003021676
E01000285,0,0.053355793
E01000286,0,0.103368576
E01000289,0,0.119871863
E01000290,0,0.000783069
E01000291,0,0.019287437
E01000293,0,0.045156958
E01000294,0,0.018918889
E01000297,0,0.007866861
E01000300,0,0.082969561
E01000301,0,0.08986863
E01000305,0,0.004016232
E01000306,0,0.050245847
E01000307,0,0.023324635
E01000309,0,0.01099956
E01000311,0,0.012449572
E01000312,0,0.075482929
E01000314,0,0.009496921
E01000315,0,0.039708934
E01000316,0,0.01428763
E01000318,0,0.124013032
E01000319,0,0.082003887
E01000322,0,0.001165721
E01000323,0,0.009271639
E01000328,0,0.110238301
E01000329,0,0.067146058
E01000332,0,0.0140549
E01000336,0,0.058638193
E01000337,0,0.000556014
E01000339,0,0.00909379
E01000340,0,0.013947677
E01000341,0,0.048346786
E01000342,0,0.043273985
E01000343,0,0.036163674
E01000345,0,0.00011865
E01000346,0,0.074117778
E01000347,0,0.049308171
E01000349,0,0.016930576
