LSOA21CD,num_airbnb_12_21,density_airbnb,num_airbnb_rank,airbnb_total_price_2012_2021,num_airbnb_2012_2021,average_price_2012_2021
E01001339,0,0,0,0,0,0
E01001340,2,0.001668892,14.74094949,120,2,60
E01001341,3,0.001305875,23.30370692,89,3,29.66666667
E01001342,2,0.001071892,14.74094949,180,2,90
E01001343,2,0.000692917,14.74094949,60,2,30
E01001344,7,0.001445316,46.41231303,463,7,66.14285714
E01001345,2,0.001101631,14.74094949,140,2,70
E01001346,5,0.002222183,36.86321266,155,5,31
E01001347,4,0.000593151,30.65250379,235,4,58.75
E01001348,9,0.002181548,53.68523737,2445,9,271.6666667
E01001349,5,0.000738302,36.86321266,182,5,36.4
E01001350,15,0.005019156,68.45870366,1006,15,67.06666667
E01001351,28,0.01396655,85.85519185,1993,28,71.17857143
E01001352,18,0.011311364,73.70474745,1274,18,70.77777778
E01001353,26,0.01354343,83.75243876,1319,26,50.73076923
E01001354,21,0.007809304,78.01864297,2382,21,113.4285714
E01001355,30,0.020744736,87.70864947,2717,30,90.56666667
E01001356,3,0.003598274,23.30370692,139,3,46.33333333
E01001357,6,0.005291472,42.02254498,426,6,71
E01001358,15,0.005745629,68.45870366,1590,15,106
E01001359,0,0,0,0,0,0
E01001360,4,0.00283702,30.65250379,227,4,56.75
E01001361,6,0.001574993,42.02254498,292,6,48.66666667
E01001362,1,0.000405742,5.007587253,140,1,140
E01001363,1,0.000753245,5.007587253,50,1,50
E01001364,2,0.0016796,14.74094949,105,2,52.5
E01001365,1,0.00021496,5.007587253,25,1,25
E01001366,2,0.001182376,14.74094949,57,2,28.5
E01001367,8,0.003882986,50.2276176,933,8,116.625
E01001368,2,0.001554618,14.74094949,55,2,27.5
E01001369,5,0.003275874,36.86321266,574,5,114.8
E01001370,1,0.000222694,5.007587253,26,1,26
E01001371,5,0.002521839,36.86321266,242,5,48.4
E01001372,8,0.006229947,50.2276176,294,8,36.75
E01001373,2,0.00131598,14.74094949,106,2,53
E01001374,12,0.009274,62.02037719,1293,12,107.75
E01001375,13,0.009289364,64.28571429,1300,13,100
E01001376,12,0.00773879,62.02037719,1059,12,88.25
E01001377,4,0.002078343,30.65250379,242,4,60.5
E01001379,16,0.012195773,70.35551702,2171,16,135.6875
E01001380,20,0.011344879,76.80468242,3307,20,165.35
E01001381,29,0.01015552,86.77650119,2332,29,80.4137931
E01001382,14,0.006686503,66.44266204,1693,14,120.9285714
E01001383,8,0.006926467,50.2276176,1466,8,183.25
E01001384,5,0.00461076,36.86321266,390,5,78
E01001385,7,0.004435152,46.41231303,624,7,89.14285714
E01001386,27,0.008771816,84.91220464,3009,27,111.4444444
E01001387,7,0.002807085,46.41231303,775,7,110.7142857
E01001388,9,0.005120066,53.68523737,363,9,40.33333333
E01001389,9,0.006292342,53.68523737,1033,9,114.7777778
E01001390,17,0.011224678,72.01387383,1027,17,60.41176471
E01001391,10,0.007507113,56.6442662,566,10,56.6
E01001392,13,0.008089004,64.28571429,614,13,47.23076923
E01001393,14,0.00785912,66.44266204,1045,14,74.64285714
E01001394,2,0.001160773,14.74094949,429,2,214.5
E01001395,4,0.001660688,30.65250379,212,4,53
E01001396,7,0.004752239,46.41231303,476,7,68
E01001397,5,0.001644748,36.86321266,372,5,74.4
E01001398,0,0,0,0,0,0
E01001399,0,0,0,0,0,0
E01001400,2,0.000807005,14.74094949,155,2,77.5
E01001401,1,0.000700913,5.007587253,24,1,24
E01001402,0,0,0,0,0,0
E01001403,0,0,0,0,0,0
E01001404,2,0.000384222,14.74094949,81,2,40.5
E01001405,1,0.000358523,5.007587253,30,1,30
E01001406,5,0.002452615,36.86321266,389,5,77.8
E01001407,0,0,0,0,0,0
E01001408,0,0,0,0,0,0
E01001409,1,0.000526568,5.007587253,136,1,136
E01001410,0,0,0,0,0,0
E01001411,3,0.001627834,23.30370692,156,3,52
E01001412,0,0,0,0,0,0
E01001413,2,0.000390788,14.74094949,76,2,38
E01001414,0,0,0,0,0,0
E01001415,9,0.000829142,53.68523737,610,9,67.77777778
E01001416,1,0.000305195,5.007587253,50,1,50
E01001417,1,1.76E-05,5.007587253,700,1,700
E01001418,2,0.000317874,14.74094949,185,2,92.5
E01001419,4,0.000600992,30.65250379,165,4,41.25
E01001420,0,0,0,0,0,0
E01001421,1,0.000523881,5.007587253,300,1,300
E01001422,5,0.000340548,36.86321266,524,5,104.8
E01001423,5,0.002582551,36.86321266,295,5,59
E01001424,0,0,0,0,0,0
E01001425,1,0.000248801,5.007587253,100,1,100
E01001426,2,0.000651171,14.74094949,90,2,45
E01001427,0,0,0,0,0,0
E01001428,0,0,0,0,0,0
E01001429,4,0.001639788,30.65250379,172,4,43
E01001430,3,0.002546473,23.30370692,221,3,73.66666667
E01001431,1,0.000749839,5.007587253,60,1,60
E01001432,1,0.000644268,5.007587253,25,1,25
E01001433,2,0.000591618,14.74094949,94,2,47
E01001434,2,0.00112156,14.74094949,66,2,33
E01001435,1,0.000648365,5.007587253,50,1,50
E01001436,1,0.000513537,5.007587253,31,1,31
E01001437,2,7.60E-05,14.74094949,108,2,54
E01001438,3,0.001083029,23.30370692,185,3,61.66666667
E01001439,3,0.001432056,23.30370692,298,3,99.33333333
E01001440,3,0.000955143,23.30370692,127,3,42.33333333
E01001441,2,0.000596536,14.74094949,110,2,55
E01001442,0,0,0,0,0,0
E01001444,0,0,0,0,0,0
E01001445,5,0.000352304,36.86321266,183,5,36.6
E01001446,0,0,0,0,0,0
E01001447,4,0.002135258,30.65250379,116,4,29
E01001448,1,0.000635494,5.007587253,25,1,25
E01001449,3,0.001282408,23.30370692,92,3,30.66666667
E01001450,25,0.006949927,82.74441795,2732,25,109.28
E01001451,6,0.000968067,42.02254498,481,6,80.16666667
E01001452,2,0.000316399,14.74094949,150,2,75
E01001453,1,0.000192584,5.007587253,30,1,30
E01001454,2,0.000529689,14.74094949,100,2,50
E01001455,3,0.001268086,23.30370692,79,3,26.33333333
E01001456,1,0.000379492,5.007587253,59,1,59
E01001457,2,0.000754373,14.74094949,107,2,53.5
E01001458,0,0,0,0,0,0
E01001459,0,0,0,0,0,0
E01001460,2,0.00164517,14.74094949,64,2,32
E01001461,3,0.00103757,23.30370692,107,3,35.66666667
E01001462,1,0.000912525,5.007587253,150,1,150
E01001463,3,0.001164519,23.30370692,95,3,31.66666667
E01001464,2,0.00097996,14.74094949,46,2,23
E01001465,7,0.003034336,46.41231303,983,7,140.4285714
E01001466,3,0.003021343,23.30370692,97,3,32.33333333
E01001467,2,0.001880831,14.74094949,137,2,68.5
E01001468,0,0,0,0,0,0
E01001469,0,0,0,0,0,0
E01001470,0,0,0,0,0,0
E01001471,3,0.000824004,23.30370692,385,3,128.3333333
E01001472,5,0.001984261,36.86321266,178,5,35.6
E01001473,3,0.000357135,23.30370692,125,3,41.66666667
E01001474,3,0.000783368,23.30370692,151,3,50.33333333
E01001475,4,0.001193877,30.65250379,159,4,39.75
E01001476,8,0.003988831,50.2276176,533,8,66.625
E01001477,4,0.000353619,30.65250379,225,4,56.25
E01001478,1,0.000320575,5.007587253,99,1,99
E01001479,2,0.000815059,14.74094949,97,2,48.5
E01001480,2,0.000994466,14.74094949,130,2,65
E01001481,4,0.002332457,30.65250379,94,4,23.5
E01001482,3,0.001733423,23.30370692,123,3,41
E01001483,1,8.72E-05,5.007587253,21,1,21
E01001484,2,0.000606004,14.74094949,175,2,87.5
E01001485,4,0.00314416,30.65250379,161,4,40.25
E01001486,2,0.001128382,14.74094949,103,2,51.5
E01001487,1,0.000777454,5.007587253,30,1,30
E01001488,4,0.003036007,30.65250379,489,4,122.25
E01001489,7,0.003857387,46.41231303,189,7,27
E01001491,8,0.005365347,50.2276176,453,8,56.625
E01001492,1,0.000654896,5.007587253,29,1,29
E01001493,3,0.001291801,23.30370692,247,3,82.33333333
E01001494,0,0,0,0,0,0
E01001495,1,0.000644396,5.007587253,150,1,150
E01001496,2,0.000774416,14.74094949,66,2,33
E01001497,1,0.000486845,5.007587253,80,1,80
E01001498,8,0.004163089,50.2276176,822,8,102.75
E01001499,2,0.000963206,14.74094949,222,2,111
E01001500,4,0.001793625,30.65250379,451,4,112.75
E01001501,11,0.003632593,59.4623889,687,11,62.45454545
E01001502,1,0.000357126,5.007587253,109,1,109
E01001503,2,0.001150437,14.74094949,123,2,61.5
E01001504,5,0.002791051,36.86321266,200,5,40
E01001505,7,0.003605553,46.41231303,478,7,68.28571429
E01001507,7,0.002595149,46.41231303,292,7,41.71428571
E01001508,4,0.001938783,30.65250379,138,4,34.5
E01001509,11,0.007461826,59.4623889,789,11,71.72727273
E01001511,3,0.000774261,23.30370692,114,3,38
E01001512,2,0.001041602,14.74094949,70,2,35
E01001513,3,0.000315251,23.30370692,107,3,35.66666667
E01001514,3,0.002198624,23.30370692,119,3,39.66666667
E01001515,1,0.000764625,5.007587253,28,1,28
E01001516,7,0.002173636,46.41231303,394,7,56.28571429
E01001517,2,0.001099342,14.74094949,161,2,80.5
E01001518,6,0.001070782,42.02254498,470,6,78.33333333
E01001520,2,0.000573867,14.74094949,85,2,42.5
E01001521,5,0.00104088,36.86321266,310,5,62
E01001522,3,0.001464293,23.30370692,290,3,96.66666667
E01001523,1,0.000193037,5.007587253,21,1,21
E01001524,6,0.002339008,42.02254498,272,6,45.33333333
E01001525,5,0.002106363,36.86321266,260,5,52
E01001526,0,0,0,0,0,0
E01001527,6,0.00154507,42.02254498,263,6,43.83333333
E01001528,3,0.001469105,23.30370692,166,3,55.33333333
E01001529,0,0,0,0,0,0
E01001530,9,0.004391744,53.68523737,505,9,56.11111111
E01001531,6,0.002571355,42.02254498,429,6,71.5
E01001532,0,0,0,0,0,0
E01001533,11,0.003355479,59.4623889,892,11,81.09090909
E01001534,4,0.000987328,30.65250379,242,4,60.5
E01001535,5,0.001254151,36.86321266,255,5,51
E01001536,1,0.000230194,5.007587253,52,1,52
E01001537,1,0.000539147,5.007587253,200,1,200
E01001538,1,0.000388698,5.007587253,120,1,120
E01001539,2,0.000906544,14.74094949,169,2,84.5
E01001540,2,0.000762535,14.74094949,150,2,75
E01001541,1,0.000560805,5.007587253,77,1,77
E01001542,2,0.00108534,14.74094949,257,2,128.5
E01001543,1,0.000480434,5.007587253,50,1,50
E01001544,3,0.0009881,23.30370692,249,3,83
E01001545,0,0,0,0,0,0
E01001546,2,0.00082937,14.74094949,95,2,47.5
E01001547,0,0,0,0,0,0
E01001548,1,0.000334067,5.007587253,25,1,25
E01001549,1,0.000311827,5.007587253,70,1,70
E01001550,0,0,0,0,0,0
E01001551,0,0,0,0,0,0
E01001552,1,0.000358192,5.007587253,50,1,50
E01001553,0,0,0,0,0,0
E01001554,4,0.003396134,30.65250379,356,4,89
E01001555,3,0.002111858,23.30370692,180,3,60
E01001556,2,0.000941659,14.74094949,110,2,55
E01001557,4,0.003165258,30.65250379,191,4,47.75
E01001558,0,0,0,0,0,0
E01001559,7,0.000757357,46.41231303,658,7,94
E01001560,5,0.001859925,36.86321266,306,5,61.2
E01001562,1,0.000711653,5.007587253,91,1,91
E01001563,8,0.004045082,50.2276176,574,8,71.75
E01001564,4,0.001758141,30.65250379,145,4,36.25
E01001565,5,0.00224481,36.86321266,371,5,74.2
E01001566,3,0.001518695,23.30370692,176,3,58.66666667
E01001567,1,0.000319895,5.007587253,60,1,60
E01001568,6,0.000671234,42.02254498,1103,6,183.8333333
E01001569,4,0.001349154,30.65250379,375,4,93.75
E01001570,2,0.000488736,14.74094949,74,2,37
E01001571,3,0.002018449,23.30370692,80,3,26.66666667
E01001572,6,0.003590385,42.02254498,343,6,57.16666667
E01001573,3,0.002169354,23.30370692,113,3,37.66666667
E01001574,4,0.00039733,30.65250379,191,4,47.75
E01001575,8,0.003630555,50.2276176,365,8,45.625
E01001576,1,0.000415908,5.007587253,50,1,50
E01001577,6,0.002869729,42.02254498,201,6,33.5
E01001578,25,0.009193002,82.74441795,1744,25,69.76
E01001579,2,0.00078883,14.74094949,52,2,26
E01001580,14,0.004641325,66.44266204,1501,14,107.2142857
E01001581,11,0.005343437,59.4623889,778,11,70.72727273
E01001582,9,0.002630464,53.68523737,1173,9,130.3333333
E01001583,10,0.003442684,56.6442662,1124,10,112.4
E01001584,6,0.001831379,42.02254498,770,6,128.3333333
E01001585,11,0.006016584,59.4623889,1151,11,104.6363636
E01001586,11,0.005207963,59.4623889,971,11,88.27272727
E01001587,14,0.005165689,66.44266204,1211,14,86.5
E01001588,3,0.000579314,23.30370692,210,3,70
E01001589,5,0.002364703,36.86321266,193,5,38.6
E01001590,14,0.009133731,66.44266204,1287,14,91.92857143
E01001591,3,0.001480553,23.30370692,320,3,106.6666667
E01001592,7,0.002873575,46.41231303,486,7,69.42857143
E01001593,11,0.005964711,59.4623889,1147,11,104.2727273
E01001594,6,0.00403592,42.02254498,270,6,45
E01001595,8,0.002126709,50.2276176,425,8,53.125
E01001596,1,0.000344007,5.007587253,15,1,15
E01001597,1,0.000310091,5.007587253,55,1,55
E01001598,3,0.000646683,23.30370692,160,3,53.33333333
E01001599,2,0.000435428,14.74094949,76,2,38
E01001600,3,0.000994405,23.30370692,682,3,227.3333333
E01001601,3,0.001213308,23.30370692,222,3,74
E01001602,4,0.001556972,30.65250379,185,4,46.25
E01001603,0,0,0,0,0,0
E01001604,4,0.001657275,30.65250379,279,4,69.75
E01001605,2,0.000300961,14.74094949,212,2,106
E01001606,0,0,0,0,0,0
E01001607,6,0.002894021,42.02254498,379,6,63.16666667
E01001608,2,0.000430445,14.74094949,595,2,297.5
E01001609,7,0.002085332,46.41231303,874,7,124.8571429
E01001610,4,0.001801161,30.65250379,163,4,40.75
E01001611,2,0.000982227,14.74094949,56,2,28
E01001613,1,0.000136679,5.007587253,64,1,64
E01001614,2,0.000225423,14.74094949,142,2,71
E01001615,6,0.000631342,42.02254498,329,6,54.83333333
E01001617,5,0.000718993,36.86321266,305,5,61
E01001618,3,0.000864284,23.30370692,1785,3,595
E01001619,5,0.001567487,36.86321266,285,5,57
E01001620,4,0.001517675,30.65250379,120,4,30
E01001621,5,0.001365486,36.86321266,420,5,84
E01001623,4,0.001456691,30.65250379,1238,4,309.5
E01001624,1,0.000451879,5.007587253,30,1,30
E01001625,2,0.000746127,14.74094949,59,2,29.5
E01001629,8,0.003821991,50.2276176,509,8,63.625
E01001631,3,0.001551631,23.30370692,97,3,32.33333333
E01001632,6,0.004943154,42.02254498,252,6,42
E01001633,3,0.002602766,23.30370692,185,3,61.66666667
E01001634,3,0.002560863,23.30370692,107,3,35.66666667
E01001635,5,0.002376031,36.86321266,305,5,61
E01001636,4,0.00330142,30.65250379,120,4,30
E01001637,9,0.004878472,53.68523737,412,9,45.77777778
E01001638,15,0.014024721,68.45870366,1000,15,66.66666667
E01001641,26,0.00710431,83.75243876,3967,26,152.5769231
E01001642,18,0.001507512,73.70474745,4331,18,240.6111111
E01001644,46,0.024369312,94.69976154,3842,46,83.52173913
E01001645,3,0.001056654,23.30370692,243,3,81
E01001646,8,0.0037543,50.2276176,445,8,55.625
E01001647,5,0.001424773,36.86321266,1030,5,206
E01001648,7,0.001688716,46.41231303,450,7,64.28571429
E01001649,3,0.000903068,23.30370692,103,3,34.33333333
E01001650,5,0.002423502,36.86321266,230,5,46
E01001651,8,0.00258929,50.2276176,423,8,52.875
E01001652,7,0.002656174,46.41231303,590,7,84.28571429
E01001653,6,0.002257787,42.02254498,218,6,36.33333333
E01001654,1,0.000339006,5.007587253,36,1,36
E01001655,9,0.002044135,53.68523737,353,9,39.22222222
E01001656,4,0.001421257,30.65250379,332,4,83
E01001657,7,0.001742043,46.41231303,510,7,72.85714286
E01001658,5,0.001146694,36.86321266,374,5,74.8
E01001659,2,0.000532413,14.74094949,70,2,35
E01001660,0,0,0,0,0,0
E01001661,5,0.001106378,36.86321266,196,5,39.2
E01001664,18,0.011670578,73.70474745,1648,18,91.55555556
E01001665,39,0.020796894,92.38022979,36648,39,939.6923077
E01001666,8,0.001833668,50.2276176,765,8,95.625
E01001669,10,0.001992631,56.6442662,744,10,74.4
E01001671,7,0.003610388,46.41231303,419,7,59.85714286
E01001672,3,0.000830484,23.30370692,250,3,83.33333333
E01001673,8,0.004567644,50.2276176,564,8,70.5
E01001674,8,0.003772695,50.2276176,391,8,48.875
E01001675,5,0.00319548,36.86321266,313,5,62.6
E01001676,4,0.003020829,30.65250379,85,4,21.25
E01001677,7,0.003425965,46.41231303,322,7,46
E01001678,2,0.000754216,14.74094949,66,2,33
E01001679,2,0.000934414,14.74094949,642,2,321
E01001680,6,0.000987867,42.02254498,262,6,43.66666667
E01001681,7,0.004500971,46.41231303,296,7,42.28571429
E01001682,6,0.000682432,42.02254498,292,6,48.66666667
E01001683,4,0.002898572,30.65250379,300,4,75
E01001684,4,0.000339276,30.65250379,765,4,191.25
E01001685,6,0.003406362,42.02254498,412,6,68.66666667
E01001686,9,0.005225388,53.68523737,940,9,104.4444444
E01001687,8,0.001929012,50.2276176,629,8,78.625
E01001688,5,0.0013962,36.86321266,337,5,67.4
E01001690,3,0.002232857,23.30370692,164,3,54.66666667
E01001692,4,0.005312191,30.65250379,164,4,41
E01001693,3,0.002180153,23.30370692,78,3,26
E01001694,5,0.001305221,36.86321266,264,5,52.8
E01001695,7,0.007014119,46.41231303,453,7,64.71428571
E01001696,19,0.013520726,75.42813787,1519,19,79.94736842
E01001697,11,0.007190858,59.4623889,888,11,80.72727273
E01001698,6,0.004723554,42.02254498,449,6,74.83333333
E01001699,8,0.001166837,50.2276176,471,8,58.875
E01001700,8,0.005791729,50.2276176,365,8,45.625
E01001701,10,0.001050432,56.6442662,941,10,94.1
E01001702,3,0.003414811,23.30370692,150,3,50
E01001703,8,0.009017265,50.2276176,362,8,45.25
E01001704,10,0.007032942,56.6442662,671,10,67.1
E01001705,8,0.004568948,50.2276176,524,8,65.5
E01001708,3,0.001721783,23.30370692,91,3,30.33333333
E01001710,9,0.010280028,53.68523737,1423,9,158.1111111
E01001712,7,0.004247032,46.41231303,473,7,67.57142857
E01001714,29,0.01907443,86.77650119,7005,29,241.5517241
E01001715,24,0.03113939,81.70388034,1459,24,60.79166667
E01001716,28,0.033519085,85.85519185,2659,28,94.96428571
E01001717,23,0.023513199,80.52243659,3001,23,130.4782609
E01001718,34,0.03365337,90.13657056,3208,34,94.35294118
E01001719,16,0.025433441,70.35551702,1193,16,74.5625
E01001720,19,0.01874026,75.42813787,1632,19,85.89473684
E01001722,17,0.016265919,72.01387383,1900,17,111.7647059
E01001723,31,0.026341057,88.45653588,2290,31,73.87096774
E01001724,34,0.028884792,90.13657056,3438,34,101.1176471
E01001725,6,0.006563503,42.02254498,286,6,47.66666667
E01001726,2,0.003738919,14.74094949,134,2,67
E01001727,12,0.011263375,62.02037719,1003,12,83.58333333
E01001728,10,0.010785706,56.6442662,865,10,86.5
E01001729,27,0.021306314,84.91220464,1651,27,61.14814815
E01001730,30,0.022830703,87.70864947,1966,30,65.53333333
E01001731,58,0.033283599,96.8567093,4269,58,73.60344828
E01001732,25,0.039347028,82.74441795,2604,25,104.16
E01001733,38,0.025753633,91.95751138,3223,38,84.81578947
E01001734,43,0.032083327,93.7784522,5035,43,117.0930233
E01001735,28,0.020842173,85.85519185,3753,28,134.0357143
E01001736,27,0.029880048,84.91220464,2368,27,87.7037037
E01001737,32,0.032610401,89.04183828,4422,32,138.1875
E01001738,27,0.02935957,84.91220464,5526,27,204.6666667
E01001739,56,0.045016439,96.52070236,25082,56,447.8928571
E01001740,18,0.021675857,73.70474745,726,18,40.33333333
E01001741,28,0.033802341,85.85519185,3478,28,124.2142857
E01001742,29,0.022604683,86.77650119,3097,29,106.7931034
E01001744,61,0.044402711,97.1493605,6921,61,113.4590164
E01001745,59,0.0529642,96.9867765,4628,59,78.44067797
E01001746,11,0.021529537,59.4623889,501,11,45.54545455
E01001747,50,0.035289053,95.65358769,3871,50,77.42
E01001749,41,0.038854089,93.13895513,3689,41,89.97560976
E01001750,81,0.054706073,98.50422718,7535,81,93.02469136
E01001751,24,0.015647718,81.70388034,3918,24,163.25
E01001753,27,0.035541234,84.91220464,3373,27,124.9259259
E01001755,34,0.032962985,90.13657056,2781,34,81.79411765
E01001756,44,0.027151611,94.04942554,6240,44,141.8181818
E01001757,18,0.036495536,73.70474745,1297,18,72.05555556
E01001758,42,0.033129038,93.47496206,3271,42,77.88095238
E01001759,40,0.039191096,92.80294819,2886,40,72.15
E01001760,50,0.034569301,95.65358769,3537,50,70.74
E01001761,46,0.043118397,94.69976154,4588,46,99.73913043
E01001762,61,0.043308177,97.1493605,5561,61,91.16393443
E01001763,48,0.043915024,95.15499675,5447,48,113.4791667
E01001764,19,0.01814622,75.42813787,1602,19,84.31578947
E01001765,17,0.013608274,72.01387383,1192,17,70.11764706
E01001767,30,0.02877339,87.70864947,2110,30,70.33333333
E01001768,33,0.03178762,89.58378496,2291,33,69.42424242
E01001769,33,0.026712645,89.58378496,3072,33,93.09090909
E01001770,36,0.027915416,91.12291351,3208,36,89.11111111
E01001772,27,0.040434718,84.91220464,2290,27,84.81481481
E01001773,71,0.058221537,97.99479731,6035,71,85
E01001774,68,0.03792315,97.72382398,6286,68,92.44117647
E01001775,42,0.032507992,93.47496206,4082,42,97.19047619
E01001776,42,0.041075795,93.47496206,2861,42,68.11904762
E01001777,83,0.052837636,98.61261652,6584,83,79.3253012
E01001780,67,0.061331161,97.64795144,7675,67,114.5522388
E01001781,31,0.02040991,88.45653588,3139,31,101.2580645
E01001783,33,0.053597096,89.58378496,2442,33,74
E01001784,33,0.042932302,89.58378496,3982,33,120.6666667
E01001785,32,0.035201894,89.04183828,2783,32,86.96875
E01001786,21,0.001858868,78.01864297,1277,21,60.80952381
E01001787,20,0.009090165,76.80468242,1171,20,58.55
E01001788,21,0.018588841,78.01864297,1015,21,48.33333333
E01001789,36,0.037444496,91.12291351,3189,36,88.58333333
E01001790,10,0.018152939,56.6442662,586,10,58.6
E01001791,29,0.027298228,86.77650119,2415,29,83.27586207
E01001792,38,0.021877429,91.95751138,3012,38,79.26315789
E01001793,30,0.019177662,87.70864947,3098,30,103.2666667
E01001794,36,0.027923211,91.12291351,2404,36,66.77777778
E01001795,32,0.031212813,89.04183828,2960,32,92.5
E01001796,40,0.043649062,92.80294819,3328,40,83.2
E01001798,26,0.024505415,83.75243876,1893,26,72.80769231
E01001799,9,0.008368746,53.68523737,442,9,49.11111111
E01001800,9,0.011030426,53.68523737,546,9,60.66666667
E01001801,11,0.00757915,59.4623889,695,11,63.18181818
E01001802,3,0.002856871,23.30370692,106,3,35.33333333
E01001803,14,0.008751586,66.44266204,3319,14,237.0714286
E01001804,7,0.006245316,46.41231303,877,7,125.2857143
E01001805,23,0.015194456,80.52243659,1651,23,71.7826087
E01001806,35,0.010683826,90.67851723,3901,35,111.4571429
E01001807,16,0.013660969,70.35551702,900,16,56.25
E01001808,7,0.00535115,46.41231303,504,7,72
E01001809,7,0.006223052,46.41231303,525,7,75
E01001811,10,0.011575159,56.6442662,504,10,50.4
E01001812,11,0.004450036,59.4623889,839,11,76.27272727
E01001813,7,0.007356125,46.41231303,2921,7,417.2857143
E01001814,6,0.005284761,42.02254498,373,6,62.16666667
E01001815,29,0.027048454,86.77650119,2614,29,90.13793103
E01001816,30,0.022059959,87.70864947,3471,30,115.7
E01001819,36,0.026448613,91.12291351,3768,36,104.6666667
E01001820,43,0.051106515,93.7784522,2957,43,68.76744186
E01001821,29,0.041969316,86.77650119,2188,29,75.44827586
E01001822,18,0.02186026,73.70474745,1256,18,69.77777778
E01001823,2,0.001329336,14.74094949,210,2,105
E01001824,4,0.001850113,30.65250379,383,4,95.75
E01001825,4,0.003782828,30.65250379,308,4,77
E01001826,4,0.003596928,30.65250379,330,4,82.5
E01001827,14,0.007962916,66.44266204,1634,14,116.7142857
E01001828,17,0.015446682,72.01387383,1330,17,78.23529412
E01001829,39,0.033526181,92.38022979,4182,39,107.2307692
E01001830,33,0.032218068,89.58378496,2867,33,86.87878788
E01001831,39,0.035831756,92.38022979,2716,39,69.64102564
E01001832,32,0.030859435,89.04183828,2058,32,64.3125
E01001833,50,0.044068783,95.65358769,4012,50,80.24
E01001834,41,0.043119269,93.13895513,2638,41,64.34146341
E01001835,34,0.045820744,90.13657056,2412,34,70.94117647
E01001836,27,0.020623281,84.91220464,2827,27,104.7037037
E01001837,45,0.039369734,94.32039887,5498,45,122.1777778
E01001838,22,0.030673735,79.31931498,1194,22,54.27272727
E01001839,68,0.064928865,97.72382398,5270,68,77.5
E01001840,31,0.028591719,88.45653588,1914,31,61.74193548
E01001841,17,0.012504137,72.01387383,1506,17,88.58823529
E01001842,30,0.045849827,87.70864947,2226,30,74.2
E01001843,16,0.021590549,70.35551702,1595,16,99.6875
E01001844,34,0.022048429,90.13657056,4383,34,128.9117647
E01001845,6,0.005438576,42.02254498,386,6,64.33333333
E01001846,29,0.005363299,86.77650119,2533,29,87.34482759
E01001847,14,0.01327656,66.44266204,1073,14,76.64285714
E01001848,24,0.015714828,81.70388034,3194,24,133.0833333
E01001849,63,0.012697287,97.38781704,5525,63,87.6984127
E01001850,11,0.015569556,59.4623889,785,11,71.36363636
E01001851,30,0.030490904,87.70864947,4426,30,147.5333333
E01001852,59,0.077739391,96.9867765,7504,59,127.1864407
E01001853,29,0.035893888,86.77650119,3802,29,131.1034483
E01001854,30,0.045433894,87.70864947,4348,30,144.9333333
E01001855,46,0.060628507,94.69976154,6727,46,146.2391304
E01001856,21,0.025447944,78.01864297,3586,21,170.7619048
E01001857,35,0.049153299,90.67851723,5654,35,161.5428571
E01001858,14,0.011740436,66.44266204,1792,14,128
E01001859,24,0.022356152,81.70388034,2237,24,93.20833333
E01001860,18,0.019785677,73.70474745,2396,18,133.1111111
E01001861,14,0.019334266,66.44266204,1172,14,83.71428571
E01001862,20,0.022002128,76.80468242,1791,20,89.55
E01001863,26,0.030691177,83.75243876,3338,26,128.3846154
E01001864,18,0.024497595,73.70474745,2157,18,119.8333333
E01001865,30,0.02538608,87.70864947,3479,30,115.9666667
E01001866,39,0.025806964,92.38022979,9350,39,239.7435897
E01001867,15,0.017096355,68.45870366,1928,15,128.5333333
E01001868,28,0.047573093,85.85519185,2191,28,78.25
E01001869,23,0.010023752,80.52243659,5538,23,240.7826087
E01001870,30,0.029540352,87.70864947,2549,30,84.96666667
E01001871,15,0.011214618,68.45870366,1217,15,81.13333333
E01001872,32,0.045448219,89.04183828,3189,32,99.65625
E01001873,9,0.01451545,53.68523737,820,9,91.11111111
E01001875,13,0.007579335,64.28571429,596,13,45.84615385
E01001876,13,0.001449904,64.28571429,739,13,56.84615385
E01001877,24,0.001877699,81.70388034,4228,24,176.1666667
E01001878,8,0.005906413,50.2276176,416,8,52
E01001879,26,0.032302189,83.75243876,2340,26,90
E01001880,26,0.020512982,83.75243876,2866,26,110.2307692
E01001881,46,0.041543616,94.69976154,7566,46,164.4782609
E01001882,47,0.057520007,95.00325168,5101,47,108.5319149
E01001883,49,0.0366462,95.37177542,6198,49,126.4897959
E01001884,46,0.056034761,94.69976154,5930,46,128.9130435
E01001885,14,0.024607943,66.44266204,1690,14,120.7142857
E01001886,7,0.007353057,46.41231303,1235,7,176.4285714
E01001887,13,0.011894197,64.28571429,1584,13,121.8461538
E01001888,30,0.030460007,87.70864947,3710,30,123.6666667
E01001889,23,0.016066501,80.52243659,3239,23,140.826087
E01001890,22,0.01689267,79.31931498,1845,22,83.86363636
E01001891,25,0.014191402,82.74441795,3809,25,152.36
E01001892,12,0.016640089,62.02037719,1460,12,121.6666667
E01001893,16,0.020533696,70.35551702,1593,16,99.5625
E01001894,19,0.012220929,75.42813787,1788,19,94.10526316
E01001895,20,0.023168689,76.80468242,3147,20,157.35
E01001896,28,0.032898872,85.85519185,3060,28,109.2857143
