LSOA21CD,park_pct
E01000549,0.000913394
E01000550,0.065658241
E01000551,0.133594572
E01000552,0.246703641
E01000554,0.073045403
E01000555,5.93616E-05
E01000557,0.00081755
E01000558,0.012267075
E01000564,0.012251417
E01000565,0.038018899
E01000567,0.007339368
E01000569,0.000122539
E01000573,0.029809951
E01000574,0.337082
E01000581,0.012714114
E01000582,0.345795268
E01000589,0.170692688
E01000590,0.059013989
E01000591,0.294124173
E01000596,0.060026472
E01000601,0.023574726
E01000603,0.193399257
E01000612,0.06626772
E01000615,0.090052726
E01000619,0.312882698
E01000622,0.211973285
E01000624,0.251164432
E01000625,0.094627698
E01000626,0.01045979
E01000627,0.029379963
E01000632,0.1154458
E01000638,0.043263604
E01000640,4.29759E-06
E01000642,0.011608532
E01000643,0.170677119
E01000645,0.176992378
E01000650,0.488777286
E01000652,0.282590469
E01000653,0.0511903
E01000661,0.111677719
E01000662,0.125466694
E01000664,0.250675245
E01000665,0.158391124
E01000666,0.467030401
E01000670,0.011977116
E01000673,0.016300703
E01000679,0.093635193
E01000680,0.195705726
E01000682,0.072351512
E01000685,0.105855865
E01000686,0.05928813
E01000687,0.025035241
E01000689,0.591252547
E01000690,0.082394498
E01000691,0.121589319
E01000692,0.298685242
E01000693,1.021046229
E01000694,0.253547447
E01000695,0.084726616
E01000696,0.420007459
E01000698,0.681504702
E01000703,0.04090989
E01000704,0.198406358
E01000706,0.059357981
E01000707,0.108461018
E01000709,0.010309895
E01000710,0.029149307
E01000711,0.001731542
E01000712,0.070498199
E01000713,0.005145295
E01000715,0.003185919
E01000717,0.006558103
E01000718,0.233154634
E01000719,0.042548722
E01000720,0.152078266
E01000721,0.202146828
E01000726,0.001768232
E01000731,0.063303451
E01000733,0.12681112
E01000734,0.329769625
E01000735,0.27766351
E01000736,0.221656962
E01000738,0.438515393
E01000743,0.272898473
E01000748,0.261920729
E01000749,0.334571586
E01000751,0.181447436
E01000752,0.235176849
E01000753,0.361774864
E01000756,0.138987113
E01000757,0.137399479
E01000760,0.045372178
E01000764,0.096041797
E01000765,0.350069903
E01000768,0.352741572
E01000771,0.167928647
E01000773,0.121962314
E01000774,0.013493951
E01000775,0.213391962
E01000781,0.021843105
E01000782,0.236598452
E01000785,0.072880146
E01000786,0.346382725
E01000787,0.262466687
E01000789,0.105740849
E01000791,0.032367744
E01000792,0.044430414
E01000793,0.017971479
E01000794,0.022711204
E01000795,0.023251829
E01000797,0.127862441
E01000800,0.052445652
E01000803,0.147835405
E01000804,0.041948877
E01000813,0.464453908
E01000820,0.113351293
E01000822,0.054302815
E01000829,0.001692549
E01000831,0.05053684
E01000834,0.12636304
E01000837,0.164308421
E01000844,0.009310463
E01000859,0.020589496
E01000860,0.381576951
E01000866,0.053429141
E01000869,0.019806011
E01000870,0.125186953
E01000871,0.185180497
E01000872,0.040704649
E01000873,0.005207961
E01000874,0.021471879
E01000876,0.07061277
E01000877,0.005281777
E01000882,0.006060124
E01000884,2.74158E-05
E01000886,0.024077389
E01000890,0.089371432
E01000891,0.019511094
E01000892,0.050586438
E01000898,0.065619476
E01000900,0.098386904
E01000902,0.060134291
E01000903,0.048949719
E01000905,0.040752012
E01000908,0.010397034
E01000909,0.099014129
E01000911,0.119650676
E01000921,0.005427478
E01000924,0.053104305
E01000925,0.03740037
E01000926,0.017194042
E01000932,0.000236519
E01000933,0.041199048
E01000934,0.039688858
E01000935,0.20237523
E01000944,0.053004017
E01000952,0.017969235
E01000955,0.00274072
E01000961,0.042247626
E01000967,0.577021867
E01000971,0.023580164
E01000974,0.081819498
E01000981,0.062264561
E01000982,0.04908711
E01000984,0.020480318
E01000985,0.109516593
E01000989,0.014606221
E01000991,0.093722981
E01000992,0.419821365
E01001010,0.008817954
E01001012,0.014895997
E01001016,0.201229309
E01001019,0.207321287
E01001020,0.077608395
E01001022,0.76352742
E01001026,0.024419906
E01001028,0.00476725
E01001029,0.004812571
E01001032,0.458515914
E01001034,0.004069395
E01001036,0.293619883
E01001039,0.521643729
E01001041,0.02002247
E01001044,0.091532373
E01001047,0.027132596
E01001051,0.240424412
E01001052,0.460007832
E01001053,0.176308269
E01001054,0.105935846
E01001055,0.238570465
E01001056,0.04408633
E01001058,0.120870759
E01001059,0.185681483
E01001060,0.5506559
E01001061,0.051085838
E01001062,0.226092235
E01001063,0.180774021
E01001065,0.175965262
E01001066,0.079573186
E01001067,0.179606787
E01001069,0.091488453
E01001070,0.143113488
E01001071,0.35275313
E01001074,0.021143682
E01001075,0.612770394
E01001076,0.197111506
E01001081,0.156598588
E01001082,0.383512404
E01001083,0.113330248
E01001084,0.296057368
E01001085,0.197771216
E01001092,0.004757465
E01001093,0.042214287
E01001094,0.009008267
E01001103,0.214048851
E01001104,0.523454396
E01001105,0.67383926
E01001106,0.218661912
E01001107,0.109178642
E01001109,0.029840079
E01001112,0.090557346
E01001114,0.015647145
E01001115,0.082748507
E01001116,0.054025535
E01001119,1.327208102
E01001120,0.265402584
E01001121,0.438733953
E01001122,0.337277686
E01001123,0.865708605
E01001127,0.164390422
E01001128,0.314974661
E01001129,0.159123802
E01001131,0.217861788
E01001132,0.086865305
E01001135,0.135433351
E01001136,0.199187639
E01001137,0.348034563
E01001138,0.290652901
E01001142,0.184580102
E01001145,0.020294461
E01001147,0.013744554
E01001151,0.005387664
E01001152,0.002682257
E01001155,0.022710598
E01001156,0.235831067
E01001157,0.161294385
E01001158,0.355669455
E01001159,0.146473731
E01001161,0.012910271
E01001162,0.215070258
E01001163,0.088127085
E01001166,0.035883714
E01001167,0.247996072
E01001168,0.129067317
E01001169,0.036267844
E01001171,0.003937928
E01001173,0.320184477
E01001174,0.002204121
E01001185,0.189956527
E01001186,0.053222459
E01001188,0.008745327
E01001193,0.065464151
E01001194,0.514737694
E01001195,0.218690166
E01001197,0.048634929
E01001205,0.106571467
E01001206,0.111838347
E01001208,0.277847018
E01001210,0.086937203
E01001211,0.018846092
E01001212,0.052784207
E01001214,0.10441212
E01001215,0.051041545
E01001216,0.093491595
E01001226,0.005370627
E01001228,0.009758666
E01001233,0.034885245
E01001239,0.02807785
E01001241,0.196847645
E01001242,0.049297317
E01001243,0.134485027
E01001249,0.06592285
E01001251,0.007016745
E01001252,1.93696E-05
E01001253,0.129790887
E01001254,0.067339661
E01001258,0.094311201
E01001259,0.346458772
E01001261,0.091487878
E01001262,0.500391258
E01001263,0.383004362
E01001265,0.061899899
E01001266,0.387039917
E01001267,0.063429524
E01001268,0.184054659
E01001269,0.055426459
E01001272,0.052498701
E01001274,0.001182136
E01001275,0.005596059
E01001276,0.117594108
E01001278,0.103196963
E01001280,0.188562961
E01001281,0.15238386
E01001282,0.115377189
E01001283,0.040498395
E01001284,0.089625372
E01001285,0.16730275
E01001286,0.105979195
E01001290,0.179613102
E01001292,0.003460198
E01001294,0.006530954
E01001299,0.010359804
E01001301,0.020987679
E01001302,0.32272651
E01001305,0.015209562
E01001306,0.017475939
E01001307,0.821416522
E01001309,0.098443676
E01001310,0.023243742
E01001311,0.264011619
