LSOA21CD,LSOA21NM,borough_name,space
E01000001,City of London 001A,City of London,City of London
E01000002,City of London 001B,City of London,City of London
E01000003,City of London 001C,City of London,City of London
E01000005,City of London 001E,City of London,City of London
E01000006,Barking and Dagenham 016A,Barking and Dagenham,outer
E01000007,Barking and Dagenham 015A,Barking and Dagenham,outer
E01000008,Barking and Dagenham 015B,Barking and Dagenham,outer
E01000009,Barking and Dagenham 016B,Barking and Dagenham,outer
E01000011,Barking and Dagenham 016C,Barking and Dagenham,outer
E01000012,Barking and Dagenham 015D,Barking and Dagenham,outer
E01000013,Barking and Dagenham 013A,Barking and Dagenham,outer
E01000014,Barking and Dagenham 013B,Barking and Dagenham,outer
E01000015,Barking and Dagenham 009A,Barking and Dagenham,outer
E01000016,Barking and Dagenham 009B,Barking and Dagenham,outer
E01000017,Barking and Dagenham 009C,Barking and Dagenham,outer
E01000018,Barking and Dagenham 009D,Barking and Dagenham,outer
E01000019,Barking and Dagenham 023A,Barking and Dagenham,outer
E01000020,Barking and Dagenham 023B,Barking and Dagenham,outer
E01000021,Barking and Dagenham 008A,Barking and Dagenham,outer
E01000022,Barking and Dagenham 008B,Barking and Dagenham,outer
E01000024,Barking and Dagenham 008D,Barking and Dagenham,outer
E01000025,Barking and Dagenham 008E,Barking and Dagenham,outer
E01000027,Barking and Dagenham 001A,Barking and Dagenham,outer
E01000028,Barking and Dagenham 001B,Barking and Dagenham,outer
E01000029,Barking and Dagenham 001C,Barking and Dagenham,outer
E01000030,Barking and Dagenham 001D,Barking and Dagenham,outer
E01000031,Barking and Dagenham 002A,Barking and Dagenham,outer
E01000032,Barking and Dagenham 002B,Barking and Dagenham,outer
E01000033,Barking and Dagenham 006A,Barking and Dagenham,outer
E01000034,Barking and Dagenham 003A,Barking and Dagenham,outer
E01000035,Barking and Dagenham 010A,Barking and Dagenham,outer
E01000036,Barking and Dagenham 010B,Barking and Dagenham,outer
E01000037,Barking and Dagenham 003B,Barking and Dagenham,outer
E01000038,Barking and Dagenham 003C,Barking and Dagenham,outer
E01000039,Barking and Dagenham 003D,Barking and Dagenham,outer
E01000040,Barking and Dagenham 019A,Barking and Dagenham,outer
E01000041,Barking and Dagenham 017A,Barking and Dagenham,outer
E01000042,Barking and Dagenham 017B,Barking and Dagenham,outer
E01000043,Barking and Dagenham 019B,Barking and Dagenham,outer
E01000044,Barking and Dagenham 016D,Barking and Dagenham,outer
E01000045,Barking and Dagenham 017C,Barking and Dagenham,outer
E01000046,Barking and Dagenham 017D,Barking and Dagenham,outer
E01000049,Barking and Dagenham 021C,Barking and Dagenham,outer
E01000050,Barking and Dagenham 019C,Barking and Dagenham,outer
E01000051,Barking and Dagenham 021D,Barking and Dagenham,outer
E01000052,Barking and Dagenham 019D,Barking and Dagenham,outer
E01000053,Barking and Dagenham 020A,Barking and Dagenham,outer
E01000054,Barking and Dagenham 018A,Barking and Dagenham,outer
E01000055,Barking and Dagenham 018B,Barking and Dagenham,outer
E01000056,Barking and Dagenham 018C,Barking and Dagenham,outer
E01000057,Barking and Dagenham 012A,Barking and Dagenham,outer
E01000058,Barking and Dagenham 018D,Barking and Dagenham,outer
E01000059,Barking and Dagenham 013C,Barking and Dagenham,outer
E01000060,Barking and Dagenham 006B,Barking and Dagenham,outer
E01000061,Barking and Dagenham 006C,Barking and Dagenham,outer
E01000062,Barking and Dagenham 006D,Barking and Dagenham,outer
E01000063,Barking and Dagenham 004A,Barking and Dagenham,outer
E01000064,Barking and Dagenham 006E,Barking and Dagenham,outer
E01000065,Barking and Dagenham 007A,Barking and Dagenham,outer
E01000066,Barking and Dagenham 011A,Barking and Dagenham,outer
E01000067,Barking and Dagenham 011B,Barking and Dagenham,outer
E01000068,Barking and Dagenham 016E,Barking and Dagenham,outer
E01000069,Barking and Dagenham 011C,Barking and Dagenham,outer
E01000070,Barking and Dagenham 011D,Barking and Dagenham,outer
E01000071,Barking and Dagenham 011E,Barking and Dagenham,outer
E01000072,Barking and Dagenham 017E,Barking and Dagenham,outer
E01000073,Barking and Dagenham 012B,Barking and Dagenham,outer
E01000074,Barking and Dagenham 012C,Barking and Dagenham,outer
E01000075,Barking and Dagenham 012D,Barking and Dagenham,outer
E01000076,Barking and Dagenham 012E,Barking and Dagenham,outer
E01000077,Barking and Dagenham 008F,Barking and Dagenham,outer
E01000078,Barking and Dagenham 007B,Barking and Dagenham,outer
E01000079,Barking and Dagenham 009E,Barking and Dagenham,outer
E01000080,Barking and Dagenham 007C,Barking and Dagenham,outer
E01000081,Barking and Dagenham 007D,Barking and Dagenham,outer
E01000082,Barking and Dagenham 007E,Barking and Dagenham,outer
E01000083,Barking and Dagenham 007F,Barking and Dagenham,outer
E01000084,Barking and Dagenham 013D,Barking and Dagenham,outer
E01000085,Barking and Dagenham 013E,Barking and Dagenham,outer
E01000086,Barking and Dagenham 013F,Barking and Dagenham,outer
E01000087,Barking and Dagenham 020B,Barking and Dagenham,outer
E01000088,Barking and Dagenham 020C,Barking and Dagenham,outer
E01000089,Barking and Dagenham 020D,Barking and Dagenham,outer
E01000090,Barking and Dagenham 020E,Barking and Dagenham,outer
E01000091,Barking and Dagenham 022A,Barking and Dagenham,outer
E01000093,Barking and Dagenham 022B,Barking and Dagenham,outer
E01000094,Barking and Dagenham 022C,Barking and Dagenham,outer
E01000095,Barking and Dagenham 018E,Barking and Dagenham,outer
E01000096,Barking and Dagenham 022D,Barking and Dagenham,outer
E01000097,Barking and Dagenham 023C,Barking and Dagenham,outer
E01000098,Barking and Dagenham 023D,Barking and Dagenham,outer
E01000099,Barking and Dagenham 023E,Barking and Dagenham,outer
E01000100,Barking and Dagenham 004B,Barking and Dagenham,outer
E01000101,Barking and Dagenham 004C,Barking and Dagenham,outer
E01000102,Barking and Dagenham 007G,Barking and Dagenham,outer
E01000103,Barking and Dagenham 014A,Barking and Dagenham,outer
E01000104,Barking and Dagenham 014B,Barking and Dagenham,outer
E01000105,Barking and Dagenham 014C,Barking and Dagenham,outer
E01000106,Barking and Dagenham 014D,Barking and Dagenham,outer
E01000107,Barking and Dagenham 010C,Barking and Dagenham,outer
E01000108,Barking and Dagenham 010D,Barking and Dagenham,outer
E01000110,Barking and Dagenham 002C,Barking and Dagenham,outer
E01000111,Barking and Dagenham 002D,Barking and Dagenham,outer
E01000112,Barking and Dagenham 002E,Barking and Dagenham,outer
E01000113,Barking and Dagenham 002F,Barking and Dagenham,outer
E01000114,Barking and Dagenham 004E,Barking and Dagenham,outer
E01000115,Barnet 009A,Barnet,outer
E01000116,Barnet 009B,Barnet,outer
E01000117,Barnet 010A,Barnet,outer
E01000118,Barnet 010B,Barnet,outer
E01000119,Barnet 009C,Barnet,outer
E01000120,Barnet 009D,Barnet,outer
E01000121,Barnet 010C,Barnet,outer
E01000122,Barnet 009E,Barnet,outer
E01000123,Barnet 010D,Barnet,outer
E01000124,Barnet 010E,Barnet,outer
E01000126,Barnet 026A,Barnet,outer
E01000127,Barnet 024B,Barnet,outer
E01000128,Barnet 024C,Barnet,outer
E01000129,Barnet 024D,Barnet,outer
E01000130,Barnet 021A,Barnet,outer
E01000131,Barnet 024E,Barnet,outer
E01000132,Barnet 021B,Barnet,outer
E01000133,Barnet 021C,Barnet,outer
E01000134,Barnet 024F,Barnet,outer
E01000135,Barnet 038A,Barnet,outer
E01000136,Barnet 038B,Barnet,outer
E01000137,Barnet 041A,Barnet,outer
E01000138,Barnet 040A,Barnet,outer
E01000139,Barnet 041B,Barnet,outer
E01000140,Barnet 041C,Barnet,outer
E01000141,Barnet 039A,Barnet,outer
E01000142,Barnet 040B,Barnet,outer
E01000143,Barnet 041D,Barnet,outer
E01000144,Barnet 038C,Barnet,outer
E01000145,Barnet 037A,Barnet,outer
E01000146,Barnet 038D,Barnet,outer
E01000147,Barnet 043F,Barnet,outer
E01000150,Barnet 036A,Barnet,outer
E01000151,Barnet 026B,Barnet,outer
E01000152,Barnet 026C,Barnet,outer
E01000153,Barnet 026D,Barnet,outer
E01000154,Barnet 026E,Barnet,outer
E01000156,Barnet 022A,Barnet,outer
E01000157,Barnet 022B,Barnet,outer
E01000158,Barnet 015A,Barnet,outer
E01000159,Barnet 015B,Barnet,outer
E01000160,Barnet 015C,Barnet,outer
E01000161,Barnet 015D,Barnet,outer
E01000162,Barnet 015E,Barnet,outer
E01000163,Barnet 022C,Barnet,outer
E01000164,Barnet 022D,Barnet,outer
E01000165,Barnet 022E,Barnet,outer
E01000166,Barnet 003A,Barnet,outer
E01000167,Barnet 002A,Barnet,outer
E01000168,Barnet 003B,Barnet,outer
E01000169,Barnet 003C,Barnet,outer
E01000170,Barnet 006A,Barnet,outer
E01000171,Barnet 006B,Barnet,outer
E01000172,Barnet 003D,Barnet,outer
E01000173,Barnet 006C,Barnet,outer
E01000174,Barnet 006D,Barnet,outer
E01000175,Barnet 006E,Barnet,outer
E01000176,Barnet 027A,Barnet,outer
E01000177,Barnet 029A,Barnet,outer
E01000178,Barnet 027B,Barnet,outer
E01000179,Barnet 029B,Barnet,outer
E01000180,Barnet 029C,Barnet,outer
E01000181,Barnet 029D,Barnet,outer
E01000182,Barnet 029E,Barnet,outer
E01000183,Barnet 033A,Barnet,outer
E01000184,Barnet 027C,Barnet,outer
E01000185,Barnet 029F,Barnet,outer
E01000186,Barnet 014A,Barnet,outer
E01000187,Barnet 014B,Barnet,outer
E01000188,Barnet 014C,Barnet,outer
E01000189,Barnet 014D,Barnet,outer
E01000190,Barnet 014E,Barnet,outer
E01000191,Barnet 014F,Barnet,outer
E01000192,Barnet 018A,Barnet,outer
E01000193,Barnet 018B,Barnet,outer
E01000194,Barnet 018C,Barnet,outer
E01000195,Barnet 013A,Barnet,outer
E01000196,Barnet 028A,Barnet,outer
E01000197,Barnet 023A,Barnet,outer
E01000198,Barnet 025A,Barnet,outer
E01000199,Barnet 025B,Barnet,outer
E01000200,Barnet 028B,Barnet,outer
E01000201,Barnet 028C,Barnet,outer
E01000202,Barnet 028D,Barnet,outer
E01000203,Barnet 028E,Barnet,outer
E01000204,Barnet 025C,Barnet,outer
E01000205,Barnet 035A,Barnet,outer
E01000206,Barnet 033B,Barnet,outer
E01000207,Barnet 033C,Barnet,outer
E01000208,Barnet 033D,Barnet,outer
E01000209,Barnet 035B,Barnet,outer
E01000210,Barnet 033E,Barnet,outer
E01000211,Barnet 035C,Barnet,outer
E01000212,Barnet 035D,Barnet,outer
E01000213,Barnet 033F,Barnet,outer
E01000214,Barnet 038E,Barnet,outer
E01000215,Barnet 037B,Barnet,outer
E01000216,Barnet 035E,Barnet,outer
E01000217,Barnet 035F,Barnet,outer
E01000218,Barnet 037C,Barnet,outer
E01000219,Barnet 037D,Barnet,outer
E01000220,Barnet 037E,Barnet,outer
E01000221,Barnet 039B,Barnet,outer
E01000222,Barnet 040C,Barnet,outer
E01000223,Barnet 039C,Barnet,outer
E01000224,Barnet 040D,Barnet,outer
E01000225,Barnet 037F,Barnet,outer
E01000226,Barnet 018D,Barnet,outer
E01000227,Barnet 018E,Barnet,outer
E01000228,Barnet 007A,Barnet,outer
E01000229,Barnet 013B,Barnet,outer
E01000230,Barnet 013C,Barnet,outer
E01000231,Barnet 013D,Barnet,outer
E01000232,Barnet 013E,Barnet,outer
E01000233,Barnet 013F,Barnet,outer
E01000234,Barnet 021D,Barnet,outer
E01000235,Barnet 021E,Barnet,outer
E01000236,Barnet 034A,Barnet,outer
E01000237,Barnet 032A,Barnet,outer
E01000238,Barnet 034B,Barnet,outer
E01000239,Barnet 031A,Barnet,outer
E01000240,Barnet 031B,Barnet,outer
E01000241,Barnet 031C,Barnet,outer
E01000242,Barnet 032B,Barnet,outer
E01000243,Barnet 032C,Barnet,outer
E01000244,Barnet 032D,Barnet,outer
E01000245,Barnet 032E,Barnet,outer
E01000246,Barnet 002B,Barnet,outer
E01000247,Barnet 002C,Barnet,outer
E01000248,Barnet 001A,Barnet,outer
E01000249,Barnet 001B,Barnet,outer
E01000250,Barnet 001C,Barnet,outer
E01000251,Barnet 002D,Barnet,outer
E01000252,Barnet 002E,Barnet,outer
E01000253,Barnet 007B,Barnet,outer
E01000254,Barnet 001D,Barnet,outer
E01000255,Barnet 017A,Barnet,outer
E01000256,Barnet 016A,Barnet,outer
E01000257,Barnet 017B,Barnet,outer
E01000258,Barnet 016B,Barnet,outer
E01000259,Barnet 025D,Barnet,outer
E01000260,Barnet 025E,Barnet,outer
E01000261,Barnet 017C,Barnet,outer
E01000263,Barnet 016C,Barnet,outer
E01000264,Barnet 016D,Barnet,outer
E01000265,Barnet 011A,Barnet,outer
E01000266,Barnet 011B,Barnet,outer
E01000267,Barnet 005A,Barnet,outer
E01000268,Barnet 005B,Barnet,outer
E01000269,Barnet 005C,Barnet,outer
E01000270,Barnet 005D,Barnet,outer
E01000271,Barnet 008A,Barnet,outer
E01000272,Barnet 008B,Barnet,outer
E01000273,Barnet 008C,Barnet,outer
E01000274,Barnet 011C,Barnet,outer
E01000275,Barnet 012A,Barnet,outer
E01000276,Barnet 020A,Barnet,outer
E01000277,Barnet 012B,Barnet,outer
E01000278,Barnet 020B,Barnet,outer
E01000279,Barnet 007C,Barnet,outer
E01000280,Barnet 007D,Barnet,outer
E01000281,Barnet 008D,Barnet,outer
E01000282,Barnet 008E,Barnet,outer
E01000283,Barnet 012C,Barnet,outer
E01000284,Barnet 012D,Barnet,outer
E01000285,Barnet 004A,Barnet,outer
E01000286,Barnet 007E,Barnet,outer
E01000287,Barnet 004B,Barnet,outer
E01000288,Barnet 004C,Barnet,outer
E01000289,Barnet 004D,Barnet,outer
E01000290,Barnet 007F,Barnet,outer
E01000291,Barnet 004E,Barnet,outer
E01000292,Barnet 001E,Barnet,outer
E01000293,Barnet 001F,Barnet,outer
E01000294,Barnet 004F,Barnet,outer
E01000295,Barnet 023B,Barnet,outer
E01000296,Barnet 023C,Barnet,outer
E01000297,Barnet 027D,Barnet,outer
E01000298,Barnet 023D,Barnet,outer
E01000299,Barnet 019A,Barnet,outer
E01000300,Barnet 019B,Barnet,outer
E01000301,Barnet 020C,Barnet,outer
E01000302,Barnet 019C,Barnet,outer
E01000303,Barnet 020D,Barnet,outer
E01000304,Barnet 020E,Barnet,outer
E01000305,Barnet 036B,Barnet,outer
E01000306,Barnet 036C,Barnet,outer
E01000307,Barnet 039D,Barnet,outer
E01000308,Barnet 036D,Barnet,outer
E01000309,Barnet 031D,Barnet,outer
E01000310,Barnet 034C,Barnet,outer
E01000311,Barnet 034D,Barnet,outer
E01000312,Barnet 036E,Barnet,outer
E01000313,Barnet 036F,Barnet,outer
E01000314,Barnet 032F,Barnet,outer
E01000315,Barnet 022F,Barnet,outer
E01000316,Barnet 027E,Barnet,outer
E01000317,Barnet 019D,Barnet,outer
E01000318,Barnet 019E,Barnet,outer
E01000319,Barnet 027F,Barnet,outer
E01000320,Barnet 011D,Barnet,outer
E01000321,Barnet 012E,Barnet,outer
E01000322,Barnet 011E,Barnet,outer
E01000323,Barnet 019F,Barnet,outer
E01000324,Barnet 015F,Barnet,outer
E01000325,Bexley 014A,Bexley,outer
E01000326,Bexley 014B,Bexley,outer
E01000327,Bexley 017A,Bexley,outer
E01000328,Bexley 017B,Bexley,outer
E01000329,Bexley 017C,Bexley,outer
E01000330,Bexley 017D,Bexley,outer
E01000331,Bexley 017E,Bexley,outer
E01000332,Bexley 005A,Bexley,outer
E01000333,Bexley 003A,Bexley,outer
E01000334,Bexley 006A,Bexley,outer
E01000335,Bexley 003B,Bexley,outer
E01000336,Bexley 003C,Bexley,outer
E01000337,Bexley 003D,Bexley,outer
E01000338,Bexley 003E,Bexley,outer
E01000339,Bexley 025A,Bexley,outer
E01000340,Bexley 018A,Bexley,outer
E01000341,Bexley 022A,Bexley,outer
E01000342,Bexley 022B,Bexley,outer
E01000343,Bexley 022C,Bexley,outer
E01000344,Bexley 025B,Bexley,outer
E01000345,Bexley 022D,Bexley,outer
E01000346,Bexley 021A,Bexley,outer
E01000347,Bexley 021B,Bexley,outer
E01000348,Bexley 020A,Bexley,outer
E01000349,Bexley 020B,Bexley,outer
E01000350,Bexley 021C,Bexley,outer
E01000351,Bexley 024A,Bexley,outer
E01000352,Bexley 021D,Bexley,outer
E01000353,Bexley 011A,Bexley,outer
E01000354,Bexley 011B,Bexley,outer
E01000355,Bexley 011C,Bexley,outer
E01000356,Bexley 009A,Bexley,outer
E01000357,Bexley 009B,Bexley,outer
E01000358,Bexley 011D,Bexley,outer
E01000359,Bexley 009C,Bexley,outer
E01000360,Bexley 015A,Bexley,outer
E01000361,Bexley 020C,Bexley,outer
E01000362,Bexley 015B,Bexley,outer
E01000363,Bexley 020D,Bexley,outer
E01000364,Bexley 023A,Bexley,outer
E01000365,Bexley 015C,Bexley,outer
E01000366,Bexley 015D,Bexley,outer
E01000367,Bexley 010A,Bexley,outer
E01000368,Bexley 010B,Bexley,outer
E01000369,Bexley 014C,Bexley,outer
E01000370,Bexley 014D,Bexley,outer
E01000371,Bexley 014E,Bexley,outer
E01000372,Bexley 010C,Bexley,outer
E01000373,Bexley 008A,Bexley,outer
E01000374,Bexley 019A,Bexley,outer
E01000375,Bexley 019B,Bexley,outer
E01000376,Bexley 019C,Bexley,outer
E01000377,Bexley 019D,Bexley,outer
E01000379,Bexley 019F,Bexley,outer
E01000380,Bexley 010D,Bexley,outer
E01000381,Bexley 028A,Bexley,outer
E01000382,Bexley 027A,Bexley,outer
E01000383,Bexley 028B,Bexley,outer
E01000384,Bexley 027B,Bexley,outer
E01000385,Bexley 028C,Bexley,outer
E01000386,Bexley 028D,Bexley,outer
E01000387,Bexley 027C,Bexley,outer
E01000388,Bexley 016A,Bexley,outer
E01000389,Bexley 020E,Bexley,outer
E01000390,Bexley 020F,Bexley,outer
E01000391,Bexley 021E,Bexley,outer
E01000392,Bexley 016B,Bexley,outer
E01000393,Bexley 020G,Bexley,outer
E01000394,Bexley 015E,Bexley,outer
E01000395,Bexley 018B,Bexley,outer
E01000396,Bexley 018C,Bexley,outer
E01000398,Bexley 029A,Bexley,outer
E01000399,Bexley 029B,Bexley,outer
E01000400,Bexley 029C,Bexley,outer
E01000401,Bexley 013A,Bexley,outer
E01000402,Bexley 005B,Bexley,outer
E01000403,Bexley 004A,Bexley,outer
E01000404,Bexley 004B,Bexley,outer
E01000405,Bexley 004C,Bexley,outer
E01000406,Bexley 005C,Bexley,outer
E01000407,Bexley 005D,Bexley,outer
E01000408,Bexley 004D,Bexley,outer
E01000409,Bexley 016C,Bexley,outer
E01000410,Bexley 018D,Bexley,outer
E01000411,Bexley 016D,Bexley,outer
E01000412,Bexley 018E,Bexley,outer
E01000413,Bexley 018F,Bexley,outer
E01000414,Bexley 016E,Bexley,outer
E01000415,Bexley 016F,Bexley,outer
E01000416,Bexley 002A,Bexley,outer
E01000417,Bexley 006B,Bexley,outer
E01000418,Bexley 002B,Bexley,outer
E01000419,Bexley 006C,Bexley,outer
E01000420,Bexley 006D,Bexley,outer
E01000421,Bexley 009D,Bexley,outer
E01000422,Bexley 002C,Bexley,outer
E01000423,Bexley 025C,Bexley,outer
E01000424,Bexley 026A,Bexley,outer
E01000425,Bexley 025D,Bexley,outer
E01000426,Bexley 026B,Bexley,outer
E01000427,Bexley 026C,Bexley,outer
E01000428,Bexley 027D,Bexley,outer
E01000429,Bexley 008B,Bexley,outer
E01000430,Bexley 008C,Bexley,outer
E01000431,Bexley 008D,Bexley,outer
E01000433,Bexley 008F,Bexley,outer
E01000434,Bexley 008G,Bexley,outer
E01000435,Bexley 010E,Bexley,outer
E01000436,Bexley 011E,Bexley,outer
E01000437,Bexley 007A,Bexley,outer
E01000438,Bexley 007B,Bexley,outer
E01000439,Bexley 007C,Bexley,outer
E01000440,Bexley 007D,Bexley,outer
E01000441,Bexley 007E,Bexley,outer
E01000442,Bexley 006E,Bexley,outer
E01000443,Bexley 024B,Bexley,outer
E01000444,Bexley 023B,Bexley,outer
E01000445,Bexley 024C,Bexley,outer
E01000446,Bexley 024D,Bexley,outer
E01000447,Bexley 023C,Bexley,outer
E01000448,Bexley 023D,Bexley,outer
E01000449,Bexley 023E,Bexley,outer
E01000450,Bexley 009E,Bexley,outer
E01000451,Bexley 009F,Bexley,outer
E01000452,Bexley 009G,Bexley,outer
E01000453,Bexley 013B,Bexley,outer
E01000454,Bexley 013C,Bexley,outer
E01000455,Bexley 013D,Bexley,outer
E01000456,Bexley 013E,Bexley,outer
E01000457,Bexley 026D,Bexley,outer
E01000458,Bexley 027E,Bexley,outer
E01000459,Bexley 027F,Bexley,outer
E01000460,Bexley 022E,Bexley,outer
E01000461,Bexley 024E,Bexley,outer
E01000462,Bexley 026E,Bexley,outer
E01000463,Bexley 025E,Bexley,outer
E01000464,Bexley 002D,Bexley,outer
E01000465,Bexley 002E,Bexley,outer
E01000466,Bexley 001A,Bexley,outer
E01000467,Bexley 001B,Bexley,outer
E01000468,Bexley 001C,Bexley,outer
E01000469,Bexley 001D,Bexley,outer
E01000470,Bexley 002F,Bexley,outer
E01000471,Brent 026A,Brent,outer
E01000472,Brent 029A,Brent,outer
E01000473,Brent 029B,Brent,outer
E01000474,Brent 026B,Brent,outer
E01000475,Brent 029C,Brent,outer
E01000476,Brent 026C,Brent,outer
E01000477,Brent 026D,Brent,outer
E01000478,Brent 029D,Brent,outer
E01000479,Brent 009A,Brent,outer
E01000480,Brent 006A,Brent,outer
E01000481,Brent 009B,Brent,outer
E01000483,Brent 009D,Brent,outer
E01000484,Brent 006B,Brent,outer
E01000485,Brent 006C,Brent,outer
E01000486,Brent 006D,Brent,outer
E01000487,Brent 006E,Brent,outer
E01000488,Brent 022A,Brent,outer
E01000489,Brent 030A,Brent,outer
E01000490,Brent 023A,Brent,outer
E01000491,Brent 030B,Brent,outer
E01000492,Brent 030C,Brent,outer
E01000493,Brent 030D,Brent,outer
E01000494,Brent 023B,Brent,outer
E01000495,Brent 023C,Brent,outer
E01000497,Brent 011A,Brent,outer
E01000498,Brent 010B,Brent,outer
E01000499,Brent 011B,Brent,outer
E01000501,Brent 011C,Brent,outer
E01000502,Brent 011D,Brent,outer
E01000503,Brent 011E,Brent,outer
E01000504,Brent 018A,Brent,outer
E01000505,Brent 018B,Brent,outer
E01000506,Brent 014A,Brent,outer
E01000507,Brent 018C,Brent,outer
E01000508,Brent 025A,Brent,outer
E01000509,Brent 014B,Brent,outer
E01000510,Brent 014C,Brent,outer
E01000511,Brent 014D,Brent,outer
E01000512,Brent 018D,Brent,outer
E01000513,Brent 002A,Brent,outer
E01000514,Brent 002B,Brent,outer
E01000515,Brent 003A,Brent,outer
E01000516,Brent 002C,Brent,outer
E01000517,Brent 003B,Brent,outer
E01000518,Brent 005A,Brent,outer
E01000519,Brent 005B,Brent,outer
E01000520,Brent 002D,Brent,outer
E01000521,Brent 025B,Brent,outer
E01000522,Brent 025C,Brent,outer
E01000523,Brent 031A,Brent,outer
E01000524,Brent 031B,Brent,outer
E01000525,Brent 031C,Brent,outer
E01000526,Brent 025D,Brent,outer
E01000527,Brent 025E,Brent,outer
E01000528,Brent 025F,Brent,outer
E01000530,Brent 033A,Brent,outer
E01000531,Brent 033B,Brent,outer
E01000532,Brent 033C,Brent,outer
E01000533,Brent 031E,Brent,outer
E01000534,Brent 033D,Brent,outer
E01000535,Brent 031F,Brent,outer
E01000536,Brent 004A,Brent,outer
E01000538,Brent 004B,Brent,outer
E01000539,Brent 004C,Brent,outer
E01000540,Brent 004D,Brent,outer
E01000541,Brent 004E,Brent,outer
E01000543,Brent 003E,Brent,outer
E01000544,Brent 034A,Brent,outer
E01000545,Brent 028A,Brent,outer
E01000546,Brent 028B,Brent,outer
E01000547,Brent 028C,Brent,outer
E01000548,Brent 028D,Brent,outer
E01000549,Brent 028E,Brent,outer
E01000550,Brent 034B,Brent,outer
E01000551,Brent 034C,Brent,outer
E01000552,Brent 034D,Brent,outer
E01000553,Brent 015A,Brent,outer
E01000554,Brent 015B,Brent,outer
E01000555,Brent 015C,Brent,outer
E01000556,Brent 015D,Brent,outer
E01000557,Brent 015E,Brent,outer
E01000558,Brent 015F,Brent,outer
E01000559,Brent 018E,Brent,outer
E01000560,Brent 023D,Brent,outer
E01000561,Brent 023E,Brent,outer
E01000562,Brent 008A,Brent,outer
E01000563,Brent 008B,Brent,outer
E01000564,Brent 013A,Brent,outer
E01000565,Brent 013B,Brent,outer
E01000566,Brent 008C,Brent,outer
E01000567,Brent 016A,Brent,outer
E01000568,Brent 008D,Brent,outer
E01000569,Brent 008E,Brent,outer
E01000570,Brent 012A,Brent,outer
E01000571,Brent 012B,Brent,outer
E01000572,Brent 007A,Brent,outer
E01000573,Brent 007B,Brent,outer
E01000574,Brent 007C,Brent,outer
E01000575,Brent 007D,Brent,outer
E01000576,Brent 012C,Brent,outer
E01000577,Brent 007E,Brent,outer
E01000578,Brent 012D,Brent,outer
E01000579,Brent 032A,Brent,outer
E01000580,Brent 032B,Brent,outer
E01000581,Brent 030E,Brent,outer
E01000582,Brent 032C,Brent,outer
E01000583,Brent 032D,Brent,outer
E01000584,Brent 033E,Brent,outer
E01000585,Brent 033F,Brent,outer
E01000586,Brent 032E,Brent,outer
E01000587,Brent 001A,Brent,outer
E01000589,Brent 001B,Brent,outer
E01000590,Brent 001C,Brent,outer
E01000591,Brent 003F,Brent,outer
E01000592,Brent 001D,Brent,outer
E01000593,Brent 001E,Brent,outer
E01000594,Brent 001F,Brent,outer
E01000595,Brent 027A,Brent,outer
E01000596,Brent 021A,Brent,outer
E01000599,Brent 027D,Brent,outer
E01000601,Brent 021B,Brent,outer
E01000602,Brent 021C,Brent,outer
E01000603,Brent 021D,Brent,outer
E01000604,Brent 021E,Brent,outer
E01000605,Brent 021F,Brent,outer
E01000606,Brent 016B,Brent,outer
E01000607,Brent 013C,Brent,outer
E01000608,Brent 013D,Brent,outer
E01000609,Brent 016C,Brent,outer
E01000610,Brent 019A,Brent,outer
E01000611,Brent 016D,Brent,outer
E01000612,Brent 019B,Brent,outer
E01000613,Brent 013E,Brent,outer
E01000615,Brent 036A,Brent,outer
E01000616,Brent 020A,Brent,outer
E01000617,Brent 036B,Brent,outer
E01000618,Brent 036D,Brent,outer
E01000619,Brent 036C,Brent,outer
E01000620,Brent 020B,Brent,outer
E01000621,Brent 020C,Brent,outer
E01000622,Brent 010D,Brent,outer
E01000623,Brent 005C,Brent,outer
E01000624,Brent 005D,Brent,outer
E01000625,Brent 009E,Brent,outer
E01000626,Brent 010E,Brent,outer
E01000627,Brent 014E,Brent,outer
E01000628,Brent 014F,Brent,outer
E01000629,Brent 005E,Brent,outer
E01000630,Brent 026E,Brent,outer
E01000631,Brent 019C,Brent,outer
E01000632,Brent 029E,Brent,outer
E01000633,Brent 019D,Brent,outer
E01000634,Brent 019E,Brent,outer
E01000636,Brent 020E,Brent,outer
E01000637,Brent 022B,Brent,outer
E01000638,Brent 024A,Brent,outer
E01000639,Brent 022C,Brent,outer
E01000640,Brent 024B,Brent,outer
E01000641,Brent 024C,Brent,outer
E01000642,Brent 022D,Brent,outer
E01000643,Brent 024D,Brent,outer
E01000644,Brent 022E,Brent,outer
E01000645,Bromley 007A,Bromley,outer
E01000646,Bromley 016A,Bromley,outer
E01000647,Bromley 016B,Bromley,outer
E01000648,Bromley 016C,Bromley,outer
E01000649,Bromley 007B,Bromley,outer
E01000650,Bromley 022A,Bromley,outer
E01000651,Bromley 020A,Bromley,outer
E01000652,Bromley 022B,Bromley,outer
E01000653,Bromley 016D,Bromley,outer
E01000654,Bromley 039A,Bromley,outer
E01000655,Bromley 039B,Bromley,outer
E01000656,Bromley 039C,Bromley,outer
E01000657,Bromley 039D,Bromley,outer
E01000658,Bromley 042A,Bromley,outer
E01000659,Bromley 039E,Bromley,outer
E01000661,Bromley 026A,Bromley,outer
