Unnamed: 0,NSSEC1_change_pct,Highest_Level_change_pct,inc_change_pct,hse_change,white_change_pct,scenario1_PCA1,scenario1_PCA2,scenario1_PCA3,scenario1_PCA_total,scenario1_PCA_total_zscore,scenario1_status,LSOA21CD,s1_pca
0,0.2314404234015162,0.2293873790879778,0.4834484401047868,0.2021527358848895,0.604844489035402,-0.1218840304532385,-0.1785519032288151,-0.0002358078016704,-0.3006717414837239,-2.0329247998413487,descent,E01034473,-2.0329247998413487
1,0.3385781719353455,0.3249654537079686,0.4834484401047868,0.2021527358848895,0.5912283216282069,-0.0213410210265835,-0.082568870166858,0.0265841941944336,-0.0773256969990079,-0.5228204230919065,status,E01034474,-0.0213410210265835
2,0.3272779287655557,0.2344541685859051,0.5603715170278637,0.2248262841566682,0.3604701160957432,-0.1946604112396432,0.0606620710172838,-0.0958945819732554,-0.2298929221956148,-1.5543696275985484,descent,E01034471,-1.5543696275985484
3,0.3945072235731655,0.2595578074619991,0.5603715170278637,0.2248262841566682,0.2932492475275908,-0.1868733552023496,0.1523853850587682,-0.0944007823325404,-0.1288887524761218,-0.8714525017759438,descent,E01034472,-0.8714525017759438
4,0.3188385066514089,0.2514970059880239,0.4153369849964277,0.2326451728221283,0.5637093306578759,-0.1065758943910983,-0.1019439625098321,0.0729630690361056,-0.1355567878648247,-0.9165369331928144,descent,E01034475,-0.9165369331928144
5,0.4122443141181519,0.2973284200829111,0.4153369849964277,0.2326451728221283,0.4081983660599112,-0.1253379747235862,0.0801423450270824,0.0696979658928447,0.0245023361963408,0.1656670715438292,descent,E01034476,0.1656670715438292
6,0.485481333142612,0.3611239060340857,0.4153369849964277,0.2326451728221283,0.3525870718073671,-0.0845316120375508,0.1821714180510628,0.0818419518104623,0.1794817578239743,1.2135258032528735,ascent,E01034477,-0.0845316120375508
7,0.6172221427549707,0.4783509903270382,0.4153369849964277,0.2326451728221283,0.4699727676651856,0.1171044413940226,0.1925868656579288,0.131667251999396,0.4413585590513473,2.9841472826481,ascent,E01034478,0.1171044413940226
8,0.5439851237305107,0.4117918010133579,0.6534889259347463,0.2365551757267019,0.2191486312168554,-0.0425775444217288,0.3420385935843884,-0.1481148308858892,0.1513462182767704,1.023293639032266,ascent,E01034469,-0.0425775444217288
9,0.425833214132456,0.2777521879318286,0.6534889259347463,0.2365551757267019,0.3150351153791028,-0.1236431970603402,0.1586402611646429,-0.1740107751169402,-0.1390137110126375,-0.9399101466636072,descent,E01034470,-0.9399101466636072
10,0.404663138320698,0.2729157070474435,0.6025244105739461,0.225718881962598,0.6388132435144045,0.038330226204147,-0.1132575244941744,-0.0875444192055893,-0.1624717174956166,-1.098516216188997,descent,E01033913,-1.098516216188997
11,0.3613216993277071,0.2438968217411331,0.6025244105739461,0.225718881962598,0.6263437007309732,-0.0069861369634032,-0.1333869923273979,-0.0984659594421785,-0.2388390887329796,-1.6148571337658155,descent,E01033914,-1.6148571337658155
12,0.4581604920612216,0.3429295255642561,0.5315551321743271,0.2146033022767388,0.5109645979647413,0.0124758292347448,0.0390849585347787,-0.0170811879242361,0.0344795998452874,0.2331261104492095,status,E01033923,0.0124758292347448
13,0.3636103561722215,0.2487333026255181,0.5315551321743271,0.2146033022767388,0.4934785724523434,-0.0994104433010086,-0.0263647576007548,-0.0467117297928871,-0.1724869306946505,-1.166231842498084,descent,E01033924,-1.166231842498084
14,0.3026748676870262,0.2105020727775219,0.4865444153369849,0.2168934468351319,0.6481295685824853,-0.0726031357485896,-0.1927336035851375,0.0036322722500672,-0.2617044670836599,-1.769456280587765,descent,E01033916,-1.769456280587765
15,0.4994993563152624,0.4454168585905113,0.4865444153369849,0.2168934468351319,0.4585065214275476,0.0520510265243961,0.1419067550134548,0.0456473531648214,0.2396051347026723,1.6200365824294047,ascent,E01033921,0.0520510265243961
16,0.5063653268488056,0.4647627821280516,0.4865444153369849,0.2168934468351319,0.4848788877741149,0.082375561788247,0.1321120420100031,0.0538107414207294,0.2682983452189795,1.8140393143051143,ascent,E01033922,0.082375561788247
17,0.4831926762980976,0.4431137724550898,0.7163610383424625,0.2359954867395044,0.5962448043571735,0.1835583597390909,0.0315223882883569,-0.1576967865391302,0.0573839614883176,0.3879888340922015,ascent,E01033911,0.1835583597390909
18,0.536690030038621,0.562874251497006,0.7163610383424625,0.2359954867395044,0.4633796760785438,0.2038644059136663,0.2125318090607834,-0.1438083505833279,0.2725878643911218,1.8430419397643985,ascent,E01033912,0.2038644059136663
19,0.3631812330138749,0.2519576232151082,0.4248630626339604,0.2222557365328328,0.4208112369213129,-0.1668960343276857,0.0302628274617936,0.0478846748263333,-0.0887485320395588,-0.6000533699722496,descent,E01033791,-0.6000533699722496
20,0.4146760120154484,0.4168585905112851,0.4248630626339604,0.2222557365328328,0.5197076107209404,0.0148744562774261,0.0448639282377676,0.1011462571722745,0.1608846416874682,1.0877855577184274,ascent,E01033792,0.0148744562774261
21,0.6478329280503505,0.4887148779364347,0.5301262205286973,0.2209151641084076,0.0,-0.1074325021339934,0.5888879162169711,-0.0344542200497719,0.4470011940332058,3.022298698323102,ascent,E01033789,-0.1074325021339934
