LSOA11CD,area_m2_2011
E01000113,154669.52 
E01000114,256223.96 
E01000115,280249.15 
E01000116,245322.35 
E01000117,329399.93 
E01000118,285009.50 
E01000119,400464.01 
E01000120,242971.25 
E01000121,376719.37 
E01000122,235774.22 
E01000123,524608.25 
E01000124,260233.52 
E01000125,303183.53 
E01000126,157787.94 
E01000127,196661.16 
E01000128,242817.76 
E01000129,173225.22 
E01000130,176322.37 
E01000131,334267.25 
E01000132,152687.91 
E01000133,159393.83 
E01000134,160302.94 
E01000135,334093.13 
E01000136,520184.61 
E01000137,124274.54 
E01000138,259100.21 
E01000139,353173.50 
E01000140,143176.92 
E01000141,369418.89 
E01000142,200450.46 
E01000143,171385.64 
E01000144,192115.23 
E01000145,209834.70 
E01000146,210239.68 
E01000147,203094.48 
E01000148,229677.72 
E01000150,464626.21 
E01000151,142818.37 
E01000152,180545.42 
E01000153,165883.23 
E01000154,133196.64 
E01000155,296108.20 
E01000156,178311.07 
E01000157,123580.15 
E01000158,269336.55 
E01000159,496148.10 
E01000160,302271.05 
E01000161,239128.48 
E01000162,183533.44 
E01000163,196826.11 
E01000164,550730.87 
E01000165,189345.19 
E01000166,374771.92 
E01000167,600141.85 
E01000168,313135.82 
E01000169,236905.39 
E01000170,296305.45 
E01000171,332722.71 
E01000172,544866.69 
E01000173,367021.62 
E01000174,186204.34 
E01000175,504236.17 
E01000176,223339.01 
E01000177,168703.28 
E01000178,419015.25 
E01000179,142531.73 
E01000180,169905.40 
E01000181,144624.58 
E01000182,216796.30 
E01000183,228253.36 
E01000184,681838.98 
E01000185,118967.35 
E01000186,249818.29 
E01000187,213115.63 
E01000188,3198939.30 
E01000189,163478.55 
E01000190,244750.48 
E01000191,257927.98 
E01000192,284469.37 
E01000193,301292.02 
E01000194,333017.31 
E01000195,307168.89 
E01000196,246177.07 
E01000197,278966.93 
E01000198,330679.70 
E01000199,334368.28 
E01000200,275262.41 
E01000201,393230.86 
E01000202,225843.33 
E01000203,302748.55 
E01000204,321794.90 
E01000205,380200.60 
E01000206,1322617.59 
E01000207,344611.14 
E01000208,407409.53 
E01000209,400282.32 
E01000210,501408.19 
E01000211,277000.49 
E01000212,345708.15 
E01000213,427504.16 
E01000214,333427.24 
E01000215,222880.75 
E01000216,196417.87 
E01000217,213138.06 
E01000218,150791.11 
E01000219,191790.22 
E01000220,151378.34 
E01000221,421584.48 
E01000222,413388.34 
E01000223,546809.63 
E01000224,161815.51 
E01000225,309067.38 
E01000226,176526.30 
E01000227,255379.78 
E01000228,2899865.91 
E01000229,280720.50 
E01000230,271467.30 
E01000231,362490.66 
E01000232,297330.25 
E01000233,261712.83 
E01000234,275249.14 
E01000235,352607.81 
E01000236,227888.83 
E01000237,330649.32 
E01000238,218008.43 
E01000239,432463.03 
E01000240,439708.47 
E01000241,334262.40 
E01000242,277729.09 
E01000243,184867.85 
E01000244,221234.92 
E01000245,180109.07 
E01000246,1080326.81 
E01000247,268695.11 
E01000248,275197.13 
E01000249,809244.90 
E01000250,585108.81 
E01000251,226093.19 
E01000252,227345.31 
E01000253,3307371.01 
E01000254,1517564.68 
E01000255,1077766.68 
E01000256,555016.25 
E01000257,673668.85 
E01000258,792917.64 
E01000259,1297336.83 
E01000260,820366.91 
E01000261,1194912.14 
E01000262,2212913.83 
E01000263,393656.15 
E01000264,383398.93 
E01000265,209881.60 
E01000266,634279.54 
E01000267,276648.34 
E01000268,252698.53 
E01000269,273059.47 
E01000270,250763.17 
E01000271,350618.39 
E01000272,474549.34 
E01000273,326665.92 
E01000274,266295.65 
E01000275,331589.82 
E01000276,512319.09 
E01000277,184375.29 
E01000278,274189.62 
E01000279,5028050.82 
E01000280,1015111.00 
E01000281,267436.08 
E01000282,526482.69 
E01000283,332408.82 
E01000284,279172.91 
E01000285,205457.16 
E01000286,267621.35 
E01000287,277239.76 
E01000288,337006.53 
E01000289,285772.03 
E01000290,2043206.48 
E01000291,243929.37 
E01000292,286986.49 
E01000293,274405.52 
E01000294,326537.25 
E01000295,203680.88 
E01000296,222969.61 
E01000297,231612.00 
E01000298,269783.40 
E01000299,165940.53 
E01000300,170020.13 
E01000301,285487.37 
E01000302,217778.76 
E01000303,215276.66 
E01000304,176950.01 
E01000305,689591.24 
E01000306,145058.67 
E01000307,498667.79 
E01000308,527413.96 
E01000309,288208.54 
E01000310,310461.13 
E01000311,338917.21 
E01000312,147033.34 
E01000313,217054.41 
E01000314,246370.26 
E01000315,506159.48 
E01000316,405527.86 
E01000317,170656.44 
E01000318,272735.54 
E01000319,157325.51 
E01000320,236387.04 
E01000321,176825.12 
E01000322,202050.35 
E01000323,213052.78 
E01000324,272722.41 
E01000325,391515.37 
E01000326,271824.61 
E01000327,386526.76 
E01000328,552270.20 
E01000329,481107.88 
E01000330,255896.73 
E01000331,533420.29 
E01000332,278929.33 
E01000333,288873.85 
E01000334,268841.50 
E01000335,1387497.37 
E01000336,179162.17 
E01000337,275046.48 
E01000338,173054.13 
E01000339,256978.02 
E01000340,230010.75 
E01000341,238199.63 
E01000342,222155.20 
E01000343,307494.93 
E01000344,225618.99 
E01000345,210001.63 
E01000346,351189.34 
E01000347,195594.28 
E01000348,294679.35 
E01000349,329915.56 
E01000350,266417.97 
E01000351,311018.19 
E01000352,345583.66 
E01000353,334976.55 
E01000354,205112.77 
E01000355,421080.40 
E01000356,312510.00 
E01000357,198130.61 
E01000358,294249.21 
E01000359,205900.98 
E01000360,444053.66 
E01000361,283422.62 
E01000362,397369.98 
E01000363,420603.80 
E01000364,430526.90 
E01000365,341303.56 
E01000366,235019.21 
E01000367,260252.26 
E01000368,241797.74 
E01000369,267063.35 
E01000370,326678.61 
E01000371,227935.33 
E01000372,227372.34 
E01000373,89611.57 
E01000374,740123.93 
E01000375,423471.33 
E01000376,548402.63 
E01000377,430612.25 
E01000378,1256115.05 
E01000379,328771.06 
E01000380,220288.78 
E01000381,2055994.28 
E01000382,581681.04 
E01000383,2791645.57 
E01000384,303183.94 
E01000385,589230.60 
E01000386,551301.51 
E01000387,308809.54 
E01000388,530566.46 
E01000389,444847.53 
E01000390,538823.65 
E01000391,468081.36 
E01000392,220710.71 
E01000393,278653.75 
E01000394,236318.85 
E01000395,317224.70 
E01000396,215463.29 
E01000398,232784.76 
E01000399,294402.69 
E01000400,281922.92 
E01000401,268481.63 
E01000402,315042.01 
E01000403,625869.15 
E01000404,169285.65 
E01000405,395022.89 
E01000406,423485.16 
E01000407,436310.95 
E01000408,1084265.02 
E01000409,225465.05 
E01000410,278214.94 
E01000411,189476.68 
E01000412,244052.62 
E01000413,203207.69 
E01000414,292437.49 
E01000415,227956.17 
E01000416,176421.69 
E01000417,737210.17 
E01000418,518745.12 
E01000419,267749.24 
E01000420,273378.34 
E01000421,285767.92 
E01000422,105347.20 
E01000423,289522.56 
E01000424,387900.90 
E01000425,358786.62 
E01000426,258181.09 
E01000427,408459.76 
E01000428,884083.79 
E01000429,311672.37 
E01000430,1507477.11 
E01000431,147132.04 
E01000432,457244.25 
E01000433,312499.67 
E01000434,1555093.71 
E01000435,173894.33 
E01000436,277134.19 
E01000437,265257.22 
E01000438,186159.67 
E01000439,248467.03 
E01000440,241577.05 
E01000441,238407.47 
E01000442,310051.01 
E01000443,272589.67 
E01000444,1373829.65 
E01000445,591488.87 
E01000446,275657.93 
E01000447,988301.79 
E01000448,462404.66 
E01000449,454555.07 
E01000450,228603.93 
E01000451,208245.00 
E01000452,161313.37 
E01000453,209234.82 
E01000454,204184.95 
E01000455,262221.59 
E01000456,168957.26 
E01000457,299730.03 
E01000458,334410.34 
E01000459,316492.01 
E01000460,508745.33 
E01000461,548359.92 
E01000462,462726.14 
E01000463,235302.33 
E01000464,145825.88 
E01000465,261393.57 
E01000466,2367033.08 
E01000467,174754.65 
E01000468,290596.92 
E01000469,379979.09 
E01000470,357088.59 
E01000471,139481.88 
E01000472,430168.07 
E01000473,173463.57 
E01000474,195856.43 
E01000475,312777.62 
E01000476,227808.12 
E01000477,379430.88 
E01000478,191348.27 
E01000479,310205.05 
E01000480,296290.94 
E01000481,258412.15 
E01000482,340643.19 
E01000483,227164.87 
E01000484,304818.86 
E01000485,175957.96 
E01000486,747686.15 
E01000487,306887.79 
E01000488,159269.51 
E01000489,319590.15 
E01000490,132624.03 
E01000491,366174.96 
E01000492,161550.98 
E01000493,183449.33 
E01000494,220729.44 
E01000495,174985.03 
E01000497,304983.07 
E01000498,287196.45 
E01000499,524425.86 
E01000501,157806.55 
E01000502,373054.88 
E01000503,403583.81 
E01000504,147771.78 
E01000505,156553.79 
E01000506,297254.20 
E01000507,238128.06 
E01000508,230335.11 
E01000509,128980.79 
E01000510,178476.22 
E01000511,164686.64 
E01000512,153740.60 
E01000513,168348.17 
E01000514,157970.82 
E01000515,379989.78 
E01000516,247750.12 
E01000517,229520.92 
E01000518,506169.75 
E01000519,730049.56 
E01000520,242499.08 
E01000521,143876.50 
E01000522,145271.77 
E01000523,137469.76 
E01000524,155141.42 
E01000525,159800.36 
E01000526,139557.37 
E01000527,127726.68 
E01000528,108052.51 
E01000530,177369.64 
E01000531,106806.39 
E01000532,103405.68 
E01000533,184773.27 
E01000534,153520.99 
E01000535,189870.92 
E01000536,336441.47 
E01000538,396649.67 
E01000539,281442.51 
E01000540,378542.60 
E01000541,240551.18 
E01000543,194564.46 
E01000544,72667.68 
E01000545,115605.31 
E01000546,94938.46 
E01000547,76533.15 
E01000548,107831.57 
E01000549,110672.42 
E01000550,142976.20 
E01000551,136248.41 
E01000552,88221.57 
E01000553,143429.56 
E01000554,213373.98 
E01000555,205393.38 
E01000556,96614.65 
E01000557,117623.73 
E01000558,174375.03 
E01000559,112490.00 
E01000560,209907.52 
E01000561,114741.66 
E01000562,309938.76 
E01000563,380541.76 
E01000564,208130.53 
E01000565,188477.78 
E01000566,209265.36 
E01000567,202304.46 
E01000568,802478.18 
E01000569,372638.37 
E01000570,131848.40 
E01000571,352203.51 
E01000572,216649.32 
E01000573,234163.02 
E01000574,219285.26 
E01000575,273475.17 
E01000576,292261.00 
E01000577,343711.46 
E01000578,334480.53 
E01000579,112841.68 
E01000580,446361.81 
E01000581,164840.53 
E01000582,193681.25 
E01000583,199826.66 
E01000584,123571.53 
E01000585,99264.36 
E01000586,153332.93 
E01000587,195989.92 
E01000588,346975.21 
E01000589,291313.25 
E01000590,269763.02 
E01000591,319866.26 
E01000592,199810.99 
E01000593,179509.99 
E01000594,241389.35 
E01000595,189419.27 
E01000596,197036.75 
E01000599,87390.94 
E01000600,2028218.68 
E01000601,699772.08 
E01000602,131420.58 
E01000603,120453.67 
E01000604,166451.51 
E01000605,175148.97 
E01000606,233597.86 
E01000607,199582.91 
E01000608,563820.71 
E01000609,249597.00 
E01000610,286533.77 
E01000611,120841.86 
E01000612,259472.02 
E01000613,218861.94 
E01000615,668775.55 
E01000616,170380.76 
E01000617,274942.06 
E01000618,179954.86 
E01000619,210281.46 
E01000620,440290.75 
E01000621,215699.06 
E01000622,628008.82 
E01000623,192095.11 
E01000624,263807.85 
E01000625,269198.11 
E01000626,203107.38 
E01000627,225324.09 
E01000628,350244.12 
E01000629,179106.74 
E01000630,286015.92 
E01000631,252472.63 
E01000632,285573.71 
E01000633,166555.67 
E01000634,168447.01 
E01000635,230999.04 
E01000636,213867.95 
E01000637,71043.40 
E01000638,289379.42 
E01000639,96810.49 
E01000640,126709.01 
E01000641,108698.48 
E01000642,158713.17 
E01000643,575452.78 
E01000644,120407.10 
E01000645,778744.13 
E01000646,350495.56 
E01000647,253537.78 
E01000648,380753.80 
E01000649,848758.14 
E01000650,883776.00 
E01000651,286499.64 
E01000652,586411.48 
E01000653,500524.88 
E01000654,1048943.45 
E01000655,376324.00 
E01000656,3399184.17 
E01000657,308820.73 
E01000658,2166494.89 
E01000659,511022.59 
E01000661,936269.51 
E01000662,519849.10 
E01000663,313646.80 
E01000664,802669.85 
E01000665,837958.57 
E01000666,2976009.94 
E01000667,1060518.42 
E01000668,699817.91 
E01000669,172100.26 
E01000670,484563.44 
E01000671,346561.43 
E01000672,329392.14 
E01000673,473100.36 
E01000674,199967.48 
E01000675,571792.64 
E01000676,331158.65 
E01000677,384069.47 
E01000678,296866.81 
E01000679,293063.51 
E01000680,8235070.62 
E01000681,314458.50 
E01000682,285996.94 
E01000683,255914.27 
E01000684,409232.10 
E01000685,1104397.10 
E01000686,443815.06 
E01000687,574407.11 
E01000688,923801.28 
E01000689,1386940.22 
E01000690,332549.77 
E01000691,243397.27 
E01000692,352497.90 
E01000693,2665942.14 
E01000694,1018313.92 
E01000695,760152.48 
E01000696,2042312.55 
E01000697,512997.01 
E01000698,1131858.50 
E01000699,136626.73 
E01000700,200723.39 
E01000701,132307.69 
E01000702,139094.71 
E01000703,236314.89 
E01000704,330224.77 
E01000705,151179.29 
E01000706,297873.96 
E01000707,155908.57 
E01000708,236637.71 
E01000709,250248.30 
E01000710,545690.15 
E01000711,279135.08 
E01000712,359095.71 
E01000713,418134.05 
E01000714,326692.34 
E01000715,303858.17 
E01000716,401545.02 
E01000717,309567.79 
E01000718,334598.99 
E01000719,347938.28 
E01000720,7503814.05 
E01000721,270727.59 
E01000722,580303.10 
E01000723,417493.91 
E01000724,412408.28 
E01000725,338983.84 
E01000726,280111.22 
E01000727,387610.45 
E01000728,2730373.58 
E01000729,261428.26 
E01000730,368775.17 
E01000731,232538.59 
E01000732,353879.98 
E01000733,371866.31 
E01000734,321050.44 
E01000735,512303.21 
E01000736,398522.03 
E01000737,364375.53 
E01000738,514926.79 
E01000739,228776.92 
E01000740,711362.82 
E01000741,134817.00 
E01000742,265599.45 
E01000743,311842.98 
E01000744,211104.99 
E01000745,473012.39 
E01000746,178694.80 
E01000747,9938999.90 
E01000748,9857155.89 
E01000749,9213142.51 
E01000750,313865.43 
E01000751,1840006.61 
E01000752,1384706.07 
E01000753,864784.07 
E01000754,384788.95 
E01000755,344583.24 
E01000756,1009398.11 
E01000757,539168.95 
E01000758,304503.30 
E01000759,4591222.94 
E01000760,505832.58 
E01000761,586697.94 
E01000762,323246.54 
E01000763,848971.75 
E01000764,497931.02 
E01000765,2309022.08 
E01000766,370665.98 
E01000767,313542.90 
E01000768,475277.52 
E01000769,1198403.13 
E01000770,687307.73 
E01000771,371456.66 
E01000772,330637.94 
E01000773,307808.01 
E01000774,377151.47 
E01000775,1107167.38 
E01000777,246027.87 
E01000778,205092.72 
E01000779,1159143.26 
E01000780,208942.30 
E01000781,172643.04 
E01000782,282593.89 
E01000783,188822.40 
E01000784,226129.06 
E01000785,210346.75 
E01000786,945689.61 
E01000787,346288.63 
E01000788,374962.51 
E01000789,141933.28 
E01000790,515837.78 
E01000791,401898.62 
E01000792,314687.28 
E01000793,470286.39 
E01000794,459461.42 
E01000795,288188.13 
E01000796,99940.67 
E01000797,657183.24 
E01000798,133090.02 
E01000799,217273.86 
E01000800,231392.23 
E01000801,187785.39 
E01000802,187026.89 
E01000803,257540.14 
E01000804,667337.20 
E01000805,156331.14 
E01000806,164000.50 
E01000807,812439.77 
E01000808,335832.89 
E01000809,548907.63 
E01000810,372780.70 
E01000811,295521.23 
E01000812,382811.28 
E01000813,610509.75 
E01000814,477873.80 
E01000815,496850.44 
E01000816,297853.72 
E01000818,1292322.77 
E01000819,398635.13 
E01000820,587469.29 
E01000822,218521.27 
E01000823,242741.56 
E01000824,168714.34 
E01000825,174500.00 
E01000826,513343.11 
E01000827,375291.77 
E01000828,345853.17 
E01000829,221577.59 
E01000830,591335.52 
E01000831,406736.57 
E01000832,865811.58 
E01000833,360800.70 
E01000834,211261.61 
E01000835,334795.48 
E01000836,211502.80 
E01000837,483874.20 
E01000838,545050.61 
E01000839,268374.40 
E01000840,800652.94 
E01000841,337537.01 
E01000842,103357.63 
E01000843,84387.59 
E01000844,115076.03 
E01000845,118428.50 
E01000846,82059.67 
E01000847,98849.19 
E01000848,100241.90 
E01000849,78752.59 
E01000850,195078.54 
E01000851,135554.88 
E01000852,124338.84 
E01000853,58450.32 
E01000854,190867.78 
E01000855,322102.09 
E01000856,119916.90 
E01000857,75563.85 
E01000858,219059.48 
E01000859,95125.87 
E01000860,209623.91 
E01000861,112573.26 
E01000862,169642.67 
E01000863,162028.50 
E01000864,99258.02 
E01000865,108417.02 
E01000866,141692.79 
E01000867,80604.63 
E01000868,83227.79 
E01000869,114115.78 
E01000870,127692.56 
E01000871,301137.12 
E01000872,152683.36 
E01000873,124206.28 
E01000874,85806.83 
E01000875,115792.09 
E01000876,117420.97 
E01000877,112395.68 
E01000878,187307.59 
E01000879,179718.04 
E01000880,201521.32 
E01000881,147340.02 
E01000882,120149.22 
E01000883,139786.16 
E01000884,246757.05 
E01000885,309527.79 
E01000886,99796.45 
E01000887,97844.91 
E01000888,94034.02 
E01000889,114094.15 
E01000890,75169.99 
E01000891,78564.62 
E01000892,122323.76 
E01000893,532963.02 
E01000894,225693.33 
E01000895,95372.62 
E01000896,146295.73 
E01000897,199433.12 
E01000898,172759.03 
E01000899,1080427.75 
E01000900,101107.62 
E01000901,106462.15 
E01000902,80867.38 
E01000903,102784.01 
E01000904,116205.55 
E01000905,85638.81 
E01000906,141444.99 
E01000907,105756.05 
E01000908,172893.90 
E01000909,225801.30 
E01000910,129595.92 
E01000911,87885.56 
E01000912,902687.54 
E01000913,1613955.91 
E01000914,448040.84 
E01000915,74080.77 
E01000916,147503.79 
E01000917,74790.41 
E01000918,166578.70 
E01000919,149922.53 
E01000920,136013.03 
E01000921,123999.42 
E01000922,190171.32 
E01000923,85431.88 
E01000924,97072.75 
E01000925,82427.95 
E01000926,93175.07 
E01000927,102465.95 
E01000928,255234.48 
E01000929,96003.14 
E01000930,117315.36 
E01000931,146610.47 
E01000932,67236.09 
E01000933,107885.06 
E01000934,88479.99 
E01000935,62888.79 
E01000936,87865.62 
E01000937,127104.15 
E01000938,81454.86 
E01000939,76856.82 
E01000940,49132.78 
E01000941,44818.39 
E01000942,73111.07 
E01000943,69987.12 
E01000944,57492.71 
E01000945,271425.85 
E01000946,482883.81 
E01000947,155970.30 
E01000948,200420.11 
E01000949,61245.07 
E01000950,67929.49 
E01000951,49223.69 
E01000952,85643.52 
E01000953,602734.57 
E01000954,53910.84 
E01000955,63289.24 
E01000956,160099.35 
E01000957,116593.39 
E01000958,244032.17 
E01000959,72977.82 
E01000960,115286.51 
E01000961,120812.08 
E01000962,95255.33 
E01000963,191720.00 
E01000964,123954.18 
E01000965,109996.27 
E01000966,129082.53 
E01000967,373865.20 
E01000968,80956.57 
E01000969,167886.61 
E01000970,67947.14 
E01000971,82011.45 
E01000972,141479.97 
E01000973,232529.80 
E01000974,114203.16 
E01000975,186956.14 
E01000976,163742.90 
E01000977,168117.63 
E01000978,157276.95 
E01000979,135204.59 
E01000980,147156.57 
E01000981,171460.64 
E01000982,135492.26 
E01000983,157132.87 
E01000984,170351.27 
E01000985,390416.51 
E01000986,323560.92 
E01000987,162690.08 
E01000989,260824.52 
E01000990,166047.61 
E01000991,445970.85 
E01000992,491920.46 
E01000993,161000.66 
E01000994,177829.18 
E01000995,143990.50 
E01000996,103948.92 
E01000997,105756.25 
E01000998,141943.79 
E01000999,96642.78 
E01001000,136534.95 
E01001001,121428.62 
E01001002,107347.35 
E01001003,159362.89 
E01001004,154327.12 
E01001005,91650.93 
E01001006,291060.25 
E01001007,150501.52 
E01001008,182390.27 
E01001009,116523.54 
E01001010,727844.93 
E01001011,125520.61 
E01001012,144562.11 
E01001013,194763.75 
E01001014,638929.50 
E01001015,409921.03 
E01001016,1048112.51 
E01001017,1339558.37 
E01001018,950379.40 
E01001019,592990.30 
E01001020,366020.71 
E01001021,2046286.75 
E01001022,987682.04 
E01001023,566971.94 
E01001024,283584.91 
E01001025,227101.14 
E01001026,275241.80 
E01001027,1441756.44 
E01001028,868733.68 
E01001029,497797.55 
E01001030,415922.67 
E01001031,406001.44 
E01001032,651851.05 
E01001033,298916.29 
E01001034,295769.37 
E01001035,220283.24 
E01001036,840725.50 
E01001037,157268.14 
E01001038,202713.99 
E01001039,459755.15 
E01001040,191867.79 
E01001041,196776.43 
E01001042,208342.75 
E01001043,340600.18 
E01001044,448119.88 
E01001045,495185.58 
E01001046,196946.55 
E01001047,184510.86 
E01001048,351429.93 
E01001049,1389357.90 
E01001050,154365.58 
E01001051,251539.55 
E01001052,161028.99 
E01001053,224443.15 
E01001054,253782.09 
E01001055,292887.82 
E01001056,158532.61 
E01001057,136334.30 
E01001058,196682.71 
E01001059,185638.52 
E01001060,1503279.85 
E01001061,454302.39 
E01001062,1239601.37 
E01001063,322377.41 
E01001064,3472040.14 
E01001065,1171447.85 
E01001066,161621.46 
E01001067,682258.12 
E01001068,762232.38 
E01001069,403231.31 
E01001070,535469.05 
E01001071,750531.79 
E01001072,2162739.71 
E01001073,306123.18 
E01001074,408216.85 
E01001075,445548.32 
E01001076,345337.61 
E01001077,177732.95 
E01001078,376961.22 
E01001079,293508.96 
E01001080,219773.61 
E01001081,456931.16 
E01001082,562443.98 
E01001083,325118.41 
E01001084,596222.87 
E01001085,182085.22 
E01001086,225526.98 
E01001087,374019.34 
E01001088,155932.89 
E01001089,157595.32 
E01001090,180910.36 
E01001091,319430.46 
E01001092,586023.24 
E01001093,401509.02 
E01001094,1171240.57 
E01001095,244587.44 
E01001096,390970.64 
E01001097,439733.17 
E01001098,484285.27 
E01001099,215335.98 
E01001100,244553.57 
E01001101,547505.29 
E01001102,646689.95 
E01001103,733107.82 
E01001104,1694744.05 
E01001105,992295.38 
E01001106,426555.81 
E01001107,763063.56 
E01001108,537940.48 
E01001109,474774.27 
E01001110,153898.78 
E01001111,200510.13 
E01001112,357828.97 
E01001113,176106.45 
E01001114,181492.06 
E01001115,220220.97 
E01001116,154537.30 
E01001117,173753.77 
E01001118,185003.80 
E01001119,692479.73 
E01001120,306797.51 
E01001121,2197112.27 
E01001122,1236214.60 
E01001123,744629.54 
E01001124,599568.79 
E01001125,387246.19 
E01001126,223853.28 
E01001127,329052.34 
E01001128,223083.20 
E01001129,288926.88 
E01001130,138109.83 
E01001131,161600.58 
E01001132,432713.54 
E01001133,400428.72 
E01001134,372725.09 
E01001135,453855.61 
E01001136,278760.81 
E01001137,357970.36 
E01001138,260527.10 
E01001139,182755.50 
E01001140,353658.24 
E01001141,153383.52 
E01001142,313693.95 
E01001143,220534.61 
E01001144,120207.84 
E01001145,140231.01 
E01001146,132369.21 
E01001147,200789.98 
E01001148,141681.15 
E01001149,140874.81 
E01001150,273902.31 
E01001151,165750.69 
E01001152,173741.87 
E01001153,140266.50 
E01001154,178096.50 
E01001155,135736.53 
E01001156,278486.28 
E01001157,335980.31 
E01001158,207202.04 
E01001159,402355.77 
E01001160,318649.92 
E01001161,295354.25 
E01001162,314248.84 
E01001163,280074.84 
E01001164,187465.62 
E01001165,186129.50 
E01001166,171134.33 
E01001167,570399.25 
E01001168,223222.71 
E01001169,227040.99 
E01001170,253937.82 
E01001171,296838.82 
E01001172,695698.82 
E01001173,1024750.37 
E01001174,232018.22 
E01001175,148659.79 
E01001176,252960.48 
E01001177,292927.71 
E01001178,181286.54 
E01001179,111978.70 
E01001180,154142.76 
E01001181,143491.82 
E01001182,128471.39 
E01001183,136710.83 
E01001184,186142.82 
E01001185,198393.60 
E01001186,179551.51 
E01001187,163751.97 
E01001188,188529.03 
E01001189,118703.86 
E01001190,250954.11 
E01001191,158584.81 
E01001192,186734.40 
E01001193,181460.07 
E01001194,542032.68 
E01001195,413956.36 
E01001196,230623.08 
E01001197,404542.46 
E01001198,108400.11 
E01001199,104982.35 
E01001200,135277.64 
E01001201,123949.50 
E01001202,161604.05 
E01001203,91248.75 
E01001204,167378.83 
E01001205,248418.03 
E01001206,153531.45 
E01001207,159111.60 
E01001208,533446.51 
E01001209,276174.83 
E01001210,229056.05 
E01001211,181799.92 
E01001212,286811.00 
E01001213,149726.45 
E01001214,232867.30 
E01001215,173962.09 
E01001216,143352.06 
E01001217,186601.77 
E01001218,274451.14 
E01001219,165491.06 
E01001220,939307.52 
E01001221,306400.71 
E01001222,187705.33 
E01001223,225135.30 
E01001224,238078.86 
E01001225,232728.56 
E01001226,226279.85 
E01001227,172003.68 
E01001228,267769.97 
E01001229,202674.35 
E01001230,192519.27 
E01001231,401137.72 
E01001232,213014.39 
E01001233,171229.03 
E01001234,302433.34 
E01001235,272467.80 
E01001236,139565.36 
E01001237,242428.04 
E01001238,407364.69 
E01001239,415405.82 
E01001240,195123.58 
E01001241,353274.81 
E01001242,206841.76 
E01001243,219703.23 
E01001244,212783.43 
E01001245,112496.60 
E01001246,1009722.78 
E01001247,1141588.43 
E01001248,667162.57 
E01001249,155369.12 
E01001250,247130.21 
E01001251,188146.65 
E01001252,196408.29 
E01001253,162652.72 
E01001254,208685.44 
E01001255,175383.97 
E01001257,166073.48 
E01001258,208115.00 
E01001259,261039.65 
E01001260,266454.87 
E01001261,432710.29 
E01001262,256822.15 
E01001263,327794.82 
E01001264,306705.26 
E01001265,498615.87 
E01001266,735723.97 
E01001267,383377.17 
E01001268,301507.16 
E01001269,288012.81 
E01001270,283188.32 
E01001271,340116.95 
E01001272,550725.07 
E01001273,392470.43 
E01001274,266250.95 
E01001275,344579.96 
E01001276,359362.97 
E01001277,548396.49 
E01001278,453180.15 
E01001279,252463.80 
E01001280,365077.03 
E01001281,288891.89 
E01001282,148787.02 
