LSOA11CD,area_m2_2011
E01001283,258392.70 
E01001284,474017.95 
E01001285,216240.87 
E01001286,210023.41 
E01001287,91688.22 
E01001288,172610.63 
E01001289,120621.68 
E01001290,506023.08 
E01001291,163880.40 
E01001292,188622.01 
E01001293,144018.00 
E01001294,297239.95 
E01001295,161996.97 
E01001296,158160.19 
E01001297,251865.45 
E01001298,175340.41 
E01001299,227319.61 
E01001300,136592.92 
E01001301,249676.73 
E01001302,334977.01 
E01001303,162102.01 
E01001304,115987.57 
E01001305,150470.74 
E01001306,155025.66 
E01001307,577412.03 
E01001308,1110006.34 
E01001309,336027.63 
E01001310,234210.98 
E01001311,320861.00 
E01001312,208463.88 
E01001313,172919.25 
E01001314,289435.17 
E01001315,167257.24 
E01001316,178327.77 
E01001317,337875.23 
E01001318,254657.68 
E01001319,140017.80 
E01001320,462693.55 
E01001321,335494.32 
E01001322,546449.06 
E01001323,337973.65 
E01001324,318310.33 
E01001325,943494.71 
E01001326,735045.17 
E01001327,277855.61 
E01001328,381929.80 
E01001329,304002.36 
E01001330,299534.52 
E01001331,142590.71 
E01001332,133797.53 
E01001333,277385.36 
E01001334,157377.91 
E01001335,489625.39 
E01001336,251946.52 
E01001337,1221259.82 
E01001338,552946.98 
E01001339,727145.60 
E01001340,120028.37 
E01001341,229731.12 
E01001342,186585.53 
E01001343,288634.96 
E01001344,484383.83 
E01001345,181548.78 
E01001346,225004.36 
E01001347,674364.20 
E01001348,412490.90 
E01001349,677229.91 
E01001350,298855.23 
E01001351,200485.47 
E01001352,159131.87 
E01001353,191975.34 
E01001354,268910.13 
E01001355,144711.16 
E01001356,83447.76 
E01001357,112077.16 
E01001358,262203.18 
E01001359,135387.79 
E01001360,139805.48 
E01001361,382027.85 
E01001362,246518.47 
E01001363,132758.66 
E01001364,119089.38 
E01001365,465147.04 
E01001366,169150.51 
E01001367,206473.48 
E01001368,127663.93 
E01001369,153117.17 
E01001370,447342.80 
E01001371,201455.10 
E01001372,128331.09 
E01001373,150898.98 
E01001374,129394.03 
E01001375,139944.51 
E01001376,155062.83 
E01001377,192417.25 
E01001379,131195.37 
E01001380,176290.76 
E01001381,285538.81 
E01001382,208616.56 
E01001383,115499.37 
E01001384,108441.62 
E01001385,157829.91 
E01001386,307803.83 
E01001387,249422.69 
E01001388,176186.76 
E01001389,143384.10 
E01001390,151451.52 
E01001391,133206.92 
E01001392,160712.31 
E01001393,178461.17 
E01001394,172299.36 
E01001395,240863.65 
E01001396,147298.81 
E01001397,303997.74 
E01001398,177272.86 
E01001399,236462.90 
E01001400,247822.04 
E01001401,142671.28 
E01001402,349650.43 
E01001403,372293.90 
E01001404,520531.84 
E01001405,278922.06 
E01001406,203863.72 
E01001407,1031246.09 
E01001408,144563.95 
E01001409,189421.48 
E01001410,157906.41 
E01001411,184293.79 
E01001412,14304583.23 
E01001413,511786.45 
E01001414,391879.84 
E01001415,1085258.39 
E01001416,327659.32 
E01001417,5690952.37 
E01001418,629181.18 
E01001419,665565.80 
E01001420,355398.96 
E01001421,190681.05 
E01001422,1468217.34 
E01001423,193606.98 
E01001424,69582.00 
E01001425,401928.14 
E01001426,307140.31 
E01001427,1357271.80 
E01001428,157800.99 
E01001429,243932.92 
E01001430,117810.37 
E01001431,133362.48 
E01001432,155214.32 
E01001433,338056.26 
E01001434,178288.66 
E01001435,154268.49 
E01001436,194728.23 
E01001437,2630068.80 
E01001438,277001.34 
E01001439,209489.38 
E01001440,314490.03 
E01001441,335268.78 
E01001442,115199.17 
E01001444,346062.41 
E01001445,1415992.89 
E01001446,180628.17 
E01001447,187331.13 
E01001448,157357.85 
E01001449,233880.81 
E01001450,359408.11 
E01001451,619792.34 
E01001452,632114.34 
E01001453,519424.96 
E01001454,377410.09 
E01001455,236577.05 
E01001456,263510.14 
E01001457,265121.20 
E01001458,161692.71 
E01001459,221854.30 
E01001460,121567.91 
E01001461,289137.18 
E01001462,109585.84 
E01001463,257617.31 
E01001464,204089.60 
E01001465,230693.15 
E01001466,99293.59 
E01001467,106335.86 
E01001468,790012.81 
E01001469,223933.49 
E01001470,1896492.93 
E01001471,364076.36 
E01001472,251982.97 
E01001473,840017.84 
E01001474,382961.58 
E01001475,335042.93 
E01001476,200560.27 
E01001477,1131176.15 
E01001478,311938.69 
E01001479,245381.01 
E01001480,201113.30 
E01001481,171492.71 
E01001482,173068.00 
E01001483,1146414.49 
E01001484,330030.58 
E01001485,127220.21 
E01001486,177245.13 
E01001487,128624.95 
E01001488,131751.50 
E01001489,181469.77 
E01001491,149104.59 
E01001492,152696.18 
E01001493,232233.93 
E01001494,162918.67 
E01001495,155183.96 
E01001496,258258.70 
E01001497,205403.96 
E01001498,192165.31 
E01001499,207639.65 
E01001500,223011.81 
E01001501,302810.00 
E01001502,280012.78 
E01001503,173846.74 
E01001504,179112.94 
E01001505,194074.61 
E01001506,1948755.56 
E01001507,269515.59 
E01001508,206282.85 
E01001509,147381.42 
E01001510,150050.75 
E01001511,387466.02 
E01001512,192319.70 
E01001513,951623.65 
E01001514,136449.45 
E01001515,130782.58 
E01001516,322040.63 
E01001517,181926.98 
E01001518,560337.79 
E01001519,349678.54 
E01001520,348524.91 
E01001521,480362.53 
E01001522,204876.96 
E01001523,518035.07 
E01001524,256519.30 
E01001525,237422.76 
E01001526,285422.05 
E01001527,388043.40 
E01001528,203708.91 
E01001529,167498.32 
E01001530,204930.18 
E01001531,233339.96 
E01001532,290715.36 
E01001533,327822.31 
E01001534,405134.01 
E01001535,398629.03 
E01001536,434417.15 
E01001537,185477.89 
E01001538,257269.46 
E01001539,220618.29 
E01001540,262283.13 
E01001541,178314.65 
E01001542,184273.74 
E01001543,208157.76 
E01001544,303600.62 
E01001545,341512.58 
E01001546,241146.60 
E01001547,250458.01 
E01001548,299340.59 
E01001549,320691.32 
E01001550,220977.46 
E01001551,302607.24 
E01001552,279179.68 
E01001553,192883.41 
E01001554,117566.20 
E01001555,142064.64 
E01001556,212391.12 
E01001557,126372.24 
E01001558,150150.09 
E01001559,924266.98 
E01001560,268827.64 
E01001562,140438.54 
E01001563,197770.81 
E01001564,227513.34 
E01001565,222736.22 
E01001566,197553.67 
E01001567,312602.87 
E01001568,893478.18 
E01001569,296879.69 
E01001570,409218.71 
E01001571,148629.25 
E01001572,167113.47 
E01001573,138290.30 
E01001574,1006721.35 
E01001575,220352.28 
E01001576,240438.23 
E01001577,209079.29 
E01001578,271945.90 
E01001579,253540.40 
E01001580,301638.12 
E01001581,205859.93 
E01001582,342145.22 
E01001583,290471.00 
E01001584,327663.13 
E01001585,182828.44 
E01001586,211215.06 
E01001587,271061.82 
E01001588,517854.05 
E01001589,211442.78 
E01001590,153278.23 
E01001591,202627.34 
E01001592,242961.12 
E01001593,184418.67 
E01001594,149302.45 
E01001595,376167.81 
E01001596,290655.31 
E01001597,322517.41 
E01001598,463945.17 
E01001599,459317.91 
E01001600,301688.29 
E01001601,247296.44 
E01001602,256870.30 
E01001603,208814.55 
E01001604,241360.07 
E01001605,667126.65 
E01001606,213279.91 
E01001607,207324.36 
E01001608,464635.42 
E01001609,333777.39 
E01001610,222078.79 
E01001611,203619.44 
E01001613,731640.21 
E01001614,887219.79 
E01001615,952256.18 
E01001617,695416.64 
E01001618,346484.79 
E01001619,318981.53 
E01001620,263561.02 
E01001621,366170.26 
E01001623,274798.19 
E01001624,221297.79 
E01001625,268050.38 
E01001629,209314.84 
E01001631,193568.15 
E01001632,121380.16 
E01001633,115262.11 
E01001634,117147.82 
E01001635,210434.77 
E01001636,121160.13 
E01001637,184483.66 
E01001638,106937.16 
E01001640,134973.16 
E01001641,367661.45 
E01001642,1194018.46 
E01001644,187769.22 
E01001645,284098.95 
E01001646,213088.87 
E01001647,350933.14 
E01001648,414516.15 
E01001649,332200.56 
E01001650,207694.00 
E01001651,307584.10 
E01001652,263536.74 
E01001653,265747.01 
E01001654,294979.81 
E01001655,440284.14 
E01001656,281828.96 
E01001657,401827.43 
E01001658,436004.91 
E01001659,375616.82 
E01001660,333596.12 
E01001661,451925.40 
E01001662,239183.53 
E01001664,154190.50 
E01001665,188251.36 
E01001666,434159.82 
E01001667,1360474.09 
E01001668,232956.09 
E01001669,501862.27 
E01001671,193884.62 
E01001672,361235.24 
E01001673,175145.16 
E01001674,212050.18 
E01001675,157127.61 
E01001676,132678.46 
E01001677,203401.94 
E01001678,265175.77 
E01001679,214038.04 
E01001680,607369.19 
E01001681,155521.61 
E01001682,879208.37 
E01001683,137999.40 
E01001684,1179097.54 
E01001685,176140.69 
E01001686,172235.75 
E01001687,414497.04 
E01001688,355445.84 
E01001690,134356.69 
E01001692,75298.49 
E01001693,137605.32 
E01001694,383076.95 
E01001695,99626.13 
E01001696,140224.79 
E01001697,152998.32 
E01001698,127023.02 
E01001699,685613.43 
E01001700,138274.39 
E01001701,952008.67 
E01001702,87832.50 
E01001703,88718.72 
E01001704,142188.43 
E01001705,175094.91 
E01001706,115337.93 
E01001708,174237.77 
E01001709,778473.40 
E01001710,87548.44 
E01001711,174051.14 
E01001712,165482.37 
E01001713,98884.92 
E01001714,153077.52 
E01001715,76847.92 
E01001716,83512.61 
E01001717,97817.38 
E01001718,101034.75 
E01001719,63005.81 
E01001720,101379.57 
E01001722,104519.05 
E01001723,117687.05 
E01001724,117709.82 
E01001725,91414.62 
E01001726,53491.45 
E01001727,106540.42 
E01001728,93315.18 
E01001729,127230.46 
E01001730,131499.42 
E01001731,174372.59 
E01001732,63659.23 
E01001733,146949.11 
E01001734,134025.82 
E01001735,134341.97 
E01001736,90361.32 
E01001737,98128.24 
E01001738,91963.21 
E01001739,124398.96 
E01001740,83041.67 
E01001741,82834.49 
E01001742,128292.39 
E01001744,137378.99 
E01001745,111395.85 
E01001746,51047.85 
E01001747,141687.37 
E01001748,178598.38 
E01001749,105538.29 
E01001750,147445.07 
E01001751,153377.06 
E01001752,126112.44 
E01001753,76168.81 
E01001754,119284.14 
E01001755,103148.67 
E01001756,162039.58 
E01001757,49321.08 
E01001758,127327.26 
E01001759,102089.84 
E01001760,143948.39 
E01001761,106683.80 
E01001762,140850.99 
E01001763,109286.21 
E01001764,104705.24 
E01001765,124926.12 
E01001767,104262.91 
E01001768,103817.48 
E01001769,123533.58 
E01001770,128833.42 
E01001772,66743.04 
E01001773,121978.92 
E01001774,179111.75 
E01001775,129196.91 
E01001776,102249.71 
E01001777,156641.55 
E01001779,139512.04 
E01001780,109242.72 
E01001781,151887.38 
E01001782,135114.15 
E01001783,61442.90 
E01001784,76855.64 
E01001785,90903.19 
E01001786,1128827.76 
E01001787,220018.16 
E01001788,112971.00 
E01001789,96142.30 
E01001790,55485.56 
E01001791,105816.06 
E01001792,173823.00 
E01001793,156430.74 
E01001794,128925.35 
E01001795,102521.70 
E01001796,91640.03 
E01001798,106099.43 
E01001799,107543.46 
E01001800,81592.52 
E01001801,145134.98 
E01001802,105017.01 
E01001803,159876.87 
E01001804,112097.95 
E01001805,150997.70 
E01001806,327597.76 
E01001807,117121.86 
E01001808,130812.65 
E01001809,112485.40 
E01001811,86264.68 
E01001812,247503.54 
E01001813,95147.38 
E01001814,113533.50 
E01001815,107215.03 
E01001816,135992.51 
E01001819,136011.61 
E01001820,84138.00 
E01001821,69098.14 
E01001822,81734.63 
E01001823,150236.64 
E01001824,216203.02 
E01001825,105740.91 
E01001826,111206.39 
E01001827,175814.66 
E01001828,110055.67 
E01001829,116711.68 
E01001830,102415.68 
E01001831,108841.23 
E01001832,103696.16 
E01001833,113458.69 
E01001834,95085.14 
E01001835,74202.22 
E01001836,130920.19 
E01001837,114001.56 
E01001838,71378.25 
E01001839,103998.66 
E01001840,108423.37 
E01001841,135954.61 
E01001842,65431.01 
E01001843,74106.49 
E01001844,154428.35 
E01001845,110322.94 
E01001846,541620.44 
E01001847,105448.74 
E01001848,152721.65 
E01001849,495559.46 
E01001850,70650.68 
E01001851,98389.96 
E01001852,75894.61 
E01001853,80793.71 
E01001854,66030.03 
E01001855,75871.89 
E01001856,82521.43 
E01001857,71205.82 
E01001858,119245.69 
E01001859,107352.83 
E01001860,90984.17 
E01001861,72396.70 
E01001862,90900.31 
E01001863,84709.73 
E01001864,73472.57 
E01001865,118189.01 
E01001866,151121.77 
E01001867,87738.02 
E01001868,58856.83 
E01001869,229454.59 
E01001870,101424.93 
E01001871,133754.04 
E01001872,70409.77 
E01001873,62002.87 
E01001874,963626.31 
E01001875,171518.83 
E01001876,896611.26 
E01001877,1276575.54 
E01001878,135445.90 
E01001879,80604.31 
E01001880,126749.19 
E01001881,110726.69 
E01001882,81740.53 
E01001883,133559.88 
E01001884,82119.38 
E01001885,56892.18 
E01001886,95198.51 
E01001887,109297.08 
E01001888,97791.84 
E01001889,143155.36 
E01001890,130315.82 
E01001891,175384.16 
E01001892,72114.98 
E01001893,79279.34 
E01001894,154008.49 
E01001895,86323.42 
E01001896,85109.26 
E01001897,95004.57 
E01001898,288608.93 
E01001899,122782.92 
E01001900,135759.78 
E01001901,83179.33 
E01001902,72724.71 
E01001903,109888.83 
E01001904,138273.96 
E01001905,88266.15 
E01001906,61923.41 
E01001907,68290.72 
E01001908,45371.61 
E01001909,86085.36 
E01001910,81263.07 
E01001911,157485.28 
E01001912,96418.87 
E01001913,109423.94 
E01001914,65458.63 
E01001915,411928.56 
E01001916,357071.44 
E01001917,107488.53 
E01001918,104905.74 
E01001919,144466.50 
E01001920,163749.68 
E01001921,101328.83 
E01001922,194603.47 
E01001923,111560.24 
E01001924,96657.29 
E01001925,141252.18 
E01001926,90569.63 
E01001927,199811.55 
E01001928,189894.72 
E01001929,86515.55 
E01001930,253232.25 
E01001931,68157.58 
E01001932,187701.72 
E01001933,177935.43 
E01001934,181844.73 
E01001935,106618.63 
E01001937,195555.45 
E01001938,102234.42 
E01001939,322868.68 
E01001940,85016.37 
E01001941,142186.30 
E01001942,92007.42 
E01001943,442590.35 
E01001944,66277.00 
E01001945,115055.92 
E01001946,123549.22 
E01001947,55883.26 
E01001948,114813.08 
E01001949,82410.29 
E01001950,109416.47 
E01001951,102489.82 
E01001952,94583.01 
E01001953,86710.77 
E01001954,85241.75 
E01001955,221225.75 
E01001956,133266.62 
E01001957,75425.23 
E01001958,46297.71 
E01001959,192380.92 
E01001960,82696.82 
E01001961,69014.30 
E01001962,515068.46 
E01001963,508686.28 
E01001964,636038.91 
E01001965,121308.53 
E01001966,512628.98 
E01001967,176501.20 
E01001968,143596.93 
E01001969,145560.23 
E01001970,214455.38 
E01001971,126360.50 
E01001972,206673.10 
E01001973,401084.13 
E01001974,176750.01 
E01001975,120066.78 
E01001976,101489.40 
E01001977,89616.37 
E01001978,132074.15 
E01001979,196376.76 
E01001980,111966.28 
E01001981,94650.77 
E01001982,104516.13 
E01001983,101083.29 
E01001984,198505.44 
E01001985,187832.03 
E01001986,136748.12 
E01001987,303202.47 
E01001988,173699.17 
E01001989,288138.34 
E01001990,151595.35 
E01001991,125848.14 
E01001992,408254.67 
E01001993,280073.52 
E01001994,336750.89 
E01001995,410308.95 
E01001996,243452.27 
E01001997,194347.46 
E01001998,155087.89 
E01001999,147851.76 
E01002000,164674.19 
E01002001,105883.25 
E01002002,654112.07 
E01002003,221782.08 
E01002004,117160.95 
E01002005,95117.30 
E01002006,109885.70 
E01002007,171699.13 
E01002008,648032.87 
E01002009,233546.44 
E01002010,589503.06 
E01002011,646190.61 
E01002013,121038.53 
E01002014,168177.39 
E01002015,120145.42 
E01002016,170909.13 
E01002017,136120.72 
E01002018,120706.10 
E01002019,251709.15 
E01002020,291385.87 
E01002021,184709.75 
E01002022,201358.03 
E01002023,165532.39 
E01002024,157720.15 
E01002025,401672.56 
E01002026,119893.77 
E01002027,110061.48 
E01002028,119923.93 
E01002029,235798.11 
E01002030,279669.87 
E01002031,139339.48 
E01002032,103082.21 
E01002033,123361.57 
E01002034,280718.87 
E01002036,170131.54 
E01002037,793090.49 
E01002038,142059.49 
E01002039,74756.69 
E01002040,148024.17 
E01002041,126673.62 
E01002042,239124.84 
E01002043,109394.21 
E01002044,88888.70 
E01002045,134897.08 
E01002046,169499.03 
E01002047,102560.66 
E01002048,122237.31 
E01002049,127555.65 
E01002050,109542.40 
E01002051,124338.81 
E01002052,218553.45 
E01002053,143490.91 
E01002054,82164.58 
E01002055,93911.58 
E01002056,211299.90 
E01002057,158657.88 
E01002058,155756.90 
E01002059,233979.13 
E01002060,125557.45 
E01002061,165152.01 
E01002062,196998.93 
E01002063,138548.87 
E01002064,93224.97 
E01002065,135966.66 
E01002066,194020.82 
E01002067,149464.05 
E01002068,298046.44 
E01002069,164658.99 
E01002070,163704.82 
E01002071,108820.12 
E01002072,177381.39 
E01002073,111157.15 
E01002074,130847.93 
E01002075,369607.09 
E01002076,109329.53 
E01002077,144337.53 
E01002078,280387.56 
E01002079,102930.62 
E01002080,624868.53 
E01002081,139017.01 
E01002082,194230.05 
E01002083,156265.18 
E01002084,304059.46 
E01002085,129426.30 
E01002086,239946.63 
E01002087,112691.13 
E01002088,212559.21 
E01002089,45942.40 
E01002090,229783.62 
E01002091,215707.93 
E01002092,202006.89 
E01002093,223168.93 
E01002094,249703.88 
E01002095,284363.25 
E01002096,184271.62 
E01002097,107753.36 
E01002098,196175.41 
E01002099,158577.95 
E01002100,143076.64 
E01002101,203592.16 
E01002102,318415.70 
E01002103,172922.94 
E01002104,169978.80 
E01002105,124227.78 
E01002106,267796.01 
E01002107,283324.37 
E01002108,199500.54 
E01002109,507629.82 
E01002110,245416.54 
E01002111,278113.72 
E01002112,776517.07 
E01002113,618418.94 
E01002114,2883679.64 
E01002115,347614.54 
E01002116,305426.75 
E01002117,423436.80 
E01002118,270160.47 
E01002119,239352.88 
E01002120,171566.24 
E01002121,281529.92 
E01002122,202576.88 
E01002123,172109.12 
E01002124,168540.64 
E01002125,173000.36 
E01002126,377388.47 
E01002127,271404.97 
E01002128,185829.74 
E01002129,412312.16 
E01002130,333331.37 
E01002131,163830.97 
E01002132,402279.61 
E01002133,391231.01 
E01002134,1242167.79 
E01002135,424734.74 
E01002136,369478.07 
E01002137,599563.63 
E01002138,144876.37 
E01002139,233077.32 
E01002140,254468.43 
E01002141,289674.79 
E01002142,361395.28 
E01002143,182982.10 
E01002144,2951695.70 
E01002145,315843.85 
E01002146,846536.69 
E01002147,622936.27 
E01002148,332728.05 
E01002149,292528.00 
E01002150,419404.07 
E01002151,304176.15 
E01002152,462869.07 
E01002153,292311.58 
E01002154,1316393.27 
E01002155,743760.02 
E01002156,381904.29 
E01002157,264045.07 
E01002158,293274.71 
E01002159,232303.05 
E01002160,297226.21 
E01002161,236690.96 
E01002162,180952.68 
E01002163,245107.00 
E01002164,266584.50 
E01002165,207725.77 
E01002166,170052.54 
E01002167,166822.60 
E01002168,173037.66 
E01002169,204883.81 
E01002170,170993.93 
E01002171,187123.69 
E01002172,368423.35 
E01002173,199642.20 
E01002174,207494.41 
E01002175,208732.73 
E01002176,386407.73 
E01002177,196936.38 
E01002178,205713.65 
E01002179,259964.98 
E01002180,377113.12 
E01002181,403980.21 
E01002182,201265.79 
E01002183,185250.95 
E01002184,211562.87 
E01002185,171227.28 
E01002186,317081.98 
E01002187,482767.34 
E01002188,485952.76 
E01002189,449171.24 
E01002190,1355519.18 
E01002191,489679.40 
E01002192,452769.94 
E01002193,336852.08 
E01002194,426925.33 
E01002195,273427.30 
E01002196,374048.65 
E01002197,181817.52 
E01002198,174451.86 
E01002199,173767.59 
E01002200,347727.07 
E01002201,264873.28 
E01002202,194380.06 
E01002203,278105.43 
E01002204,180174.49 
E01002206,174758.46 
E01002207,178106.13 
E01002208,293752.13 
E01002209,273388.22 
E01002210,206964.70 
E01002211,171180.09 
E01002212,274998.12 
E01002213,283529.70 
E01002214,181600.96 
E01002215,169576.60 
E01002216,269058.15 
E01002217,149902.71 
E01002218,329117.57 
E01002219,291861.68 
E01002220,188100.32 
E01002221,171536.88 
E01002222,209807.22 
E01002223,202783.07 
E01002224,182058.51 
E01002225,2040573.05 
E01002226,605494.33 
E01002227,327333.43 
E01002228,420878.90 
E01002229,632306.96 
E01002230,419932.15 
E01002231,213862.76 
E01002232,215576.10 
E01002233,204874.18 
E01002234,167934.82 
E01002235,171943.33 
E01002236,215464.53 
E01002237,145913.88 
E01002238,343337.51 
E01002239,357882.22 
E01002240,168198.70 
E01002241,239840.58 
E01002242,272721.89 
E01002243,234344.44 
E01002244,335319.44 
E01002245,257307.87 
E01002246,545337.04 
E01002247,326584.46 
E01002248,532193.98 
E01002249,573121.69 
E01002250,1075957.31 
E01002251,325477.34 
E01002252,1158965.65 
E01002253,1025194.27 
E01002254,563077.02 
E01002255,593515.90 
E01002256,278600.89 
E01002257,754779.83 
E01002258,301560.14 
E01002259,1874414.63 
E01002260,1114333.43 
E01002261,207943.13 
E01002262,224644.75 
E01002263,847394.50 
E01002264,203839.02 
E01002265,514159.83 
E01002266,343378.35 
E01002267,209902.56 
E01002268,843262.10 
E01002269,775904.01 
E01002270,677840.15 
E01002271,544996.45 
E01002272,223281.01 
E01002273,826845.18 
E01002274,308162.29 
E01002275,436792.72 
E01002276,4357594.99 
E01002277,1466914.75 
E01002278,225944.78 
E01002279,356400.71 
E01002280,153757.59 
E01002281,404302.07 
E01002282,275084.53 
E01002283,223250.11 
E01002284,278222.03 
E01002285,463415.85 
E01002286,235170.12 
E01002287,221200.98 
E01002288,340129.00 
E01002289,269948.55 
E01002290,278670.79 
E01002291,307475.47 
E01002292,344379.38 
E01002293,689467.38 
E01002294,1232125.54 
E01002295,279593.67 
E01002296,4046640.06 
E01002297,212081.01 
E01002298,455057.56 
E01002299,339248.85 
E01002300,333695.13 
E01002301,273052.21 
E01002302,289599.54 
E01002303,279789.57 
E01002304,5303000.57 
E01002305,2764900.53 
E01002306,175885.09 
E01002307,241918.38 
E01002308,446735.52 
E01002309,276485.24 
E01002310,280079.90 
E01002311,949673.59 
E01002312,872481.77 
E01002313,387829.74 
E01002314,190748.09 
E01002315,217358.10 
E01002316,246114.12 
E01002317,382211.55 
E01002318,291136.37 
E01002319,376270.82 
E01002320,202054.83 
E01002321,461840.99 
E01002322,432146.02 
E01002323,292435.69 
E01002324,465354.00 
E01002325,751403.28 
E01002326,275822.82 
E01002327,282587.22 
E01002328,284771.88 
E01002329,380926.82 
E01002330,481492.97 
E01002331,309402.05 
E01002332,279473.20 
E01002333,273332.17 
E01002334,966578.11 
E01002335,206913.78 
E01002336,255346.03 
E01002337,1119751.71 
E01002338,243762.79 
E01002339,398088.72 
E01002340,236192.37 
E01002341,245374.16 
E01002342,182318.38 
E01002343,474736.92 
E01002344,10218746.19 
E01002345,445275.80 
E01002346,210641.96 
E01002347,453733.33 
E01002348,2750642.78 
E01002349,582879.61 
E01002350,285045.93 
E01002351,195003.19 
E01002352,287315.97 
E01002353,460303.14 
E01002354,307796.38 
E01002355,227687.04 
E01002356,368520.38 
E01002358,225830.52 
E01002359,226891.89 
E01002360,385029.34 
E01002361,365756.70 
E01002362,342388.92 
E01002363,246529.36 
E01002364,230739.23 
E01002365,230670.69 
E01002366,280117.05 
E01002367,379082.21 
E01002368,1309144.09 
E01002369,481460.84 
E01002370,2469886.74 
E01002371,282532.57 
E01002372,219060.55 
E01002373,309376.20 
E01002374,968709.61 
E01002375,261339.17 
E01002376,337094.73 
E01002377,435627.17 
E01002378,242611.28 
E01002379,359283.40 
E01002380,303768.14 
E01002381,365321.96 
E01002382,316505.87 
E01002383,291398.13 
E01002384,482814.19 
E01002385,9921892.39 
E01002386,545206.00 
E01002387,1351784.44 
E01002388,367715.48 
E01002389,879196.97 
E01002390,341256.05 
E01002391,8612378.33 
E01002392,461310.12 
E01002393,328265.80 
E01002394,294467.95 
E01002395,171495.35 
E01002396,344775.58 
E01002397,180768.40 
E01002398,160989.30 
E01002399,175593.22 
E01002400,605522.64 
E01002401,332597.74 
E01002402,201628.09 
E01002403,205003.76 
E01002404,210639.82 
E01002405,1000261.40 
E01002406,1339424.49 
E01002407,483681.88 
E01002408,205897.57 
E01002409,237503.20 
E01002410,404860.32 
E01002411,480855.47 
E01002412,716453.62 
E01002413,309116.07 
E01002414,922565.10 
E01002415,268371.29 
E01002416,206555.27 
E01002417,326066.83 
E01002418,279877.33 
E01002419,292882.02 
E01002420,290429.91 
E01002421,344585.64 
E01002422,195294.28 
E01002423,673122.42 
E01002424,372423.26 
E01002425,360909.36 
E01002426,213957.01 
E01002427,205421.80 
E01002428,586927.73 
E01002429,379841.02 
E01002430,918392.62 
E01002431,278214.15 
E01002432,326061.49 
E01002433,461022.08 
E01002434,819033.06 
E01002435,355147.68 
E01002436,457947.39 
E01002437,436505.93 
E01002438,3677469.83 
E01002439,700620.67 
E01002440,1784073.33 
E01002441,7054648.61 
E01002442,1978040.03 
E01002443,2608877.63 
E01002444,15784663.92 
E01002445,190678.45 
E01002446,1957883.56 
E01002447,1867922.47 
E01002448,718586.00 
E01002449,376549.86 
E01002450,215702.53 
E01002451,209885.41 
E01002452,337071.98 
E01002453,273846.97 
E01002454,1649684.88 
E01002455,357819.21 
E01002456,313675.85 
E01002457,226076.05 
E01002458,981835.99 
E01002459,505883.38 
E01002460,379355.89 
E01002461,2516045.83 
E01002462,417559.35 
E01002463,616132.52 
E01002464,787511.56 
E01002465,299748.03 
E01002466,228851.73 
E01002467,366695.46 
E01002468,196161.02 
E01002469,232791.46 
E01002470,384783.18 
E01002471,266738.33 
E01002472,532800.07 
E01002473,3886672.92 
E01002474,925602.55 
E01002475,750135.12 
E01002476,621444.47 
E01002477,316033.92 
E01002478,367536.01 
E01002479,781372.49 
E01002480,636953.65 
E01002481,368627.84 
E01002482,634785.03 
E01002483,360672.02 
E01002484,235038.75 
E01002485,300708.47 
E01002486,1025126.01 
E01002487,193355.50 
E01002488,299958.40 
E01002489,274509.18 
E01002490,337758.49 
E01002491,188941.91 
E01002492,259568.91 
E01002493,175492.51 
E01002494,2657472.61 
E01002495,454002.95 
E01002496,588848.53 
E01002497,675830.38 
E01002498,394472.32 
E01002499,2283617.47 
E01002501,221729.84 
E01002502,188808.62 
E01002503,191870.91 
E01002504,446684.16 
E01002505,702237.05 
E01002506,284089.97 
E01002507,1097676.48 
E01002508,355704.58 
E01002509,453263.53 
E01002511,246939.92 
E01002512,1182542.31 
E01002513,564320.56 
E01002514,284728.20 
E01002515,622906.52 
E01002516,584944.68 
E01002518,225491.03 
E01002519,632959.47 
E01002520,510204.78 
E01002521,537759.18 
E01002523,167650.53 
E01002525,508409.47 
E01002526,297470.33 
E01002527,868869.21 
E01002528,347332.80 
E01002529,256252.55 
E01002530,267930.14 
E01002531,341943.38 
E01002532,592241.74 
E01002533,1337363.84 
E01002534,404394.62 
E01002535,411575.24 
E01002536,394096.97 
E01002537,448347.81 
E01002538,1030015.13 
E01002539,371948.31 
E01002540,228612.45 
E01002541,382592.66 
E01002542,179857.43 
E01002543,264747.06 
E01002544,614668.70 
E01002545,289385.13 
E01002546,189677.05 
E01002547,180451.12 
E01002548,1154493.83 
E01002549,599275.06 
E01002550,243254.97 
E01002551,319279.16 
E01002552,262204.29 
E01002553,187963.97 
E01002554,1247933.06 
E01002555,708487.68 
E01002556,200423.84 
E01002557,333882.86 
E01002558,236053.92 
E01002559,2376875.66 
E01002560,341928.50 
E01002561,240486.86 
E01002562,956278.18 
E01002563,504452.28 
E01002564,240978.77 
E01002565,453022.59 
E01002566,584968.50 
E01002567,218422.50 
E01002568,200106.78 
E01002569,205036.70 
E01002570,147037.23 
E01002571,199929.99 
E01002572,904805.32 
E01002573,181689.62 
E01002574,161679.71 
E01002575,227139.31 
E01002576,183573.09 
E01002577,353478.93 
E01002578,501060.19 
E01002579,406355.93 
E01002580,116780.48 
E01002581,182955.52 
E01002582,174585.10 
E01002583,408091.60 
E01002584,328778.31 
