,Unnamed: 0_x,Conversion_2011_2018_pct_x,New_build_2011_2018_pct_x,house_change_pct_x,all_household_dependent_children_change_pct_x,all_household_non_dependent_children_change_pct_x,professional_occupations_change_pct_x,other_higer_occupation_change_pct_x,avg_churn_x,Elementary_occupations_change_pct_x,Resident_in_UK_4_and_Less_change_pct_x,all_usual_residents_change_pct_x,professional_occupations_2011_pct_x,All_usual_residents_2011_x,cluste_robust_x,LSOA21CD,classification_robust_x,classification_cluster_robust_x,LSOA21NM_x,borough_name_x,space_x,Unnamed: 0_y,Conversion_2011_2018_pct_y,New_build_2011_2018_pct_y,house_change_pct_y,all_household_dependent_children_change_pct_y,all_household_non_dependent_children_change_pct_y,household_no_children_change_pct,professional_occupations_change_pct_y,other_higer_occupation_change_pct_y,avg_churn_y,Elementary_occupations_change_pct_y,Resident_in_UK_4_and_Less_change_pct_y,all_usual_residents_change_pct_y,professional_occupations_2011_pct_y,All_usual_residents_2011_y,cluste_robust_y,classification_robust_y,classification_cluster_robust_y,LSOA21NM_y,borough_name_y,space_y
0,0,0.985065948,0.869983323,-0.355493073,-0.200854629,-0.099572351,-0.424813786,-0.219712976,-0.262856267,0.069121343,1.049912525,-0.143708936,0.900246693,-0.195567105,3,E01000002,gen,cluster4,City of London 001B,City of London,City of London,0,0.985065948,0.869983323,-0.355493073,-0.200854629,-0.099572351,-0.316585404,-0.424813786,-0.219712976,-0.262856267,0.069121343,1.049912525,-0.143708936,0.900246693,-0.195567105,0,gen,cluster1,City of London 001B,City of London,City of London
1,1,0.96321388,-0.018735257,-0.400905666,-0.130785291,-0.08553118,-0.08323322,0.030708029,-0.132690465,-0.053582623,0.401721845,0.292820792,0.550130609,-0.283632749,3,E01000003,gen,cluster4,City of London 001C,City of London,City of London,1,0.96321388,-0.018735257,-0.400905666,-0.130785291,-0.08553118,0.304452435,-0.08323322,0.030708029,-0.132690465,-0.053582623,0.401721845,0.292820792,0.550130609,-0.283632749,0,gen,cluster1,City of London 001C,City of London,City of London
2,2,-0.292753698,-0.018735257,-0.22740676,-0.33463987,-0.354606878,0.510240874,1.001616724,-0.638254578,-0.078289726,0.447097717,-1.920426164,-0.935020682,0.357744356,0,E01000051,gen,cluster1,Barking and Dagenham 021D,Barking and Dagenham,outer,2,-0.292753698,-0.018735257,-0.22740676,-0.33463987,-0.354606878,0.619404693,0.510240874,1.001616724,-0.638254578,-0.078289726,0.447097717,-1.920426164,-0.935020682,0.357744356,3,gen,cluster4,Barking and Dagenham 021D,Barking and Dagenham,outer
3,3,-0.276982988,-0.016846622,0.244506004,-0.698588527,1.188970086,-0.049815896,0.186638939,-0.198088647,-0.046488601,-0.158489173,0.047294339,-0.534583321,0.672229067,0,E01000126,gen,cluster1,Barnet 026A,Barnet,outer,3,-0.276982988,-0.016846622,0.244506004,-0.698588527,1.188970086,-0.286723451,-0.049815896,0.186638939,-0.198088647,-0.046488601,-0.158489173,0.047294339,-0.534583321,0.672229067,3,gen,cluster4,Barnet 026A,Barnet,outer
4,6,-0.292753698,-0.018735257,-0.006364129,-0.963653362,0.097602294,0.474786363,0.502855471,0.484366642,0.165971006,0.241423963,0.640388858,-0.703372024,0.118877848,0,E01000152,gen,cluster1,Barnet 026C,Barnet,outer,6,-0.292753698,-0.018735257,-0.006364129,-0.963653362,0.097602294,0.57303329,0.474786363,0.502855471,0.484366642,0.165971006,0.241423963,0.640388858,-0.703372024,0.118877848,3,gen,cluster4,Barnet 026C,Barnet,outer
5,7,-0.292753698,0.118904898,0.011932665,-0.180291928,0.240458835,0.126196212,0.431184399,0.34280272,0.375466071,-0.252799542,0.525993017,-0.613199868,-0.270181491,0,E01000154,gen,cluster1,Barnet 026E,Barnet,outer,7,-0.292753698,0.118904898,0.011932665,-0.180291928,0.240458835,0.104389899,0.126196212,0.431184399,0.34280272,0.375466071,-0.252799542,0.525993017,-0.613199868,-0.270181491,3,gen,cluster4,Barnet 026E,Barnet,outer
6,8,-0.292753698,1.078466065,0.025320806,-0.651962897,0.191118171,0.509321876,0.741997144,-0.132690465,-0.898280804,-0.336080289,0.482867612,-0.540118934,0.218656736,0,E01000189,gen,cluster1,Barnet 014D,Barnet,outer,8,-0.292753698,1.078466065,0.025320806,-0.651962897,0.191118171,0.591157578,0.509321876,0.741997144,-0.132690465,-0.898280804,-0.336080289,0.482867612,-0.540118934,0.218656736,3,gen,cluster4,Barnet 014D,Barnet,outer
7,10,-0.143673066,0.011999585,-0.174487292,-0.533933762,-0.370241313,0.321873612,0.315624522,-0.326993932,-0.137502532,-0.242721272,0.18456021,-0.359324393,0.268255301,0,E01000257,gen,cluster1,Barnet 017B,Barnet,outer,10,-0.143673066,0.011999585,-0.174487292,-0.533933762,-0.370241313,0.265342775,0.321873612,0.315624522,-0.326993932,-0.137502532,-0.242721272,0.18456021,-0.359324393,0.268255301,3,gen,cluster4,Barnet 017B,Barnet,outer
8,14,1.006981602,0.422506487,0.168023126,-0.540288899,-0.179495385,0.896477048,-0.096066884,0.203779865,-0.285557316,-0.294764729,0.538327348,-0.29076956,-0.364314044,0,E01000281,gen,cluster1,Barnet 008D,Barnet,outer,14,1.006981602,0.422506487,0.168023126,-0.540288899,-0.179495385,0.552618696,0.896477048,-0.096066884,0.203779865,-0.285557316,-0.294764729,0.538327348,-0.29076956,-0.364314044,3,gen,cluster4,Barnet 008D,Barnet,outer
9,17,-0.292753698,-0.018735257,0.358571412,-0.234602922,0.383321188,0.318618168,0.193490752,-0.198088647,0.06544856,0.033895091,-0.077383399,-0.595687854,-0.051880119,0,E01000291,gen,cluster1,Barnet 004E,Barnet,outer,17,-0.292753698,-0.018735257,0.358571412,-0.234602922,0.383321188,-0.320067607,0.318618168,0.193490752,-0.198088647,0.06544856,0.033895091,-0.077383399,-0.595687854,-0.051880119,3,gen,cluster4,Barnet 004E,Barnet,outer
10,18,-0.201054766,0.073410385,0.061855247,-0.290381059,-0.063567592,0.114570635,0.358239866,0.0,0.550334533,-0.267985928,-0.105888275,-0.398472589,0.037475946,0,E01000305,gen,cluster1,Barnet 036B,Barnet,outer,18,-0.201054766,0.073410385,0.061855247,-0.290381059,-0.063567592,0.451681477,0.114570635,0.358239866,0.0,0.550334533,-0.267985928,-0.105888275,-0.398472589,0.037475946,3,gen,cluster4,Barnet 036B,Barnet,outer
11,21,0.548394043,-0.018735257,-0.029520837,0.036717746,-0.082402596,-0.275577933,0.248342524,0.135219902,-0.209101546,-0.777312049,-0.007234757,-0.309198266,0.271922801,0,E01000313,gen,cluster1,Barnet 036F,Barnet,outer,21,0.548394043,-0.018735257,-0.029520837,0.036717746,-0.082402596,-0.384108743,-0.275577933,0.248342524,0.135219902,-0.209101546,-0.777312049,-0.007234757,-0.309198266,0.271922801,3,gen,cluster4,Barnet 036F,Barnet,outer
12,23,-0.292753698,1.079795799,0.310814314,0.691674161,0.487336281,0.365459756,0.801595891,-0.515633358,-0.235927605,0.166876334,-0.499086514,-0.785675485,-0.052948336,0,E01000373,gen,cluster1,Bexley 008A,Bexley,outer,23,-0.292753698,1.079795799,0.310814314,0.691674161,0.487336281,0.005252581,0.365459756,0.801595891,-0.515633358,-0.235927605,0.166876334,-0.499086514,-0.785675485,-0.052948336,3,gen,cluster4,Bexley 008A,Bexley,outer
13,28,0.196287418,0.384259515,-0.060766885,0.195431983,-0.413794918,-0.400262663,0.070320862,-0.132690465,0.249961441,-0.141454361,0.015413106,0.074605538,0.446445744,3,E01000491,gen,cluster4,Brent 030B,Brent,outer,28,0.196287418,0.384259515,-0.060766885,0.195431983,-0.413794918,-0.098947766,-0.400262663,0.070320862,-0.132690465,0.249961441,-0.141454361,0.015413106,0.074605538,0.446445744,0,gen,cluster1,Brent 030B,Brent,outer
14,32,0.125149641,1.07070622,0.299745908,-0.154822929,-0.468882215,0.050502693,0.056657031,0.203779865,0.331877986,-0.108885196,0.49564671,-0.467867056,0.09370691,0,E01000516,gen,cluster1,Brent 002C,Brent,outer,32,0.125149641,1.07070622,0.299745908,-0.154822929,-0.468882215,0.241303426,0.050502693,0.056657031,0.203779865,0.331877986,-0.108885196,0.49564671,-0.467867056,0.09370691,3,gen,cluster4,Brent 002C,Brent,outer
15,33,-0.075898297,0.558866743,-0.121310396,-0.298055022,0.077866587,0.089635036,0.338989568,-0.132690465,0.021676895,0.17997037,0.230086387,-0.792450058,-0.137798526,0,E01000528,gen,cluster1,Brent 025F,Brent,outer,33,-0.075898297,0.558866743,-0.121310396,-0.298055022,0.077866587,0.178479241,0.089635036,0.338989568,-0.132690465,0.021676895,0.17997037,0.230086387,-0.792450058,-0.137798526,3,gen,cluster4,Brent 025F,Brent,outer
16,36,-0.116049868,-0.018735257,0.063260434,-0.031451803,0.285222389,0.0,-0.025231504,-0.262856267,-0.164979914,-0.407262783,-0.092130553,-0.209158348,0.172371859,0,E01000534,gen,cluster1,Brent 033D,Brent,outer,36,-0.116049868,-0.018735257,0.063260434,-0.031451803,0.285222389,-0.098947766,0.0,-0.025231504,-0.262856267,-0.164979914,-0.407262783,-0.092130553,-0.209158348,0.172371859,3,gen,cluster4,Brent 033D,Brent,outer
17,37,0.047514786,0.468421307,-0.286269909,-0.11144402,-0.049369977,0.176488643,0.238738718,-0.198088647,0.039847385,0.128364065,-0.070117905,-0.397479373,0.174724495,0,E01000544,gen,cluster1,Brent 034A,Brent,outer,37,0.047514786,0.468421307,-0.286269909,-0.11144402,-0.049369977,0.33721546,0.176488643,0.238738718,-0.198088647,0.039847385,0.128364065,-0.070117905,-0.397479373,0.174724495,3,gen,cluster4,Brent 034A,Brent,outer
18,38,0.103657117,-0.017790517,-0.135963802,-0.199277064,-0.430452842,-0.266517836,-0.502023371,-0.132690465,0.496715379,0.127256571,-0.217503859,0.377522431,0.369148754,3,E01000549,gen,cluster4,Brent 028E,Brent,outer,38,0.103657117,-0.017790517,-0.135963802,-0.199277064,-0.430452842,-0.104025532,-0.266517836,-0.502023371,-0.132690465,0.496715379,0.127256571,-0.217503859,0.377522431,0.369148754,0,gen,cluster1,Brent 028E,Brent,outer
19,39,0.419455471,0.961617528,-0.383900415,-0.34900633,1.13330463,-0.049815896,0.24285439,0.0,0.094939124,-0.075494153,0.427424082,-0.650184881,0.748174614,0,E01000551,gen,cluster1,Brent 034C,Brent,outer,39,0.419455471,0.961617528,-0.383900415,-0.34900633,1.13330463,0.055064208,-0.049815896,0.24285439,0.0,0.094939124,-0.075494153,0.427424082,-0.650184881,0.748174614,3,gen,cluster4,Brent 034C,Brent,outer
20,40,-0.276982988,1.072429102,-0.271826581,0.195431983,0.42427571,0.191156794,0.389881843,-0.132690465,-0.564982324,0.041881696,-0.534687432,-0.852320914,0.222253007,0,E01000552,gen,cluster1,Brent 034D,Brent,outer,40,-0.276982988,1.072429102,-0.271826581,0.195431983,0.42427571,-0.008149231,0.191156794,0.389881843,-0.132690465,-0.564982324,0.041881696,-0.534687432,-0.852320914,0.222253007,3,gen,cluster4,Brent 034D,Brent,outer
21,46,0.542975391,0.313776736,-0.223085043,0.212829999,-0.008011791,-0.174588887,-0.291532122,0.135219902,0.102350438,0.036179157,-0.132788097,0.064794012,1.120487813,3,E01000586,gen,cluster4,Brent 032E,Brent,outer,46,0.542975391,0.313776736,-0.223085043,0.212829999,-0.008011791,0.090827036,-0.174588887,-0.291532122,0.135219902,0.102350438,0.036179157,-0.132788097,0.064794012,1.120487813,0,gen,cluster1,Brent 032E,Brent,outer
22,54,-0.292753698,0.458049616,0.182526639,-0.448446619,0.890126943,-0.167937586,0.271674335,-0.262856267,0.806244581,-0.06602405,0.008746788,-0.888539668,-0.130594905,0,E01000626,gen,cluster1,Brent 010E,Brent,outer,54,-0.292753698,0.458049616,0.182526639,-0.448446619,0.890126943,-0.193889888,-0.167937586,0.271674335,-0.262856267,0.806244581,-0.06602405,0.008746788,-0.888539668,-0.130594905,3,gen,cluster4,Brent 010E,Brent,outer
23,60,0.33741801,0.012916871,-0.131892239,0.026672038,0.588224398,0.101514016,0.396763224,0.203779865,0.312219609,-0.212703237,-0.040261563,-0.093025003,-0.189560126,0,E01000699,gen,cluster1,Bromley 015A,Bromley,outer,60,0.33741801,0.012916871,-0.131892239,0.026672038,0.588224398,-0.182118107,0.101514016,0.396763224,0.203779865,0.312219609,-0.212703237,-0.040261563,-0.093025003,-0.189560126,3,gen,cluster4,Bromley 015A,Bromley,outer
24,62,0.938670399,-0.005585454,0.27366759,0.177232778,-0.549149319,0.235238106,-0.396952117,0.067293476,-0.164979914,0.269059702,0.116401231,0.04923409,-0.307429874,3,E01000702,gen,cluster4,Bromley 013B,Bromley,outer,62,0.938670399,-0.005585454,0.27366759,0.177232778,-0.549149319,0.115165469,0.235238106,-0.396952117,0.067293476,-0.164979914,0.269059702,0.116401231,0.04923409,-0.307429874,0,gen,cluster1,Bromley 013B,Bromley,outer
25,66,-0.292753698,0.699838995,0.303618323,-0.294987585,0.19280923,0.274303154,0.433939114,-0.066661115,-0.275701214,0.302744477,0.307068929,-0.838131883,-0.301744499,0,E01000721,gen,cluster1,Bromley 019C,Bromley,outer,66,-0.292753698,0.699838995,0.303618323,-0.294987585,0.19280923,-0.15882547,0.274303154,0.433939114,-0.066661115,-0.275701214,0.302744477,0.307068929,-0.838131883,-0.301744499,3,gen,cluster4,Bromley 019C,Bromley,outer
26,67,0.024055202,0.5114888,-0.340594333,0.186756901,-0.36030301,0.278812668,0.163350616,0.272973945,0.050796106,-0.08856616,0.215966072,0.098835196,-0.040095935,3,E01000741,gen,cluster4,Bromley 005B,Bromley,outer,67,0.024055202,0.5114888,-0.340594333,0.186756901,-0.36030301,0.538414668,0.278812668,0.163350616,0.272973945,0.050796106,-0.08856616,0.215966072,0.098835196,-0.040095935,3,gen,cluster4,Bromley 005B,Bromley,outer
27,68,0.224927154,-0.007453937,-0.285019115,0.190225017,0.077866587,-0.153110214,-0.237342602,0.413266763,0.207732477,-0.123314766,0.045543254,0.111813838,0.476669427,3,E01000742,gen,cluster4,Bromley 005C,Bromley,outer,68,0.224927154,-0.007453937,-0.285019115,0.190225017,0.077866587,0.447950299,-0.153110214,-0.237342602,0.413266763,0.207732477,-0.123314766,0.045543254,0.111813838,0.476669427,0,gen,cluster1,Bromley 005C,Bromley,outer
28,69,-0.172001802,0.043622301,-0.23875063,0.273340209,-0.00160386,-0.174588887,-0.200717503,0.135219902,0.273192409,0.022448461,0.088216092,0.204542845,0.151299117,3,E01000745,gen,cluster4,Bromley 005D,Bromley,outer,69,-0.172001802,0.043622301,-0.23875063,0.273340209,-0.00160386,0.208465726,-0.174588887,-0.200717503,0.135219902,0.273192409,0.022448461,0.088216092,0.204542845,0.151299117,0,gen,cluster1,Bromley 005D,Bromley,outer
29,70,0.668479375,-0.013079469,-0.099471276,0.265404936,-0.06514133,-0.095628418,0.115442693,0.067293476,0.284860027,0.016708611,0.120515492,0.231023717,0.271922801,3,E01000746,gen,cluster4,Bromley 005E,Bromley,outer,70,0.668479375,-0.013079469,-0.099471276,0.265404936,-0.06514133,0.367075148,-0.095628418,0.115442693,0.067293476,0.284860027,0.016708611,0.120515492,0.231023717,0.271922801,0,gen,cluster1,Bromley 005E,Bromley,outer
30,77,0.383541237,-0.018735257,0.015444437,-0.431615095,0.125744827,0.262951061,0.465629113,0.0,0.211552159,0.066844748,0.033967789,-0.693302845,-0.167386411,0,E01000798,gen,cluster1,Bromley 009D,Bromley,outer,77,0.383541237,-0.018735257,0.015444437,-0.431615095,0.125744827,0.094454044,0.262951061,0.465629113,0.0,0.211552159,0.066844748,0.033967789,-0.693302845,-0.167386411,3,gen,cluster4,Bromley 009D,Bromley,outer
31,78,-0.129774423,0.217675295,-0.118619994,-0.159611856,0.12242278,-0.03493981,0.58982007,0.272973945,-0.039379091,-0.069571727,-0.00115293,-0.069554454,-0.005459935,0,E01000800,gen,cluster1,Bromley 009E,Bromley,outer,78,-0.129774423,0.217675295,-0.118619994,-0.159611856,0.12242278,0.311694057,-0.03493981,0.58982007,0.272973945,-0.039379091,-0.069571727,-0.00115293,-0.069554454,-0.005459935,3,gen,cluster4,Bromley 009E,Bromley,outer
32,79,0.419455471,-0.018735257,0.265612311,-0.029802459,0.144069218,-0.086319592,-0.067475663,-0.132690465,0.010821033,-0.245237416,0.080609515,0.109772598,0.118877848,3,E01000802,gen,cluster4,Bromley 004B,Bromley,outer,79,0.419455471,-0.018735257,0.265612311,-0.029802459,0.144069218,0.474654027,-0.086319592,-0.067475663,-0.132690465,0.010821033,-0.245237416,0.080609515,0.109772598,0.118877848,0,gen,cluster1,Bromley 004B,Bromley,outer
33,80,0.166558132,-0.018735257,0.107636691,-0.125959215,0.165841118,-0.075553127,0.027977497,0.203779865,-0.401105152,-0.303749278,-0.042023833,0.196884848,-0.029329091,3,E01000803,gen,cluster4,Bromley 004C,Bromley,outer,80,0.166558132,-0.018735257,0.107636691,-0.125959215,0.165841118,-0.263007353,-0.075553127,0.027977497,0.203779865,-0.401105152,-0.303749278,-0.042023833,0.196884848,-0.029329091,0,gen,cluster1,Bromley 004C,Bromley,outer
34,82,0.070394019,-0.014961362,0.200262973,0.272457882,-0.563555339,-0.017337748,0.163350616,0.067293476,0.007210152,0.354674596,0.177556535,0.048522645,-0.119226072,3,E01000805,gen,cluster4,Bromley 004E,Bromley,outer,82,0.070394019,-0.014961362,0.200262973,0.272457882,-0.563555339,-0.088838245,-0.017337748,0.163350616,0.067293476,0.007210152,0.354674596,0.177556535,0.048522645,-0.119226072,0,gen,cluster1,Bromley 004E,Bromley,outer
35,83,0.405354458,0.006478629,-0.219732314,0.108551812,0.014468525,-0.031987441,0.00204648,0.135219902,0.226869517,-0.08856616,-0.066544159,-0.307343733,0.109694114,0,E01000806,gen,cluster1,Bromley 009F,Bromley,outer,83,0.405354458,0.006478629,-0.219732314,0.108551812,0.014468525,0.161116547,-0.031987441,0.00204648,0.135219902,0.226869517,-0.08856616,-0.066544159,-0.307343733,0.109694114,3,gen,cluster4,Bromley 009F,Bromley,outer
36,93,0.135696287,-0.018735257,-0.249449556,-0.532519383,0.276575389,0.171557321,-0.225138406,-0.066661115,-0.222545602,0.388494958,-1.04176215,0.494478893,0.060929231,3,E01000843,gen,cluster4,Camden 014A,Camden,inner,93,0.135696287,-0.018735257,-0.249449556,-0.532519383,0.276575389,-0.121406487,0.171557321,-0.225138406,-0.066661115,-0.222545602,0.388494958,-1.04176215,0.494478893,0.060929231,0,gen,cluster1,Camden 014A,Camden,inner
37,94,0.081620665,-0.018735257,-0.278532335,0.524634285,-0.11819846,0.05461307,-0.665604406,-0.066661115,-0.285557316,0.122822576,-0.210254614,0.504849117,-0.037946685,3,E01000848,gen,cluster4,Camden 011C,Camden,inner,94,0.081620665,-0.018735257,-0.278532335,0.524634285,-0.11819846,-0.546191915,0.05461307,-0.665604406,-0.066661115,-0.285557316,0.122822576,-0.210254614,0.504849117,-0.037946685,0,gen,cluster1,Camden 011C,Camden,inner
38,95,0.579556514,0.417498566,-0.176345913,-0.449176177,0.19280923,-0.066403835,-0.089261361,0.135219902,0.173529222,0.229658357,-0.138388312,-0.027548968,0.02417948,3,E01000856,gen,cluster4,Camden 019A,Camden,inner,95,0.579556514,0.417498566,-0.176345913,-0.449176177,0.19280923,-0.037226149,-0.066403835,-0.089261361,0.135219902,0.173529222,0.229658357,-0.138388312,-0.027548968,0.02417948,0,gen,cluster1,Camden 019A,Camden,inner
39,96,0.520627815,-0.011200938,0.118751791,0.172910036,-0.235108234,-0.380190643,-0.42527583,-0.262856267,-0.106294038,0.149330649,-0.07226429,0.366769179,0.045267542,3,E01000871,gen,cluster4,Camden 005A,Camden,inner,96,0.520627815,-0.011200938,0.118751791,0.172910036,-0.235108234,-0.354133061,-0.380190643,-0.42527583,-0.262856267,-0.106294038,0.149330649,-0.07226429,0.366769179,0.045267542,0,gen,cluster1,Camden 005A,Camden,inner
40,97,1.007019216,0.900709587,-0.270093079,0.683115841,-0.460699198,0.047754274,-0.074285002,0.0,0.165971006,0.067974519,0.057100383,0.011012805,0.001093555,3,E01000878,gen,cluster4,Camden 004A,Camden,inner,97,1.007019216,0.900709587,-0.270093079,0.683115841,-0.460699198,-0.125522642,0.047754274,-0.074285002,0.0,0.165971006,0.067974519,0.057100383,0.011012805,0.001093555,0,gen,cluster1,Camden 004A,Camden,inner
41,98,0.68006087,-0.012139784,-0.147557769,0.535746946,-0.044623861,0.273172995,-0.184427727,0.0,-0.192209227,0.702489062,-0.343536117,0.325275986,-0.173456953,3,E01000879,gen,cluster4,Camden 004B,Camden,inner,98,0.68006087,-0.012139784,-0.147557769,0.535746946,-0.044623861,0.23126265,0.273172995,-0.184427727,0.0,-0.192209227,0.702489062,-0.343536117,0.325275986,-0.173456953,0,gen,cluster1,Camden 004B,Camden,inner
42,100,-0.03723401,0.022953141,-0.294049097,0.521859504,-0.041456015,-0.094071737,-0.633502161,0.0,0.257689649,0.079248995,-0.260117117,0.325860557,-0.120262077,3,E01000881,gen,cluster4,Camden 008A,Camden,inner,100,-0.03723401,0.022953141,-0.294049097,0.521859504,-0.041456015,-0.309643979,-0.094071737,-0.633502161,0.0,0.257689649,0.079248995,-0.260117117,0.325860557,-0.120262077,0,gen,cluster1,Camden 008A,Camden,inner
43,101,0.702007448,0.075134669,-0.333074649,0.319437228,-0.170378506,0.058708836,-0.192573527,0.0,0.269310927,-0.428722972,0.199263896,0.457594225,-0.302693195,3,E01000883,gen,cluster4,Camden 008C,Camden,inner,101,0.702007448,0.075134669,-0.333074649,0.319437228,-0.170378506,-0.56245467,0.058708836,-0.192573527,0.0,0.269310927,-0.428722972,0.199263896,0.457594225,-0.302693195,0,gen,cluster1,Camden 008C,Camden,inner
44,110,0.584532787,0.219143474,-0.368164289,0.052672004,0.250744718,-0.690594487,-0.269866462,-0.326993932,-0.419873692,0.061189522,-1.024947135,0.027007078,0.470070747,3,E01000919,gen,cluster4,Camden 028D,Camden,inner,110,0.584532787,0.219143474,-0.368164289,0.052672004,0.250744718,0.161116547,-0.690594487,-0.269866462,-0.326993932,-0.419873692,0.061189522,-1.024947135,0.027007078,0.470070747,0,gen,cluster1,Camden 028D,Camden,inner
45,112,0.918035099,-0.005585454,-0.100135388,-0.13881503,-0.188584795,-0.052814233,-0.044315082,-0.066661115,0.109777219,0.116159477,-0.019629993,0.311764673,0.064298976,3,E01000928,gen,cluster4,Camden 003E,Camden,inner,112,0.918035099,-0.005585454,-0.100135388,-0.13881503,-0.188584795,0.096264744,-0.052814233,-0.044315082,-0.066661115,0.109777219,0.116159477,-0.019629993,0.311764673,0.064298976,0,gen,cluster1,Camden 003E,Camden,inner
46,113,0.33741801,-0.01590357,-0.308971904,-0.188214583,0.261057116,0.094929725,-0.865294146,0.067293476,0.098642847,-0.349121106,-0.735275796,-0.15107319,0.145477709,3,E01000938,gen,cluster4,Camden 029A,Camden,inner,113,0.33741801,-0.01590357,-0.308971904,-0.188214583,0.261057116,0.075328001,0.094929725,-0.865294146,0.067293476,0.098642847,-0.349121106,-0.735275796,-0.15107319,0.145477709,0,gen,cluster1,Camden 029A,Camden,inner
47,114,0.503136237,-0.018735257,-0.33644057,0.03420409,-0.033523213,-0.382182377,0.34723876,-0.066661115,-0.171810501,0.517444004,0.272495276,-0.562506096,-0.398017217,0,E01000939,gen,cluster1,Camden 029B,Camden,inner,114,0.503136237,-0.018735257,-0.33644057,0.03420409,-0.033523213,-0.279911342,-0.382182377,0.34723876,-0.066661115,-0.171810501,0.517444004,0.272495276,-0.562506096,-0.398017217,3,gen,cluster4,Camden 029B,Camden,inner
48,115,0.047514786,-0.018735257,-0.352343254,0.052672004,-0.110450848,0.23172639,0.383001419,-0.326993932,-0.095821472,-0.453075603,-2.844500292,-0.021545314,0.600944643,3,E01000942,gen,cluster4,Camden 029C,Camden,inner,115,0.047514786,-0.018735257,-0.352343254,0.052672004,-0.110450848,0.087192517,0.23172639,0.383001419,-0.326993932,-0.095821472,-0.453075603,-2.844500292,-0.021545314,0.600944643,0,gen,cluster1,Camden 029C,Camden,inner
49,116,-0.049960418,-0.018735257,-0.191766255,-0.295754713,-0.235108234,0.238739096,0.197602341,-0.132690465,-0.046488601,0.035037342,-0.796455503,0.148717365,0.118877848,3,E01000957,gen,cluster4,Camden 019C,Camden,inner,116,-0.049960418,-0.018735257,-0.191766255,-0.295754713,-0.235108234,0.074412005,0.238739096,0.197602341,-0.132690465,-0.046488601,0.035037342,-0.796455503,0.148717365,0.118877848,0,gen,cluster1,Camden 019C,Camden,inner
50,117,0.279101634,-0.017790517,-0.379347761,0.0,-0.380141489,-0.36437804,-0.309125365,0.272973945,0.188692028,-0.064842451,-0.133491343,0.869336074,-0.033642011,3,E01000962,gen,cluster4,Camden 016A,Camden,inner,117,0.279101634,-0.017790517,-0.379347761,0.0,-0.380141489,0.024218525,-0.36437804,-0.309125365,0.272973945,0.188692028,-0.064842451,-0.133491343,0.869336074,-0.033642011,0,gen,cluster1,Camden 016A,Camden,inner
51,127,0.059026008,0.556248285,-0.106347152,-0.087129248,-0.068286543,-0.318187913,0.267556107,0.135219902,0.43161708,0.025887067,0.256358464,-0.295352601,0.106259265,0,E01001112,gen,cluster1,Croydon 013C,Croydon,outer,127,0.059026008,0.556248285,-0.106347152,-0.087129248,-0.068286543,-0.009110526,-0.318187913,0.267556107,0.135219902,0.43161708,0.025887067,0.256358464,-0.295352601,0.106259265,3,gen,cluster4,Croydon 013C,Croydon,outer
52,128,0.987041926,0.084563507,-0.218775767,-0.076545372,-0.088656739,0.223490316,0.351363883,0.484366642,0.234551374,0.008654158,0.11384194,-0.449131401,0.298979218,0,E01001136,gen,cluster1,Croydon 007A,Croydon,outer,128,0.987041926,0.084563507,-0.218775767,-0.076545372,-0.088656739,0.402596942,0.223490316,0.351363883,0.484366642,0.234551374,0.008654158,0.11384194,-0.449131401,0.298979218,3,gen,cluster4,Croydon 007A,Croydon,outer
53,129,0.446638451,0.484143499,-0.026344005,0.468480764,-0.426298929,-0.140087698,0.183898506,0.0,0.028933483,0.174521266,0.300695506,0.080876496,0.16532744,3,E01001137,gen,cluster4,Croydon 001A,Croydon,outer,129,0.446638451,0.484143499,-0.026344005,0.468480764,-0.426298929,0.340381155,-0.140087698,0.183898506,0.0,0.028933483,0.174521266,0.300695506,0.080876496,0.16532744,0,gen,cluster1,Croydon 001A,Croydon,outer
54,131,-0.102497143,-0.014961362,-0.098586222,0.267167228,0.155776972,0.236406291,-0.419882806,0.135219902,0.320071379,-0.046001647,-0.036765995,-0.000737336,-0.010906824,3,E01001140,gen,cluster4,Croydon 007C,Croydon,outer,131,-0.102497143,-0.014961362,-0.098586222,0.267167228,0.155776972,-0.030397029,0.236406291,-0.419882806,0.135219902,0.320071379,-0.046001647,-0.036765995,-0.000737336,-0.010906824,0,gen,cluster1,Croydon 007C,Croydon,outer
55,132,-0.172001802,0.013833339,-0.05064302,-0.38500741,0.727401283,-0.004310084,0.177048158,0.135219902,0.173529222,-0.086185044,-0.013191134,-0.380709937,-0.377136822,0,E01001141,gen,cluster1,Croydon 008A,Croydon,outer,132,-0.172001802,0.013833339,-0.05064302,-0.38500741,0.727401283,0.059690344,-0.004310084,0.177048158,0.135219902,0.173529222,-0.086185044,-0.013191134,-0.380709937,-0.377136822,3,gen,cluster4,Croydon 008A,Croydon,outer
56,134,0.360906456,-0.012139784,0.251206323,-0.105784279,0.46020137,-0.12241743,0.285404375,0.0,0.347674167,0.082623139,-0.066815452,-0.367060393,0.375505777,0,E01001143,gen,cluster1,Croydon 008B,Croydon,outer,134,0.360906456,-0.012139784,0.251206323,-0.105784279,0.46020137,-0.099962085,-0.12241743,0.285404375,0.0,0.347674167,0.082623139,-0.066815452,-0.367060393,0.375505777,3,gen,cluster4,Croydon 008B,Croydon,outer
